Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);RIM / CORE (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);NIO(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);CL(WT%);LOI(WT%);K(WT%);LI(PPM);BE(PPM);B(PPM);P(PPM);AR36(CCMSTP/G);AR40(CCMSTP/G);AR40(MOL/G);K(PPM);SC(PPM);TI(PPM);V(PPM);;;;CR(PPM);;;;MN(PPM);CO(PPM);NI(PPM): altern. values or methods;;;;CU(PPM);ZN(PPM);GA(PPM);GE(PPM);AS(PPM);SE(PPM);BR(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM): altern. values or methods;;;;W(PPM);RE(PPT);OS(PPT);IR(PPB);AU(PPB);TL(PPM);PB(PPM);PB206(PPM);BI(PPM);RA(PPT);TH(PPM): altern. values or methods;;;;U(PPM);ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;RB87_SR86;PB206_PB204;PB207_PB204;PB207_PB206;PB208_PB204;OS187_OS188;RE187_OS188;HF176_HF177;HF176_HF177_INI;EPSILON_HF;EPSILON_HF_INI;LU176_HF177;YB176_HF177;PB206_U238;PB207_U235;PB208_TH232;RA226_TH230_ACT;TH230_TH232_ACT;TH232_U238;U238_TH230_ACT;U238_TH232_ACT;D7LI(PER MIL);D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D29SI(VS NBS28);D30SI(VS NBS28);D41K(VS SRM3141A);D49TI(VS OL-TI);D65CU(VS NBS-976);D66ZN(VS JMC-LYON);D68ZN(VS JMC-LYON);D98_95MO(VS NIST3134);ALBITE(MOL%);ANORTHITE(MOL%);ENSTATITE(MOL%);FERROSILITE(MOL%);ORTHOCLASE(MOL%);WOLLASTONITE(MOL%);AGE(MA): altern. values or methods;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);AGE_PB208_TH232(MA);
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. SAS02;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT;;35.32881;133.57398;35.32881;133.57398;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;64.69;0.425;17.25;;3.94;;;;4.54;1.97;0.072;;1.93;XRF;;;4.31;0.21;;;;;;;1.21;;;;;;;;;;;;59;XRF;;;;;;;;;;;;;;;;;;;;46;XRF;;;791;XRF;;;;;;;87;XRF;;;;;;;;;;;;;;436;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. SAS03;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT;;35.32881;133.57398;35.32881;133.57398;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;63.34;0.448;17.93;;4.1;;;;4.71;2.02;0.072;;1.92;XRF;;;4.5;0.22;;;;;;;1.13;;;;;;;;;;;;66;XRF;67.2736262183172;ICPMS;13.3611651216863;ICPMS;;;;;15.522140493872;ICPMS;;;;;;;;;;47;XRF;47.1463075216601;ICPMS;798;XRF;835.896824923609;ICPMS;7.89224801021542;ICPMS;;;106;XRF;95.4561138571193;ICPMS;13.2277457793371;ICPMS;;;;;;;;;2.71939817744606;435;XRF;405.769371572714;ICPMS;21.0461562807041;ICPMS;;;40.0010849085721;ICPMS;;;4.1720264456252;14.9474032875185;ICPMS;;;2.54959769897072;ICPMS;;;0.807769625862411;1.84390199322295;0.254100921097791;1.42379280942804;0.275431615469993;0.774329796682568;0.105749141036517;0.714367549012607;0.110004100426282;2.47621676066661;0.830746054243423;ICPMS;;;;;;;;;9.38142528979126;;;;7.01451140557403;ICPMS;;;1.6220363422732;0.512758;;;;;0.704816;;;18.2837;15.5602;;38.4428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. SAS04;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT;;35.32881;133.57398;35.32881;133.57398;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;61.6;0.445;17.74;;4.01;;;;4.64;2.02;0.071;;1.73;XRF;;;4.03;0.19;;;;;;;2.36;;;;;;;;;;;;69;XRF;;;;;;;;;;;;;;;;;;;;45;XRF;;;802;XRF;;;;;;;98;XRF;;;;;;;;;;;;;;401;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. SAS05;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT;;35.32881;133.57398;35.32881;133.57398;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;64.39;0.42;17.52;;4.08;;;;4.84;1.96;0.071;;1.88;XRF;;;4.53;0.21;;;;;;;1.03;;;;;;;;;;;;67;XRF;62.1319999021745;ICPMS;16.1946841255483;ICPMS;;;;;8.06495325560084;ICPMS;;;;;;;;;;47;XRF;46.2550296447642;ICPMS;767;XRF;702.009567881058;ICPMS;8.21682630529335;ICPMS;;;99;XRF;84.604912008488;ICPMS;6.98463202768777;ICPMS;;;;;;;;;1.49872264288051;424;XRF;420.24381020069;ICPMS;16.9292574096927;ICPMS;;;32.5010240178631;ICPMS;;;3.3327475544257;12.2713218504704;ICPMS;;;2.13006451080232;ICPMS;;;0.705634606122716;1.6098825142177;0.230469649873225;1.32089846923102;0.253258378669885;0.705801726044293;0.104572840047393;0.688313555277047;0.103491074119891;2.14209199473746;0.517721496136077;ICPMS;;;;;;;;;8.65700301293287;;;;4.54386630036842;ICPMS;;;1.19792893440051;0.512765330246226;;;;;0.704840689573288;;;18.302125;15.581602;;38.51281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. SAS06;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT;;35.304;133.56951;35.304;133.56951;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;63.72;0.416;17.15;;4.08;;;;4.82;1.9;0.07;;1.93;XRF;;;4.48;0.21;;;;;;;1.4;;;;;;;;;;;;78;XRF;70.1287132319551;ICPMS;14.5382281921997;ICPMS;;;;;15.7587807279676;ICPMS;;;;;;;;;;41;XRF;44.8003539636138;ICPMS;861;XRF;883.601651304584;ICPMS;8.60289539370207;ICPMS;;;111;XRF;103.623136640878;ICPMS;15.1049916942957;ICPMS;;;;;;;;;2.56557575650045;402;XRF;396.67334750905;ICPMS;21.0929050355472;ICPMS;;;41.4681722647166;ICPMS;;;4.47490388985106;16.4062230334883;ICPMS;;;2.91457488956862;ICPMS;;;0.882424332771493;2.00187734207232;0.287278017506758;1.57913326853918;0.302737918714026;0.840949320353642;0.116842858594555;0.784996648002472;0.115329021843336;2.60224253076268;0.934044994603581;ICPMS;;;;;;;;;10.1554871369286;;;;7.45144534354758;ICPMS;;;1.67535528694689;0.512747855709643;;;;;0.70483810423193;;;18.294227;15.576532;;38.491725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. SAS07;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT;;35.304;133.56951;35.304;133.56951;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;63.57;0.419;17.75;;3.85;;;;4.66;1.89;0.069;;1.71;XRF;;;4.1;0.16;;;;;;;2.28;;;;;;;;;;;;67;XRF;64.4394553126652;ICPMS;12.7426551850522;ICPMS;;;;;12.1919584931178;ICPMS;;;;;;;;;;43;XRF;46.5934782803161;ICPMS;724;XRF;755.10675981035;ICPMS;7.60698202764673;ICPMS;;;96;XRF;77.6858723160148;ICPMS;8.85614100068055;ICPMS;;;;;;;;;2.84900280062741;396;XRF;388.658071146335;ICPMS;18.1345236677265;ICPMS;;;34.8480647644998;ICPMS;;;3.73367889285297;13.6279771302869;ICPMS;;;2.39403658166232;ICPMS;;;0.754014524887195;1.73143573673955;0.248560058255993;1.35013770050806;0.262800534267863;0.736148281053168;0.110900010315826;0.721544975185124;0.105100221584758;2.13421300994788;0.611244385181303;ICPMS;;;;;;;;;8.88230693672559;;;;5.97108673342504;ICPMS;;;1.46756371996773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. SAS08;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT;;35.304;133.56951;35.304;133.56951;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;61.46;0.496;18.11;;4.32;;;;4.84;2.28;0.073;;1.67;XRF;;;4.11;0.23;;;;;;;2.75;;;;;;;;;;;;71;XRF;;;;;;;;;;;;;;;;;;;;49;XRF;;;753;XRF;;;;;;;94;XRF;;;;;;;;;;;;;;441;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. SAS09;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT;;35.304;133.56951;35.304;133.56951;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;61.38;0.488;17.49;;4.38;;;;4.72;2.28;0.079;;1.72;XRF;;;4.01;0.22;;;;;;;2.54;;;;;;;;;;;;79;XRF;75.949982162921;ICPMS;14.8252493513291;ICPMS;;;;;16.4557205469744;ICPMS;;;;;;;;;;46;XRF;47.7700630879007;ICPMS;785;XRF;852.371563380901;ICPMS;9.51815873411026;ICPMS;;;118;XRF;105.551875029868;ICPMS;15.1281221193935;ICPMS;;;;;;;;;2.73277761072006;405;XRF;411.724978489422;ICPMS;23.018498747041;ICPMS;;;50.6274523501829;ICPMS;;;4.84216977133522;17.8823063337307;ICPMS;;;3.06904167895405;ICPMS;;;0.887835619660322;2.19693782645055;0.308834861121571;1.69234472850822;0.334248056471668;0.886064929533339;0.131174529558732;0.860748286855975;0.128311049368803;2.65624775340078;0.922600672527264;ICPMS;;;;;;;;;10.0026931427002;;;;7.53345268257334;ICPMS;;;1.71585774284002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. SAS010;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT;;35.304;133.56951;35.304;133.56951;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;62.84;0.434;17.67;;3.84;;;;4.86;2;0.07;;1.79;XRF;;;4.23;0.2;;;;;;;2.01;;;;;;;;;;;;70;XRF;64.1284552556359;ICPMS;12.9759545238459;ICPMS;;;;;13.86048050219;ICPMS;;;;;;;;;;45;XRF;48.0672523683185;ICPMS;799;XRF;838.068879877008;ICPMS;8.28967555637972;ICPMS;;;101;XRF;88.8602352198013;ICPMS;12.1327281150653;ICPMS;;;;;;;;;2.8140498295881;403;XRF;400.009451084755;ICPMS;21.1624836699131;ICPMS;;;40.2593765440961;ICPMS;;;4.29500112495004;15.5917949500134;ICPMS;;;2.68386881537003;ICPMS;;;0.814141520755152;1.92503162135055;0.271388558236363;1.46727848587854;0.282908003896079;0.771059307986854;0.110654729006473;0.70726869019545;0.109818920633227;2.27298968997939;0.773020712883242;ICPMS;;;;;;;;;9.18654708141612;;;;6.525078974245;ICPMS;;;1.5578468352679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. MAK01;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MAKIBARA UNIT;;35.41231;133.47833;35.41231;133.47833;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;63.29;0.41;18.19;;4.11;;;;4.85;1.96;0.074;;1.54;XRF;;;4.28;0.14;;;;;;;1.83;;;;;;;;;;;;54;XRF;50.2936505102907;ICPMS;21.6418789102156;ICPMS;;;;;12.9965619073388;ICPMS;;;;;;;;;;37;XRF;38.9370648783339;ICPMS;708;XRF;677.65859220777;ICPMS;8.21760212367121;ICPMS;;;88;XRF;72.2842829547645;ICPMS;7.2754494164952;ICPMS;;;;;;;;;2.43151365456884;413;XRF;402.67961850678;ICPMS;18.9472433225678;ICPMS;;;33.9136280342345;ICPMS;;;3.96363788546907;14.5579133775778;ICPMS;;;2.41033242833839;ICPMS;;;0.730096913377166;1.78611601486849;0.250297492121928;1.36007731208255;0.27201906931724;0.725199934057768;0.10771917881492;0.686909383600626;0.108962290489263;2.05495470658065;0.536682515234206;ICPMS;;;;;;;;;8.36828725938738;;;;5.28063211940947;ICPMS;;;1.2851615115051;0.512752;;;;;0.704918;;;18.2887;15.5592;;38.434;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. MAK02;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MAKIBARA UNIT;;35.41231;133.47833;35.41231;133.47833;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;62.59;0.425;17.73;;4.21;;;;4.72;2.03;0.074;;1.52;XRF;;;4.24;0.15;;;;;;;1.89;;;;;;;;;;;;56;XRF;;;;;;;;;;;;;;;;;;;;29;XRF;;;693;XRF;;;;;;;84;XRF;;;;;;;;;;;;;;425;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. MAK03;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MAKIBARA UNIT;;35.41231;133.47833;35.41231;133.47833;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;61.98;0.397;16.68;;3.88;;;;4.54;1.93;0.072;;1.56;XRF;;;4.15;0.16;;;;;;;4.3;;;;;;;;;;;;63;XRF;;;;;;;;;;;;;;;;;;;;41;XRF;;;705;XRF;;;;;;;78;XRF;;;;;;;;;;;;;;417;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. MAK04;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MAKIBARA UNIT;;35.41231;133.47833;35.41231;133.47833;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;63.77;0.412;17.89;;4.07;;;;4.81;2.01;0.073;;1.65;XRF;;;4.31;0.17;;;;;;;1.61;;;;;;;;;;;;65;XRF;63.7044107055847;ICPMS;18.9689076783684;ICPMS;;;;;12.8228945975642;ICPMS;;;;;;;;;;39;XRF;40.8407553956543;ICPMS;657;XRF;732.909576997966;ICPMS;7.10414486011089;ICPMS;;;72;XRF;75.9441659140592;ICPMS;7.03210218020755;ICPMS;;;;;;;;;2.6420914505;407;XRF;400.784544305857;ICPMS;15.8632428096473;ICPMS;;;30.5879202326946;ICPMS;;;3.27753843652542;12.1587997405568;ICPMS;;;2.1079512250777;ICPMS;;;0.709689961473212;1.54758756048488;0.216958613518034;1.22799509831008;0.238154590139153;0.640004001046575;0.0940743067917287;0.619171232439362;0.0982955846563166;1.99122517898751;0.490639470737285;ICPMS;;;;;;;;;8.167296512389;;;;5.04882261698931;ICPMS;;;1.36827302574683;0.512746964357161;;;;;0.704931519244626;;;18.306973;15.577338;;38.489738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. MAK05;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MAKIBARA UNIT;;35.41231;133.47833;35.41231;133.47833;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;62.06;0.427;18.66;;4.08;;;;5.23;2.11;0.072;;1.25;XRF;;;4.36;0.16;;;;;;;2.17;;;;;;;;;;;;66;XRF;65.722126709757;ICPMS;20.9874350432889;ICPMS;;;;;13.5711484479692;ICPMS;;;;;;;;;;20;XRF;20.7297297108838;ICPMS;764;XRF;762.651276755263;ICPMS;6.92176898037894;ICPMS;;;86;XRF;84.7192790515693;ICPMS;7.48134823161499;ICPMS;;;;;;;;;1.33569279977061;431;XRF;451.383650585741;ICPMS;17.2079764830855;ICPMS;;;28.9831854649817;ICPMS;;;3.28571467817592;12.0270079936407;ICPMS;;;1.99235670889375;ICPMS;;;0.718918390884869;1.46676419544081;0.20562501682762;1.1618967191078;0.221782475495807;0.618072184485803;0.0948037466164929;0.612411598064118;0.0924330215081221;2.15345694153004;0.526667290748192;ICPMS;;;;;;;;;8.80018019473799;;;;5.44007625372154;ICPMS;;;1.39033970238095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. MKB06;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MAKIBARA UNIT;;35.41231;133.47833;35.41231;133.47833;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;64.64;0.427;17.35;;3.74;;;;4.53;1.96;0.068;;1.56;XRF;;;4.06;0.14;;;;;;;1.85;;;;;;;;;;;;58;XRF;52.9889433366208;ICPMS;18.91770600129;ICPMS;;;;;12.4523080982873;ICPMS;;;;;;;;;;39;XRF;42.3650207924975;ICPMS;618;XRF;701.437098697674;ICPMS;6.80498583292049;ICPMS;;;74;XRF;76.0724955163554;ICPMS;7.01199803544703;ICPMS;;;;;;;;;2.61973180060996;397;XRF;401.911177918548;ICPMS;16.6120149202577;ICPMS;;;31.9383540015007;ICPMS;;;3.3246008494596;12.2563320226948;ICPMS;;;2.09414514235738;ICPMS;;;0.675253572456052;1.51474030381091;0.218138671957131;1.20452895712412;0.231820531351031;0.644016232892322;0.0930803333723157;0.645784320687431;0.0985888504304208;2.03691657827054;0.508163018884252;ICPMS;;;;;;;;;8.23256135117083;;;;5.26003994992923;ICPMS;;;1.47097404507913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. MKB07;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MAKIBARA UNIT;;35.41231;133.47833;35.41231;133.47833;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;64.92;0.406;17.95;;3.74;;;;4.3;1.93;0.069;;1.69;XRF;;;4.05;0.13;;;;;;;1.6;;;;;;;;;;;;65;XRF;60.7115026458977;ICPMS;19.6569107520795;ICPMS;;;;;12.4155235355275;ICPMS;;;;;;;;;;33;XRF;36.1760464507987;ICPMS;643;XRF;688.368372766906;ICPMS;4.77491775789577;ICPMS;;;79;XRF;35.0711994801481;ICPMS;7.22682598873768;ICPMS;;;;;;;;;0.631456996172774;400;XRF;396.309349381282;ICPMS;12.0653959632623;ICPMS;;;19.7648126028727;ICPMS;;;1.98429342728714;7.00101255818275;ICPMS;;;1.27920831919058;ICPMS;;;0.662410398364491;0.966512279457787;0.140996041840273;0.83164716275141;0.171109096669668;0.468885710634384;0.0727208480207389;0.496000946282761;0.0777348283801243;1.37720894008169;0.529678311562219;ICPMS;;;;;;;;;7.34588510218206;;;;4.56021867399554;ICPMS;;;0.801508376359755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. NAW01;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / NAWA UNIT;;35.45969;133.55195;35.45969;133.55195;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;64.53;0.403;18.17;;3.64;;;;4.15;1.71;0.06;;1.75;XRF;;;4.27;0.11;;;;;;;1.7;;;;;;;;;;;;52;XRF;;;;;;;;;;;;;;;;;;;;39;XRF;;;721;XRF;;;;;;;84;XRF;;;;;;;;;;;;;;389;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. NAW02;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / NAWA UNIT;;35.45969;133.55195;35.45969;133.55195;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;63.97;0.403;18.34;;3.61;;;;4.01;1.53;0.059;;1.76;XRF;;;4.28;0.11;;;;;;;1.84;;;;;;;;;;;;56;XRF;;;;;;;;;;;;;;;;;;;;37;XRF;;;706;XRF;;;;;;;80;XRF;;;;;;;;;;;;;;373;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[23535] YAMAMOTO T.(2019)  [GeoReM [12135] ];samp. VAW03;;HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / NAWA UNIT;;35.45969;133.55195;35.45969;133.55195;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;CENOZOIC;;;;WHOLE ROCK;;;;;;;;;;;63.85;0.386;17.68;;3.56;;;;4.27;1.74;0.058;;1.74;XRF;;;4.43;0.12;;;;;;;1.27;;;;;;;;;;;;54;XRF;52.9230442142969;ICPMS;12.2393280497219;ICPMS;;;;;10.6126151623424;ICPMS;;;;;;;;;;36;XRF;37.4372527833006;ICPMS;676;XRF;710.215139977592;ICPMS;5.70851791118884;ICPMS;;;81;XRF;77.8917400223098;ICPMS;5.19813487584304;ICPMS;;;;;;;;;0.490773737254049;381;XRF;377.902973638014;ICPMS;14.2999625780923;ICPMS;;;25.8299973374931;ICPMS;;;2.76618642304129;10.0846334730358;ICPMS;;;1.80542810144483;ICPMS;;;0.676934875085213;1.33605661981732;0.18613119072629;1.0195547360005;0.194292469097301;0.538671078496967;0.0745743743267108;0.501210865881103;0.071401566672971;2.14591669665052;0.381464505242143;ICPMS;;;;;;;;;7.23881386977951;;;;4.28033609792102;ICPMS;;;1.00403971091687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
