Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);RIM / CORE (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);NIO(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);CL(WT%);LOI(WT%);K(WT%);LI(PPM);BE(PPM);B(PPM);P(PPM);AR36(CCMSTP/G);AR40(CCMSTP/G);AR40(MOL/G);K(PPM);SC(PPM);TI(PPM);V(PPM);;;;CR(PPM);;;;MN(PPM);CO(PPM);NI(PPM): altern. values or methods;;;;CU(PPM);ZN(PPM);GA(PPM);GE(PPM);AS(PPM);SE(PPM);BR(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM): altern. values or methods;;;;W(PPM);RE(PPT);OS(PPT);IR(PPB);AU(PPB);TL(PPM);PB(PPM);PB206(PPM);BI(PPM);RA(PPT);TH(PPM): altern. values or methods;;;;U(PPM);ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;RB87_SR86;PB206_PB204;PB207_PB204;PB207_PB206;PB208_PB204;OS187_OS188;RE187_OS188;HF176_HF177;HF176_HF177_INI;EPSILON_HF;EPSILON_HF_INI;LU176_HF177;YB176_HF177;PB206_U238;PB207_U235;PB208_TH232;RA226_TH230_ACT;TH230_TH232_ACT;TH232_U238;U238_TH230_ACT;U238_TH232_ACT;D7LI(PER MIL);D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D29SI(VS NBS28);D30SI(VS NBS28);D41K(VS SRM3141A);D49TI(VS OL-TI);D65CU(VS NBS-976);D66ZN(VS JMC-LYON);D68ZN(VS JMC-LYON);D98_95MO(VS NIST3134);ALBITE(MOL%);ANORTHITE(MOL%);ENSTATITE(MOL%);FERROSILITE(MOL%);ORTHOCLASE(MOL%);WOLLASTONITE(MOL%);AGE(MA): altern. values or methods;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);AGE_PB208_TH232(MA);
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5144-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;3.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.99;;;392;SHRIMP;;;125;;;;;;;;;;;;;;;;;;;;;;;;;;3.24;;;;;;;;;;;;;;;;;;;;;;;;;;;461;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5144-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.8;;;962;SHRIMP;;;8772;;;;;;;;;;;;;;;;;;;;;;;;;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;47.5;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5144-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4.2;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.3;;;41;SHRIMP;;;1063;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;43.8;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5144-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4.3;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.8;;;129;SHRIMP;;;3580;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;49.8;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5144-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;5.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;330;SHRIMP;;;538;;;;;;;;;;;;;;;;;;;;;;;;;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;204.4;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5144-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;6.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.1;;;778;SHRIMP;;;1710;;;;;;;;;;;;;;;;;;;;;;;;;;0.47;;;;;;;;;;;;;;;;;;;;;;;;;;;43.4;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5144-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;6.2;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.5;;;1006;SHRIMP;;;1763;;;;;;;;;;;;;;;;;;;;;;;;;;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;44.4;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5144-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;6.3;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.08;;;318;SHRIMP;;;705;;;;;;;;;;;;;;;;;;;;;;;;;;0.47;;;;;;;;;;;;;;;;;;;;;;;;;;;42.8;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5144-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;7.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.2;;;859;SHRIMP;;;1483;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;219.7;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;1.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.9;;;456;SHRIMP;;;1226;;;;;;;;;;;;;;;;;;;;;;;;;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;;;41.1;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;2.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.74;;;1064;SHRIMP;;;1791;;;;;;;;;;;;;;;;;;;;;;;;;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;40.4;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;3.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.82;;;332;SHRIMP;;;1057;;;;;;;;;;;;;;;;;;;;;;;;;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;;;40.3;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.82;;;260;SHRIMP;;;658;;;;;;;;;;;;;;;;;;;;;;;;;;0.41;;;;;;;;;;;;;;;;;;;;;;;;;;;42.8;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;5.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.53;;;572;SHRIMP;;;1324;;;;;;;;;;;;;;;;;;;;;;;;;;0.45;;;;;;;;;;;;;;;;;;;;;;;;;;;42.3;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;6.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.19;;;223;SHRIMP;;;955;;;;;;;;;;;;;;;;;;;;;;;;;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;40.5;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;7.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.65;;;1196;SHRIMP;;;1469;;;;;;;;;;;;;;;;;;;;;;;;;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;;43.9;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;8.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.55;;;371;SHRIMP;;;1125;;;;;;;;;;;;;;;;;;;;;;;;;;0.34;;;;;;;;;;;;;;;;;;;;;;;;;;;42.9;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;9.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.54;;;437;SHRIMP;;;1267;;;;;;;;;;;;;;;;;;;;;;;;;;0.36;;;;;;;;;;;;;;;;;;;;;;;;;;;43.8;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;10.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.57;;;329;SHRIMP;;;963;;;;;;;;;;;;;;;;;;;;;;;;;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;;;42.9;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;11.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.73;;;706;SHRIMP;;;1505;;;;;;;;;;;;;;;;;;;;;;;;;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;;;43.4;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;12.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.36;;;431;SHRIMP;;;1107;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;42.4;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;13.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.9;;;314;SHRIMP;;;958;;;;;;;;;;;;;;;;;;;;;;;;;;0.34;;;;;;;;;;;;;;;;;;;;;;;;;;;46;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;14.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.48;;;402;SHRIMP;;;1157;;;;;;;;;;;;;;;;;;;;;;;;;;0.36;;;;;;;;;;;;;;;;;;;;;;;;;;;47.9;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. D2390;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;HEIHULING, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;PERALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;15.1;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.87;;;488;SHRIMP;;;1261;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;40.4;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-01A;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.1;AR-AR;;;;;;;
