Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);V2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);NIO(WT%);K2O(WT%);;;;;;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);LOI(WT%);K(WT%);;;;HE(CCMSTP/G);BE(PPM);F(PPM);;;;NE22(CCMSTP/G);S(PPM);CL(PPM);AR36(CCMSTP/G);AR40(MOL/G): altern. values or methods;;;;SC(PPM): altern. values or methods;;;;V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);CO(PPM): altern. values or methods;;;;NI(PPM): altern. values or methods;;;;CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM);GE(PPM);AS(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM);MO(PPM);CD(PPM);SN(PPM);SB(PPM);TE(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM);PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM);W(PPM);RE(PPT): altern. values or methods;;;;AU(PPB);TL(PPM);PB(PPM);BI(PPM);TH(PPM);U(PPM);ND143_ND144;SM147_ND144;SR87_SR86;RB87_SR86;PB206_PB204;PB207_PB204;PB208_PB204;PB208_PB206;HE3_HE4(R/R(A));AR38_AR36;AR40_AR36;KR78_KR84;KR80_KR84;KR82_KR84;KR83_KR84;KR86_KR84;XE124_XE132;XE126_XE132;XE128_XE132;XE129_XE132;XE130_XE132;XE131_XE132;XE134_XE132;XE136_XE132;TH230_TH232_ACT;U238_TH232_ACT;D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D34S(VS CDT);DD(VS VSMOW);ALBITE(MOL%);ANORTHITE(MOL%);FORSTERITE(MOL%);MAGNETITE(MOL%);ORTHOCLASE(MOL%);ULVOSPINEL(MOL%);AGE(KA);AGE(MA);
1997;[8247] PRICE R. C. (1997);samp. F1-101;;AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE;;-37;141.5;-38.5;144.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;52;1.61;14.22;;;;3.1;;7.09;8.64;8.64;0.16;;;0.96;XRF;;;;;;;3.04;0.28;;0.48;0.06;0.07;;;;;;;;;;;;;;;;;;;;;18;ICPMS;;;162;ICPMS;;;355;ICPMS;;;;;;;;186;ICPMS;;;43;ICPMS;;;94;ICPMS;;;20;;;31;ICPMS;;;402;ICPMS;;;19;ICPMS;;;142;ICPMS;;;20;;;;;;0.98;258;ICPMS;;;15.8;ICPMS;;;32.8;4.2;17.9;ICPMS;;;4.48;ICPMS;;;1.5;4.52;0.72;3.8;0.71;1.54;;1.46;0.21;3;;;;;;;;;3.3;;3.1;0.7;;;0.70536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[8247] PRICE R. C. (1997);samp. F1-38;;AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE;;-37;141.5;-38.5;144.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;NOT;;;421;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.70548;0.227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[8247] PRICE R. C. (1997);samp. F1-148;;AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE;;-37;141.5;-38.5;144.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;NOT;;;418;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.70498;0.228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[8247] PRICE R. C. (1997);samp. F1-118;;AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE;;-37;141.5;-38.5;144.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;2280000;2300000;PLEISTOCENE;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;NOT;;;495;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.70494;0.199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;[8829] TAKAHASHI M. (1995);samp. 1;;HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU;MOTEGI HACHIMANYAMA;36.3;140;36.8;140.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;HIGH K2O AND CE/YB;;;MIOCENE;;;;;WHOLE ROCK;;;;;;69.31;0.67;14.28;;;;;5.57;;3.28;0.58;0.15;;;1.77;NOT;;;;;;;4.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.58;NOT;;;;;;;;;;;;;;;;;;21.5;NOT;;;43.04;;23.78;NOT;;;6.86;NOT;;;1.4;6.06;;6.24;;3.63;;3.5;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;[8829] TAKAHASHI M. (1995);samp. 2;;HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU;DAIGO, NANTAISAN;37;140;37;140.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;HIGH K2O AND CE/YB;;;MIOCENE;;;;;WHOLE ROCK;;;;;;65.16;0.69;16.11;;;;;6.02;;5.09;0.83;0.02;;;2.43;NOT;;;;;;;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.06;NOT;;;;;;;;;;;;;;;;;;21.39;NOT;;;45.27;;22.9;NOT;;;6.34;NOT;;;1.28;5.91;;5.79;;3.51;;3.29;0.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;[8829] TAKAHASHI M. (1995);samp. 3;;HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / GINZAN FORMATION;;38;140;40;141.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LOW K2O AND CE/YB;;;MIOCENE;;;;;WHOLE ROCK;;;;;;71.01;0.79;15.22;;;;;2.72;;3.73;0.21;0.07;;;1.41;NOT;;;;;;;4.61;0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.12;NOT;;;;;;;;;;;;;;;;;;18.18;NOT;;;37.07;;25.34;NOT;;;8.48;NOT;;;2.02;7.98;;9.99;;6.11;;5.19;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;[8829] TAKAHASHI M. (1995);samp. 4;;HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / UTSUNO FORMATION;;38;140;40;141;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LOW K2O AND CE/YB;;;MIOCENE;;;;;WHOLE ROCK;;;;;;69.89;1.16;14.06;;;;;4.07;;4.51;0.54;0.17;;;1;NOT;;;;;;;4.2;0.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.79;NOT;;;;;;;;;;;;;;;;;;8.76;NOT;;;21.55;;15.3;NOT;;;5.31;NOT;;;1.7;5.13;;5.96;;3.82;;3.47;0.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;[8829] TAKAHASHI M. (1995);samp. 5;;HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / NAGAO FORMATION;;38;140;40;141.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LOW K2O AND CE/YB;;;MIOCENE;;;;;WHOLE ROCK;;;;;;69.88;1.02;15.1;;;;;3.61;;4.39;0.52;0.09;;;1.09;NOT;;;;;;;4.04;0.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.82;NOT;;;;;;;;;;;;;;;;;;8.21;NOT;;;19.97;;13.05;NOT;;;4.36;NOT;;;1.34;4.28;;4.85;;2.95;;2.83;0.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;[8932] TARDY M.(2001)  [GeoReM [1019] ];samp. SCB95;;NORTH AMERICAN CORDILLERA - MESOZOIC / CANADIAN CORDILLERA / BRITISH COLUMBIA / CACHE CREEK TERRANE - SOWCHEA SUCCESSION;SOUTH OF FORT ST. JAMES, STUART LAKE OUTLETS;54.4;-124;54.6;-124.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;ABSENCE OF PHENOCRYSTS, ABUNDANT CALCITE-FILLED VESICLES;;;PERMIAN;;;;LOW-GRADE METAMORPHISM;WHOLE ROCK;;;;;;39.15;0.4;11.28;;;15.7;;;;14.01;3.56;0.24;;;1.04;XRF;;;;;;;2.45;0.4;;;;;;9.22;;;;;;;;;;;;;;;;;;;;;;;220.35;XRF;;;59.81;XRF;;;;;;;;26.25;XRF;;;;;;;;;;;;;;27.35;ICPMS;;;129.41;ICPMS;;;41.49;ICPMS;;;172.38;ICPMS;;;11.95;;;;;;;1637.11;ICPMS;;;9.08;ICPMS;;;24.8;3.87;19.68;ICPMS;;;6.19;ICPMS;;;2.17;7.9;1.42;9.04;1.92;5.38;0.77;5.05;0.79;5.17;0.93;;;;;;;;0.55;;0.84;0.17;0.513027;0.19017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;[8932] TARDY M.(2001)  [GeoReM [1019] ];samp. PG96-11C;156325;NORTH AMERICAN CORDILLERA - MESOZOIC / CANADIAN CORDILLERA / BRITISH COLUMBIA / CACHE CREEK TERRANE - SOWCHEA SUCCESSION;PINCHI FAULT SYSTEM;54.4;-124;54.6;-124.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;APHYRIC, VESICULAR;;;;TRIASSIC;UPPER;;EXTENSIVELY ALTERED;LOW-GRADE METAMORPHISM, CLINOPYROXENE REPLACED BY ACTINOLITE AND PLAGIOCLASE BY ALBITE, VESICLES FILLED WITH CALCITE, PUMPELLYITE AND CLINOZOISITE;WHOLE ROCK;;;;;;44.37;2.33;16.94;;;14.82;;;;8.41;3.84;0.08;;;1.28;XRF;;;;;;;2.87;0.09;;;;;;4.91;;;;;;;;;;;;;;;;;;;29.5;XRF;;;248.9;XRF;;;245.1;XRF;;;;;;;;186.4;XRF;;;;;;;;;;;;;;22.45;ICPMS;;;238;ICPMS;;;19.76;ICPMS;;;86.91;ICPMS;;;6.94;;;;;;;38.48;ICPMS;;;3.15;ICPMS;;;12.72;1.99;10.62;ICPMS;;;3.38;ICPMS;;;1.19;3.58;0.62;3.81;0.78;2.06;0.33;1.83;0.27;2.61;0.4;;;;;;;;0.27;;0.23;0.24;0.512986;0.19243;0.705583;0.2729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;[9811] ARNORSSON S. (2007);samp. KR90;;ICELAND / ICELAND;HEIDARSPORDUR RIDGE;66.17;-18.88;66.17;-18.88;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;0.39;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;[9811] ARNORSSON S. (2007);samp. KR86;;ICELAND / ICELAND;HEIDARSPORDUR RIDGE;66.17;-18.88;66.17;-18.88;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;0.76;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;[9811] ARNORSSON S. (2007);samp. KR46;;ICELAND / ICELAND;HEIDARSPORDUR RIDGE;66.17;-18.88;66.17;-18.88;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;0.98;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;[11263] BATIZA R. (1978);samp. T-11;166358;MEXICAN BASIN AND RANGE / WESTERN MEXICAN BASIN AND RANGE (GULF EXTENSIONAL  / ISLA TORTUGA;WNW OF NORTHERN GUAYMAS BASIN;28;-110.5;28.3;-111.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;61.6;1.41;14.5;;;;1.23;;6.18;5.12;2.27;0.1;;;1.81;XRF;;;;;;;5.1;0.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;AAS;;;17;AAS;;;;18;AAS;;;13;AAS;;;8;AAS;;;;;;;;;;31;AAS;;;280;AAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;[11263] BATIZA R. (1978);samp. T-81A;166359;MEXICAN BASIN AND RANGE / WESTERN MEXICAN BASIN AND RANGE (GULF EXTENSIONAL  / ISLA TORTUGA;WNW OF NORTHERN GUAYMAS BASIN;28;-110.5;28.3;-111.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;FLOAT;;;;;;;;WHOLE ROCK;;;;;;61.4;1.36;14.6;;;;0.5;;6.74;4.9;2.53;0.13;;;1.73;XRF;;;;;;;4.49;0.3;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;AAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12687] VIDAL-SOLANO J. R. (2008);samp. JR03-1;;MEXICAN BASIN AND RANGE / WESTERN MEXICAN BASIN AND RANGE (GULF EXTENSIONAL  / BAJA CALIFORNIA;CERRO CHAPALA;28;-110;29;-111;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;MIOCENE;MIDDLE;;;;WHOLE ROCK;;;;;;61.41;0.85;13.34;;;;9.97;;2.9;2.22;1;0.11;;;3.48;AAS;;;;;;;3.12;0.22;;1.85;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;136.3;AAS;;;187.4;ICPAES;;;50.6;ICPAES;;;428.6;ICPAES;;;19.43;;;;;;3.99;1116.5;ICPAES;;;42.86;ICPMS;;;96.01;11.42;44.82;ICPMS;;;9.54;ICPMS;;;1.83;8.28;1.37;8.57;1.78;5.1;;4.73;0.78;9.64;1.38;;;;;;;;17.79;;13.45;4.16;0.512654;;0.705414;;19.016;15.63;38.714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12687] VIDAL-SOLANO J. R. (2008);samp. JR04-49;;MEXICAN BASIN AND RANGE / WESTERN MEXICAN BASIN AND RANGE (GULF EXTENSIONAL  / BAJA CALIFORNIA;SIERRA SAN ANTONIO;28;-110;29;-111;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;MIOCENE;MIDDLE;;;;WHOLE ROCK;;;;;;65.96;0.86;13.99;;;4.91;;;;2.77;1.01;0.09;;;4.12;AAS;;;;;;;3.8;0.24;;;;;;2.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134;AAS;;;195;ICPAES;;;55.9;ICPAES;;;445;ICPAES;;;19.71;;;;;;3.66;1059.7;ICPAES;;;42.49;ICPMS;;;92.47;11.34;45.03;ICPMS;;;10;ICPMS;;;1.91;8.73;1.49;8.86;1.83;5.21;;5.03;0.8;10.43;1.34;;;;;;;;17.25;;13.46;4.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;[12687] VIDAL-SOLANO J. R. (2008);samp. JR04-59B;;MEXICAN BASIN AND RANGE / WESTERN MEXICAN BASIN AND RANGE (GULF EXTENSIONAL  / BAJA CALIFORNIA;SIERRA SAN ANTONIO;28;-110;29;-111;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;MIOCENE;MIDDLE;;;;WHOLE ROCK;;;;;;64.7;0.86;13.97;;;5.03;;;;2.78;1.07;0.09;;;3.78;AAS;;;;;;;3.76;0.24;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129.4;AAS;;;211.2;ICPAES;;;46.7;ICPAES;;;430.7;ICPAES;;;15.35;;;;;;3.88;1033;ICPAES;;;41.75;ICPMS;;;88.15;10.88;42.15;ICPMS;;;9.01;ICPMS;;;1.78;8.21;1.31;7.99;1.56;4.56;;4.64;0.72;9.59;1.38;;;;;;;;17;;12.53;3.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;[13136] GRAY C. M. (2009);samp. 87-181;;AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE;WOODSTOCK;-37.7;145.1;-37.7;145.1;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;NEOGENE;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.951;AES;;;;;;;;;;;;;1.628E-12;MS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;
2009;[13136] GRAY C. M. (2009);samp. 87-189;;AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE;RESERVOIR;-37.82;145;-37.82;145;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;NEOGENE;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.801;AES;;;;;;;;;;;;;1.006E-12;MS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.72;
2009;[13136] GRAY C. M. (2009);samp. 87-190;;AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE;SYDENHAM;-37.7;144.77;-37.7;144.77;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;NEOGENE;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.753;AES;;;;;;;;;;;;;3.581E-12;MS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.74;
2009;[13136] GRAY C. M. (2009);samp. 87-212;;AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE;SYDENHAM;-37.7;144.77;-37.7;144.77;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;NEOGENE;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.711;AES;;;;;;;;;;;;;3.22E-12;MS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.61;
2009;[13136] GRAY C. M. (2009);samp. 87-214;;AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE;DARLINGTON;-38;143.2;-38;143.2;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;NEOGENE;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.775;AES;;;;;;;;;;;;;3.118E-12;MS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.32;
1979;[13281] BATIZA R. (1979);samp. TORT81-A;;MEXICAN BASIN AND RANGE / WESTERN MEXICAN BASIN AND RANGE (GULF EXTENSIONAL  / ISLA TORTUGA;WNW OF NORTHERN GUAYMAS BASIN;28;-110.5;28.3;-111.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;GLASSY;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.855E-09;;;2.55E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1926;302.1;0.00627;0.04041;0.2034;0.2024;0.3047;0.00359;0.00333;0.0724;0.9843;0.1516;0.7874;0.3861;0.3246;;;;;;;;;;;;;;;0.18;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-4;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.466;-158.129;21.466;-158.129;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; LAVA";2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;54.85;2.94;15.08;;;;;11.09;;6.65;2.68;0.16;;;1.59;XRF;;;;;;;4.58;1.08;;;;;;1.27;;;;;;;;;;;;;;;;;;;19;XRF;;;194;XRF;;;4;XRF;;;;22;XRF;;;5;XRF;;;11;XRF;;;178;XRF;;;;;;23;XRF;;;574;XRF;;;78;XRF;;;449;XRF;;;41;;;;;;;452;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-26;272758;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.467;-158.151;21.467;-158.151;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;61.63;1.78;16.09;;;;;6.13;;4.09;2.31;0.06;;;2.83;XRF;;;;;;;4.89;0.55;;;;;;2.5;;;;;;;;;;;;;;;;;;;11;XRF;;;115;XRF;;;85;XRF;;;;22;XRF;17;ICPMS;113;XRF;;;28;XRF;;;161;XRF;;;;;;72;XRF;67;ICPMS;497;XRF;518;ICPMS;66;XRF;52;ICPMS;289;XRF;;;54;;;;;;0.8;259;XRF;266;ICPMS;19;ICPMS;;;56;8.2;29;ICPMS;;;8.2;ICPMS;;;2.4;10.8;1.48;8.2;1.26;2.9;0.37;1.7;0.23;6.2;2.7;;;;;;;;;;2.9;1.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
