Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,TYPE OF MATERIAL,MINERAL / COMPONENT,CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,SIO2(WT%),TIO2(WT%),AL2O3(WT%),CR2O3(WT%),V2O3(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),SO3(WT%),LOI(WT%),K(WT%): altern. values or methods,,,,F(PPM),AR40(CCMSTP/G): altern. values or methods,,,,SC(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),SN(PPM),SB(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),HG(PPB),PB(PPM),TH(PPM),U(PPM),ND143_ND144,SM147_ND144,SR87_SR86: altern. values or methods,,,,PB206_PB204,PB207_PB204,PB208_PB204,HF176_HF177,ALBITE(MOL%),ANORTHITE(MOL%),ENSTATITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),MAGNETITE(MOL%),ORTHOCLASE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(KA): altern. values or methods,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,PHENOCRYST,RIM,PRIMARY,33.31,,,,,,,49.99,,0.47,15.66,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,,PRIMARY,33.34,,,,,,,50.41,,0.47,15.05,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,,PRIMARY,33.31,,,,,,,52.59,,0.53,12.87,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,CORE,PRIMARY,30.68,,,,,,,63.54,,0.66,4.45,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,INTERMEDIATE ZONE,PRIMARY,31.07,,,,,,,63.61,,0.61,4.55,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,RIM,PRIMARY,30.98,,,,,,,62.14,,0.7,5.2,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,MICROPHENOCRYST,CORE,PRIMARY,31.6,,,,,,,60.33,,0.54,7.07,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,MICROPHENOCRYST,INTERMEDIATE ZONE,PRIMARY,31.27,,,,,,,59.98,,0.66,7.04,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,MICROPHENOCRYST,RIM,PRIMARY,31.56,,,,,,,60.08,,0.59,7.04,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,,PRIMARY,31.25,,,,,,,60.72,,0.68,6.14,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,,PRIMARY,31.44,,,,,,,61.59,,0.64,5.23,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,,PRIMARY,31.54,,,,,,,60.17,,0.66,6.52,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),PYROXENE,GROUNDMASS,,PRIMARY,42.41,0.47,4.81,,,,,43.78,,0.96,5.45,0.95,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),PYROXENE,GROUNDMASS,CORE,PRIMARY,48.82,0.71,1.87,,,,,23.25,,17.01,6.57,0.62,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),PYROXENE,GROUNDMASS,INTERMEDIATE ZONE,PRIMARY,49.05,0.67,1.94,,,,,23.47,,16.53,6.57,0.59,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),PYROXENE,GROUNDMASS,RIM,PRIMARY,48.83,0.68,1.77,,,,,22.9,,16.92,6.59,0.52,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,PHENOCRYST,CORE,PRIMARY,58.73,,25.69,,,,,,,8.05,,,0.28,,,,0.99,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,PHENOCRYST,INTERMEDIATE ZONE,PRIMARY,58.15,,25.56,,,,,,,8.16,,,0.28,,,,0.96,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,PHENOCRYST,RIM,PRIMARY,59.17,,24.73,,,,,,,7.52,,,0.26,,,,1.16,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,MEGACRYST,RIM,PRIMARY,57.61,,26.11,,,,,,,8.99,,,0.18,,,,0.79,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,MICROPHENOCRYST,CORE,PRIMARY,60.32,,24.56,,,,,,,6.94,,,0.31,,,,1.32,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,MICROPHENOCRYST,INTERMEDIATE ZONE,PRIMARY,59.07,,25.12,,,,,,,7.48,,,0.18,,,,1.18,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,MICROPHENOCRYST,RIM,PRIMARY,61.43,,23.3,,,,,,,6.31,,,0,,,,1.48,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,MICROPHENOCRYST,CORE,PRIMARY,58.06,,25.93,,,,,,,8.6,,,0.23,,,,0.9,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,MICROPHENOCRYST,INTERMEDIATE ZONE,PRIMARY,57.93,,26.16,,,,,,,8.67,,,0.24,,,,0.86,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,MICROPHENOCRYST,RIM,PRIMARY,58.2,,25.78,,,,,,,8.65,,,0,,,,0.85,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,GROUNDMASS,,PRIMARY,59.33,,24.63,,,,,,,7.53,,,0.22,,,,1.13,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,GROUNDMASS,,PRIMARY,63.38,,21.38,,,,,,,3.99,,,0.81,,,,3.35,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,GROUNDMASS,,PRIMARY,64.96,,20.66,,,,,,,2.47,,,1.11,,,,4.68,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,GROUNDMASS,CORE,PRIMARY,59.64,,23.98,,,,,,,6.47,,,0.23,,,,1.44,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,GROUNDMASS,INTERMEDIATE ZONE,PRIMARY,59.54,,23.79,,,,,,,6.43,,,0.32,,,,1.41,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,GROUNDMASS,RIM,PRIMARY,59.13,,24,,,,,,,6.76,,,0.24,,,,1.38,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,PHENOCRYST,CORE,PRIMARY,58.69,,24.01,,,,,,,6.92,,,0.48,,,,1.43,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,PHENOCRYST,INTERMEDIATE ZONE,PRIMARY,58.81,,23.87,,,,,,,6.67,,,0.65,,,,1.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,PHENOCRYST,RIM,PRIMARY,59.52,,23.88,,,,,,,6.31,,,0.78,,,,1.82,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),FELDSPAR,GROUNDMASS,,PRIMARY,59.13,,23.3,,,,,,,6.31,,,0.54,,,,1.68,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),ILMENITE,MEGACRYST,,PRIMARY,0,49.57,0.15,,,,4.82,,41.94,0.04,1.02,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
