"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ERUPTION MONTH","ERUPTION YEAR","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","MINERAL (INCLUSION)","RIM / CORE (INCLUSION)","HOSTMINERAL (INCLUSION)","HEATING","HEATING TEMPERATURE (?C)","SIO2(WT%): altern. values or methods","Unnamed: 39","Unnamed: 40","Unnamed: 41","TIO2(WT%): altern. values or methods","Unnamed: 43","Unnamed: 44","Unnamed: 45","ZRO2(WT%)","AL2O3(WT%): altern. values or methods","Unnamed: 48","Unnamed: 49","Unnamed: 50","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%): altern. values or methods","Unnamed: 58","Unnamed: 59","Unnamed: 60","MGO(WT%): altern. values or methods","Unnamed: 62","Unnamed: 63","Unnamed: 64","MNO(WT%): altern. values or methods","Unnamed: 66","Unnamed: 67","Unnamed: 68","BAO(WT%)","SRO(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%): altern. values or methods","Unnamed: 74","Unnamed: 75","Unnamed: 76","NA2O(WT%): altern. values or methods","Unnamed: 78","Unnamed: 79","Unnamed: 80","P2O5(WT%): altern. values or methods","Unnamed: 82","Unnamed: 83","Unnamed: 84","H2O(WT%): altern. values or methods","Unnamed: 86","Unnamed: 87","Unnamed: 88","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%): altern. values or methods","Unnamed: 93","Unnamed: 94","Unnamed: 95","CL(WT%): altern. values or methods","Unnamed: 97","Unnamed: 98","Unnamed: 99","SO3(WT%)","S(WT%)","LOI(WT%)","FE(WT%)","FES2(WT%)","CA(WT%)","K(WT%)","NA(WT%)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE4(CCMSTP/G)","LI(PPM)","BE(PPM)","B(PPM): altern. values or methods","Unnamed: 114","Unnamed: 115","Unnamed: 116","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","S(PPM)","CL(PPM)","AR36(CCMSTP/G)","AR40(AT/G)","AR40(CCMSTP/G): altern. values or methods","Unnamed: 128","Unnamed: 129","Unnamed: 130","AR40(MOL/G)","AR40(PPM)","AR40(PPB)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM): altern. values or methods","Unnamed: 140","Unnamed: 141","Unnamed: 142","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","BR(PPM)","RB(PPM): altern. values or methods","Unnamed: 154","Unnamed: 155","Unnamed: 156","SR(PPM): altern. values or methods","Unnamed: 158","Unnamed: 159","Unnamed: 160","Y(PPM): altern. values or methods","Unnamed: 162","Unnamed: 163","Unnamed: 164","ZR(PPM): altern. values or methods","Unnamed: 166","Unnamed: 167","Unnamed: 168","NB(PPM): altern. values or methods","Unnamed: 170","Unnamed: 171","Unnamed: 172","MO(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM): altern. values or methods","Unnamed: 178","Unnamed: 179","Unnamed: 180","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM): altern. values or methods","Unnamed: 186","Unnamed: 187","Unnamed: 188","LA(PPM)","CE(PPM): altern. values or methods","Unnamed: 191","Unnamed: 192","Unnamed: 193","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM): altern. values or methods","Unnamed: 209","Unnamed: 210","Unnamed: 211","TL(PPM)","PB(PPM)","PB206(PPM)","PB207(PPM)","PB208(PPM)","BI(PPM)","TH(PPM)","TH232(PPM)","U(PPM)","U238(PPM)","CO2(PPM)","ND143_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB206_PB207","PB206_PB208","PB207_PB204","PB207_PB206","PB208_PB204","PB208_PB206","HF176_HF177","EPSILON_HF_INI","LU176_HF177","HE3_HE4","HE3_HE4(R/R(A))","AR36_AR38","AR36_AR39","AR37_AR39","AR40_AR36","AR40_AR38","AR40_AR39","AR40_K40","PB206_U238","PB207_U235","PB208_TH232","TH230_TH232_ACT","TH232_TH230_ACT","U238_PB206","U238_TH232_ACT","D11B(VS NBS951): altern. values or methods","Unnamed: 253","Unnamed: 254","Unnamed: 255","B11_B10","D18O(VS SMOW)","D18O(VS VSMOW)","DD(VS SMOW)","DD(VS VSMOW)","ALBITE(MOL%)","ALMANDINE(MOL%)","ANORTHITE(MOL%)","ANDRADITE(MOL%)","CELSIAN(MOL%)","ENSTATITE(MOL%)","FORSTERITE(MOL%)","FERROSILITE(MOL%)","GROSSULAR(MOL%)","ORTHOCLASE(MOL%)","PYROPE(MOL%)","SPESSARTINE(MOL%)","ULVOSPINEL(MOL%)","WOLLASTONITE(MOL%)","AGE(KA): altern. values or methods","Unnamed: 276","Unnamed: 277","Unnamed: 278","Unnamed: 279","Unnamed: 280","AGE(MA): altern. values or methods","Unnamed: 282","Unnamed: 283","Unnamed: 284","Unnamed: 285","Unnamed: 286","Unnamed: 287","Unnamed: 288","AGE_PB207_PB206(MA)","AGE_PB207_U235(MA)","AGE_PB206_U238(MA)","AGE_PB208_TH232(MA)","Unnamed: 293"
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 30-01-LNE","480168","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.81176","38.7936","7.81176","38.7936","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","72.1371","EMP (EPMA)","","","0.2955","EMP (EPMA)","","","","7.8919","EMP (EPMA)","","","","","","","6.456","","0.2602","EMP (EPMA)","","","0.0256","EMP (EPMA)","","","0.2898","EMP (EPMA)","","","","","","","4.3855","EMP (EPMA)","","","6.1651","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 30-01-LNE","480168","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.81176","38.7936","7.81176","38.7936","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","72.2374","EMP (EPMA)","","","0.2565","EMP (EPMA)","","","","8.1887","EMP (EPMA)","","","","","","","5.9542","","0.1833","EMP (EPMA)","","","","","","","0.2497","EMP (EPMA)","","","","","","","4.7671","EMP (EPMA)","","","5.9231","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","74.7164","EMP (EPMA)","","","0.1887","EMP (EPMA)","","","","8.825","EMP (EPMA)","","","","","","","6.3687","","0.2206","EMP (EPMA)","","","","","","","0.2814","EMP (EPMA)","","","","","","","4.4634","EMP (EPMA)","","","5.964","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","73.801","EMP (EPMA)","","","0.2241","EMP (EPMA)","","","","8.4508","EMP (EPMA)","","","","","","","6.1247","","0.2245","EMP (EPMA)","","","","","","","0.2774","EMP (EPMA)","","","","","","","4.3573","EMP (EPMA)","","","6.132","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","73.7641","EMP (EPMA)","","","0.2175","EMP (EPMA)","","","","8.3661","EMP (EPMA)","","","","","","","6.3168","","0.2223","EMP (EPMA)","","","","","","","0.284","EMP (EPMA)","","","","","","","4.299","EMP (EPMA)","","","6.112","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","72.259","EMP (EPMA)","","","0.2594","EMP (EPMA)","","","","8.1136","EMP (EPMA)","","","","","","","6.1628","","0.24","EMP (EPMA)","","","","","","","0.2361","EMP (EPMA)","","","","","","","4.2867","EMP (EPMA)","","","5.9164","EMP (EPMA)","","","0.0748","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","73.7425","EMP (EPMA)","","","0.2648","EMP (EPMA)","","","","9.3511","EMP (EPMA)","","","","","","","5.9028","","0.198","EMP (EPMA)","","","","","","","0.2933","EMP (EPMA)","","","","","","","4.2514","EMP (EPMA)","","","6.1909","EMP (EPMA)","","","0.0315","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","74.8837","EMP (EPMA)","","","0.2778","EMP (EPMA)","","","","8.6966","EMP (EPMA)","","","","","","","6.1275","","0.2085","EMP (EPMA)","","","","","","","0.333","EMP (EPMA)","","","","","","","4.2878","EMP (EPMA)","","","6.0297","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","74.1516","EMP (EPMA)","","","0.253","EMP (EPMA)","","","","8.4572","EMP (EPMA)","","","","","","","6.0514","","0.1559","EMP (EPMA)","","","","","","","0.2734","EMP (EPMA)","","","","","","","4.3176","EMP (EPMA)","","","5.9066","EMP (EPMA)","","","0.0304","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","74.5237","EMP (EPMA)","","","0.2594","EMP (EPMA)","","","","8.5397","EMP (EPMA)","","","","","","","6.2803","","0.17","EMP (EPMA)","","","","","","","0.3222","EMP (EPMA)","","","","","","","4.3095","EMP (EPMA)","","","6.1914","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","74.7568","EMP (EPMA)","","","0.2307","EMP (EPMA)","","","","8.4645","EMP (EPMA)","","","","","","","6.1059","","0.2314","EMP (EPMA)","","","","","","","0.2719","EMP (EPMA)","","","","","","","4.3414","EMP (EPMA)","","","5.9426","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","74.3685","EMP (EPMA)","","","0.2448","EMP (EPMA)","","","","8.3019","EMP (EPMA)","","","","","","","6.5965","","0.2149","EMP (EPMA)","","","","","","","0.3042","EMP (EPMA)","","","","","","","4.3898","EMP (EPMA)","","","5.9596","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","74.3052","EMP (EPMA)","","","0.2201","EMP (EPMA)","","","","8.7106","EMP (EPMA)","","","","","","","6.1824","","0.2562","EMP (EPMA)","","","","","","","0.3624","EMP (EPMA)","","","","","","","4.3987","EMP (EPMA)","","","6.0972","EMP (EPMA)","","","0.0349","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","74.3657","EMP (EPMA)","","","0.2358","EMP (EPMA)","","","","8.4044","EMP (EPMA)","","","","","","","6.4384","","0.1877","EMP (EPMA)","","","","","","","0.285","EMP (EPMA)","","","","","","","4.3242","EMP (EPMA)","","","5.8287","EMP (EPMA)","","","0.027","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","74.2262","EMP (EPMA)","","","0.1925","EMP (EPMA)","","","","8.7154","EMP (EPMA)","","","","","","","6.3988","","0.2357","EMP (EPMA)","","","","","","","0.2946","EMP (EPMA)","","","","","","","4.3172","EMP (EPMA)","","","6.4917","EMP (EPMA)","","","0.0332","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","74.7445","EMP (EPMA)","","","0.2518","EMP (EPMA)","","","","8.708","EMP (EPMA)","","","","","","","5.853","","0.2238","EMP (EPMA)","","","","","","","0.3362","EMP (EPMA)","","","","","","","4.522","EMP (EPMA)","","","5.8766","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","72.4343","EMP (EPMA)","","","0.2626","EMP (EPMA)","","","","8.2151","EMP (EPMA)","","","","","","","6.071","","0.2225","EMP (EPMA)","","","","","","","0.2157","EMP (EPMA)","","","","","","","4.4696","EMP (EPMA)","","","5.8857","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 "," [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ]","samp. 01-02-13","480173","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO","","7.77226","38.77032","7.77226","38.77032","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","QUATERNARY","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","GROUNDMASS","","PRIMARY","","","","","","","72.7803","EMP (EPMA)","","","0.2804","EMP (EPMA)","","","","8.1659","EMP (EPMA)","","","","","","","6.1238","","0.2017","EMP (EPMA)","","","","","","","0.2479","EMP (EPMA)","","","","","","","4.4691","EMP (EPMA)","","","5.8042","EMP (EPMA)","","","0.027","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
