"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ERUPTION MONTH","ERUPTION YEAR","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","MINERAL (INCLUSION)","RIM / CORE (INCLUSION)","HOSTMINERAL (INCLUSION)","HEATING","HEATING TEMPERATURE (?C)","SIO2(WT%): altern. values or methods","Unnamed: 39","Unnamed: 40","Unnamed: 41","TIO2(WT%): altern. values or methods","Unnamed: 43","Unnamed: 44","Unnamed: 45","ZRO2(WT%)","AL2O3(WT%): altern. values or methods","Unnamed: 48","Unnamed: 49","Unnamed: 50","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%): altern. values or methods","Unnamed: 58","Unnamed: 59","Unnamed: 60","MGO(WT%): altern. values or methods","Unnamed: 62","Unnamed: 63","Unnamed: 64","MNO(WT%): altern. values or methods","Unnamed: 66","Unnamed: 67","Unnamed: 68","BAO(WT%)","SRO(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%): altern. values or methods","Unnamed: 74","Unnamed: 75","Unnamed: 76","NA2O(WT%): altern. values or methods","Unnamed: 78","Unnamed: 79","Unnamed: 80","P2O5(WT%): altern. values or methods","Unnamed: 82","Unnamed: 83","Unnamed: 84","H2O(WT%): altern. values or methods","Unnamed: 86","Unnamed: 87","Unnamed: 88","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%): altern. values or methods","Unnamed: 93","Unnamed: 94","Unnamed: 95","CL(WT%): altern. values or methods","Unnamed: 97","Unnamed: 98","Unnamed: 99","SO3(WT%)","S(WT%)","LOI(WT%)","FE(WT%)","FES2(WT%)","CA(WT%)","K(WT%)","NA(WT%)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE4(CCMSTP/G)","LI(PPM)","BE(PPM)","B(PPM): altern. values or methods","Unnamed: 114","Unnamed: 115","Unnamed: 116","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","S(PPM)","CL(PPM)","AR36(CCMSTP/G)","AR40(AT/G)","AR40(CCMSTP/G): altern. values or methods","Unnamed: 128","Unnamed: 129","Unnamed: 130","AR40(MOL/G)","AR40(PPM)","AR40(PPB)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM): altern. values or methods","Unnamed: 140","Unnamed: 141","Unnamed: 142","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","BR(PPM)","RB(PPM): altern. values or methods","Unnamed: 154","Unnamed: 155","Unnamed: 156","SR(PPM): altern. values or methods","Unnamed: 158","Unnamed: 159","Unnamed: 160","Y(PPM): altern. values or methods","Unnamed: 162","Unnamed: 163","Unnamed: 164","ZR(PPM): altern. values or methods","Unnamed: 166","Unnamed: 167","Unnamed: 168","NB(PPM): altern. values or methods","Unnamed: 170","Unnamed: 171","Unnamed: 172","MO(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM): altern. values or methods","Unnamed: 178","Unnamed: 179","Unnamed: 180","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM): altern. values or methods","Unnamed: 186","Unnamed: 187","Unnamed: 188","LA(PPM)","CE(PPM): altern. values or methods","Unnamed: 191","Unnamed: 192","Unnamed: 193","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM): altern. values or methods","Unnamed: 209","Unnamed: 210","Unnamed: 211","TL(PPM)","PB(PPM)","PB206(PPM)","PB207(PPM)","PB208(PPM)","BI(PPM)","TH(PPM)","TH232(PPM)","U(PPM)","U238(PPM)","CO2(PPM)","ND143_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB206_PB207","PB206_PB208","PB207_PB204","PB207_PB206","PB208_PB204","PB208_PB206","HF176_HF177","EPSILON_HF_INI","LU176_HF177","HE3_HE4","HE3_HE4(R/R(A))","AR36_AR38","AR36_AR39","AR37_AR39","AR40_AR36","AR40_AR38","AR40_AR39","AR40_K40","PB206_U238","PB207_U235","PB208_TH232","TH230_TH232_ACT","TH232_TH230_ACT","U238_PB206","U238_TH232_ACT","D11B(VS NBS951): altern. values or methods","Unnamed: 253","Unnamed: 254","Unnamed: 255","B11_B10","D18O(VS SMOW)","D18O(VS VSMOW)","DD(VS SMOW)","DD(VS VSMOW)","ALBITE(MOL%)","ALMANDINE(MOL%)","ANORTHITE(MOL%)","ANDRADITE(MOL%)","CELSIAN(MOL%)","ENSTATITE(MOL%)","FORSTERITE(MOL%)","FERROSILITE(MOL%)","GROSSULAR(MOL%)","ORTHOCLASE(MOL%)","PYROPE(MOL%)","SPESSARTINE(MOL%)","ULVOSPINEL(MOL%)","WOLLASTONITE(MOL%)","AGE(KA): altern. values or methods","Unnamed: 276","Unnamed: 277","Unnamed: 278","Unnamed: 279","Unnamed: 280","AGE(MA): altern. values or methods","Unnamed: 282","Unnamed: 283","Unnamed: 284","Unnamed: 285","Unnamed: 286","Unnamed: 287","Unnamed: 288","AGE_PB207_PB206(MA)","AGE_PB207_U235(MA)","AGE_PB206_U238(MA)","AGE_PB208_TH232(MA)","Unnamed: 293"
"1988"," [7478] SIEBE C. (1988)","samp. E.15","","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / PUEBLA / CERRO DERRUMBADAS","LAS DERRUMBADAS TWIN DOMES","19.2","-97.42","19.33","-97.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","70.13","XRF","","","0.15","XRF","","","","14.77","XRF","","","","","2.66","","","","1.75","XRF","","","0.23","XRF","","","0.04","XRF","","","","","","","3.17","XRF","","","4.16","XRF","","","0.07","XRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1988"," [7478] SIEBE C. (1988)","samp. E.18","","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / PUEBLA / CERRO DERRUMBADAS","LAS DERRUMBADAS TWIN DOMES","19.2","-97.42","19.33","-97.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","60.68","XRF","","","0.79","XRF","","","","15.78","XRF","","","","","5.96","","","","5.29","XRF","","","2.49","XRF","","","0.09","XRF","","","","","","","1.97","XRF","","","4.22","XRF","","","0.22","XRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1988"," [7478] SIEBE C. (1988)","samp. E.19","","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / PUEBLA / CERRO DERRUMBADAS","LAS DERRUMBADAS TWIN DOMES","19.2","-97.42","19.33","-97.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","60.31","XRF","","","0.83","XRF","","","","15.76","XRF","","","","","5.95","","","","5.52","XRF","","","2.41","XRF","","","0.09","XRF","","","","","","","1.98","XRF","","","4.05","XRF","","","0.22","XRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005"," [7529] LEWIS-KENEDI C. B. (2005)","samp. TEQ35","","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / TEQUILA","","20.8635","-103.9775","20.8635","-103.9775","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","75.4","NOT","","","0.11","NOT","","","","12.6","NOT","","","","","","","1.34","","0.39","NOT","","","0.06","NOT","","","0.06","NOT","","","","","","","4.66","NOT","","","4.45","NOT","","","0.02","NOT","","","","","","","","","","","","","","","","","","","","1.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228","ICPMS","","","","","","","","","","","","","","","","","","","53","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005"," [7529] LEWIS-KENEDI C. B. (2005)","samp. ETZ7","","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / TEQUILA","","20.7828","-104.0943","20.7828","-104.0943","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","75.8","NOT","","","0.16","NOT","","","","13.1","NOT","","","","","","","1.15","","0.86","NOT","","","0.17","NOT","","","0.04","NOT","","","","","","","4.31","NOT","","","4.2","NOT","","","0.04","NOT","","","","","","","","","","","","","","","","","","","","0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157","ICPMS","","","","","","","","","","","","","","","","","","","911","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005"," [7529] LEWIS-KENEDI C. B. (2005)","samp. TEQ35","","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / TEQUILA","","20.8635","-103.9775","20.8635","-103.9775","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GROUNDMASS","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","612","AR-AR","632","AR-AR","632","AR-AR","","","","","","","","","","","","",""
"2005"," [7529] LEWIS-KENEDI C. B. (2005)","samp. ETZ7","","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / TEQUILA","","20.7828","-104.0943","20.7828","-104.0943","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GROUNDMASS","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2905","AR-AR","3058","AR-AR","","","","","","","","","","","","","","",""
"1974"," [7638] TOLSTIKHIN I. N. (1974)","samp. 15","","KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT","KAMCHATKA","50","155","58","165","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","XENOLITH, OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0E-15","6.0E-9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5E-6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1990"," [8087] WOLDEGABRIEL G. (1990)","samp. BT108","","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT","GURAGHE-MUNESA RIFT FLOOR","8.1583","38.33","8.1583","38.33","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.027","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.181E-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.58","K-AR","","","","","","","","","","",""
"1990"," [8087] WOLDEGABRIEL G. (1990)","samp. BT82","","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT","GURAGHE-MUNESA RIFT FLOOR","7.82","38.7583","7.82","38.7583","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.42","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7E-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04","K-AR","","","","","","","","","","",""
"1990"," [8087] WOLDEGABRIEL G. (1990)","samp. BT87B","","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT","MUNESA-ASELA EASTERN RIFT MARGIN","7.5833","38.9","7.5833","38.9","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.839","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.059E-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.95","K-AR","","","","","","","","","","",""
"1990"," [8087] WOLDEGABRIEL G. (1990)","samp. BT87B","","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT","MUNESA-ASELA EASTERN RIFT MARGIN","7.5833","38.9","7.5833","38.9","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.447","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.22E-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.83","K-AR","","","","","","","","","","",""
"1990"," [8087] WOLDEGABRIEL G. (1990)","samp. ET28","","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT","AWASA EASTERN RIFT MARGIN AND THE ADJACENT RIFT FLOOR","7.1","38.6","7.1","38.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.79E-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.96","K-AR","","","","","","","","","","",""
"1990"," [8087] WOLDEGABRIEL G. (1990)","samp. ET33","","EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT","AWASA EASTERN RIFT MARGIN AND THE ADJACENT RIFT FLOOR","7.1792","38.48","7.1792","38.48","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.464","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5E-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","K-AR","","","","","","","","","","",""
"1972"," [8422] BARBIERI MARIO (1972)","samp. 52","","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / CAMPI FLEGREI (PHLEGRAEAN FIELDS)","CUMA VOLCANO, MONTE DI CUMA","40.8506","13.6008","40.8506","13.6008","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","5.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1972"," [8422] BARBIERI MARIO (1972)","samp. 72","","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / CAMPI FLEGREI (PHLEGRAEAN FIELDS)","VULCANO DELLA MONTAGNA SPACCATA, M. SPACCATA","40.8708","13.6728","40.8708","13.6728","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","7.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1992"," [8892] HOUGHTON B. F. (1992)","samp. MP 103","","NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / MAYOR ISLAND / ROTOEHU ASH","NE LAVA SHIELD","-37.28","176.25","-37.28","176.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.29","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2E-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","K-AR","","","","","","","","","","","","","","","","",""
"1992"," [8892] HOUGHTON B. F. (1992)","samp. MP 286","243308","NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / MAYOR ISLAND / ROTOEHU ASH","WESTERN LAVA SHIELD SEGMENT","-37.28","176.25","-37.28","176.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.38","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.95E-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","K-AR","","","","","","","","","","","","","","","","",""
"1992"," [8892] HOUGHTON B. F. (1992)","samp. MP117","","NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / MAYOR ISLAND / ROTOEHU ASH","WESTERN LAVA SHIELD SEGMENT","-37.28","176.25","-37.28","176.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","QUATERNARY","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.23","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.86E-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","K-AR","","","","","","","","","","","","","","","","",""
"1992"," [8892] HOUGHTON B. F. (1992)","samp. MP 103","","NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / MAYOR ISLAND / ROTOEHU ASH","NE LAVA SHIELD","-37.28","176.25","-37.28","176.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.29","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.96E-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","K-AR","","","","","","","","","","","","","","","","",""
"1992"," [8892] HOUGHTON B. F. (1992)","samp. MP 104","","NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / MAYOR ISLAND / ROTOEHU ASH","NE LAVA SHIELD","-37.28","176.25","-37.28","176.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.29","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.06E-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147","K-AR","","","","","","","","","","","","","","","","",""
"1992"," [8892] HOUGHTON B. F. (1992)","samp. MP 112","","NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / MAYOR ISLAND / ROTOEHU ASH","NE LAVA SHIELD","-37.28","176.25","-37.28","176.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.22","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21E-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","K-AR","","","","","","","","","","","","","","","","",""
