"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","NB2O5(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","K(WT%)","LI(PPM)","BE(PPM)","AR40(CCMSTP/G)","AR40(MOL/G)","AR40(PPB)","SC(PPM)","V(PPM)","CR(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","AG(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM): altern. values or methods","","","","HF(PPM): altern. values or methods","","","","TA(PPM)","W(PPM)","W(PPB)","RE(PPB)","OS(PPB)","PB(PPM)","PB(PPB)","BI(PPM)","TH(PPM)","TH228_ACT(BQ/KG)","TH230_ACT(BQ/KG)","U(PPM): altern. values or methods","","","","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","OS187_OS188","RE187_OS188","HF176_HF177","LU176_HF177","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_PB204","U238_TH232_ACT","D18O(VS SMOW)","ENSTATITE(MOL%)","FAYALITE(MOL%)","FORSTERITE(MOL%)","FERROSILITE(MOL%)","KALSILITE(MOL%)","NEPHELINE(MOL%)","QUARTZ(MOL%)","ULVOSPINEL(MOL%)","WOLLASTONITE(MOL%)","AGE(KA)","AGE(MA): altern. values or methods","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","49.074","1.364","","4.56","0.002","","","","","6.12","","23.405","14.58","0.162","","","","","","0.265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","47.423","1.758","","5.802","0.024","","","","","6.405","","23.086","13.925","0.108","","","","","","0.309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","47.751","1.541","","5.566","0.034","","","","","6.336","","23.248","14.159","0.047","","","","","","0.327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","47.732","1.573","","5.352","0.071","","","","","6.592","","23.271","14.119","0.164","","","","","","0.261","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","43.086","2.831","","9.463","0.005","","","","","8.526","","23.089","11.013","0.131","","","","","","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","41.375","3.565","","10.564","0.002","","","","","9.632","","22.615","9.945","0.186","","","","","","0.367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","42.324","3.135","","9.992","0.028","","","","","9.041","","23.113","10.583","0.091","","","","","","0.332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","58.96","","","25.92","","","","","","0.72","","0.56","0.32","0","1.19","","","","14.36","0.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","NEPHELINE","","","PRIMARY","41.621","","","34.301","","","","","","1.173","","1.029","0.063","0.027","0.091","","","","6.551","15.017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","ANALCIME","","","PRIMARY","56.8806","","","24.388","","","","","","0.3538","","0.0897","0.0123","0.0142","0.0341","","","","0.0485","10.8949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","ANALCIME","","","PRIMARY","51.3318","","","23.8789","","","","","","0.0016","","0.0261","0.0126","0.0016","0.0503","","","","0.1586","13.6842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","ANALCIME","","","PRIMARY","59.53","","","23.78","","","","","","0.273","","0.019","0.018","0","0","","","","0.198","6.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","ANALCIME","","","PRIMARY","55.01","","","23.13","","","","","","0.32","","0.058","0.022","0","0","","","","0.05","8.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","ANALCIME","","","PRIMARY","56.53","","","23.86","","","","","","0.364","","0.065","0.01","0","0","","","","0.055","8.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","NEPHELINE","","","PRIMARY","42","","","33.53","","","","","","0.113","","0.61","0.837","0","0.09","","","","7.23","15.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","NEPHELINE","","","PRIMARY","41.24","","","33.2","","","","","","0.125","","0.802","0.745","0","0.042","","","","6.91","15.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","55.7634","","","23.5926","","","","","","0.34476","","0.52734","0.01122","0","9.3636","","","","7.446","3.0396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","55.08","","","23.8272","","","","","","0.29478","","0.59262","0.01632","0.01938","9.5676","","","","7.446","3.1416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","55.7838","","","22.9296","","","","","","0.33456","","0.55386","0","0.02244","9.027","","","","7.5582","3.0804","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","55.7226","","","22.7664","","","","","","0.3876","","0.4437","0.01326","0","9.384","","","","7.6602","3.0804","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","53.652","","","23.5416","","","","","","0.29682","","0.7191","0.0663","0","10.9854","","","","6.8136","3.0294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","56.2326","","","22.7766","","","","","","0.26316","","0.44982","0.02754","0","9.282","","","","7.497","3.0906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","55.641","","","23.511","","","","","","0.33762","","0.82416","0.02754","0","9.3228","","","","7.1502","3.1518","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","54.0396","","","23.358","","","","","","0.27336","","0.61812","0.01224","0","11.0364","","","","6.9156","2.856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
