"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","NB2O5(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","K(WT%)","LI(PPM)","BE(PPM)","AR40(CCMSTP/G)","AR40(MOL/G)","AR40(PPB)","SC(PPM)","V(PPM)","CR(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","AG(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM): altern. values or methods","","","","HF(PPM): altern. values or methods","","","","TA(PPM)","W(PPM)","W(PPB)","RE(PPB)","OS(PPB)","PB(PPM)","PB(PPB)","BI(PPM)","TH(PPM)","TH228_ACT(BQ/KG)","TH230_ACT(BQ/KG)","U(PPM): altern. values or methods","","","","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","OS187_OS188","RE187_OS188","HF176_HF177","LU176_HF177","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_PB204","U238_TH232_ACT","D18O(VS SMOW)","ENSTATITE(MOL%)","FAYALITE(MOL%)","FORSTERITE(MOL%)","FERROSILITE(MOL%)","KALSILITE(MOL%)","NEPHELINE(MOL%)","QUARTZ(MOL%)","ULVOSPINEL(MOL%)","WOLLASTONITE(MOL%)","AGE(KA)","AGE(MA): altern. values or methods","","","",
"2016"," [20320] CARAN S. (2016)","samp. IK-6","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","WHOLE ROCK","","","","","45.8","0.95","","12.48","0.06","","","7.1","","","","13.97","8.94","0.12","","","","","4.29","2.58","0.99","","","","","","","","","0.23","1.6","","","","","","","","","410.68","","57","","","","","","130.3","ICPMS","","","3989","ICPMS","","","26.1","299.9","37.7","","","","","2948","185.9","337","40.79","149.7","ICPMS","","","21.3","ICPMS","","","5.31","12.54","1.43","5.65","0.81","1.97","0.3","1.73","0.23","ICPMS","","","7.4","ICPMS","","","1.9","","","","","11.8","","","36.6","","","9.8","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IKA1","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","WHOLE ROCK","","","","","44","0.94","","12.1","0.07","","","7.4","","","","13.7","8.52","0.13","","","","","4.06","2.56","0.98","","","","","","","","","","1.8","","","","","","","","","479.12","","62","","","","","","127.5","ICPMS","","","3890","ICPMS","","","25.2","299","36.5","","","","","10000","183.5","347","37.8","137.5","ICPMS","","","20.3","ICPMS","","","5.28","11.95","1.54","5.91","0.92","1.92","0.28","1.71","0.24","ICPMS","","","7.4","ICPMS","","","1.9","","","","","24","","","33.6","","","8.9","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IKA2","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","WHOLE ROCK","","","","","46.2","0.93","","12.1","0.08","","","7.57","","","","13.5","8.78","0.12","","","","","4","2.17","0.96","","","","","","","","","","1.8","","","","","","","","","547.57","","68","","","","","","156.5","ICPMS","","","3890","ICPMS","","","25.4","310","38.1","","","","","3145","190.5","360","39.2","141","ICPMS","","","21.2","ICPMS","","","5.37","12.1","1.58","5.92","0.94","1.95","0.28","1.79","0.26","ICPMS","","","7.8","ICPMS","","","2","","","","","23","","","35","","","9","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IKA3","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","WHOLE ROCK","","","","","45.9","0.95","","12.35","0.07","","","7.72","","","","13.85","9.14","0.12","","","","","4.13","2.62","0.95","","","","","","","","","","1.2","","","","","","","","","479.12","","69","","","","","","136","ICPMS","","","3940","ICPMS","","","26.4","317","38","","","","","3190","194.5","366","39.5","146","ICPMS","","","21.7","ICPMS","","","5.55","11.1","1.59","5.93","0.95","1.96","0.28","1.77","0.25","ICPMS","","","7.8","ICPMS","","","1.9","","","","","21","","","34.9","","","9.1","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IKA4","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","WHOLE ROCK","","","","","45.5","1","","12.15","0.07","","","7.73","","","","14.4","8.87","0.12","","","","","4.23","2.5","1.01","","","","","","","","","","1.5","","","","","","","","","479.12","","74","","","","","","145","ICPMS","","","3920","ICPMS","","","26.2","321","39.3","","","","","3070","197","371","40.1","146","ICPMS","","","21.9","ICPMS","","","5.31","11.75","1.58","5.86","0.92","1.91","0.27","1.76","0.24","ICPMS","","","7.8","ICPMS","","","1.9","","","","","22","","","35.9","","","8.6","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IKA5","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","WHOLE ROCK","","","","","46.1","0.97","","12.55","0.06","","","7.77","","","","14","8.71","0.13","","","","","4.23","2.72","0.92","","","","","","","","","","1.1","","","","","","","","","410.68","","68","","","","","","131.5","ICPMS","","","3910","ICPMS","","","27","316","38.1","","","","","3170","194.5","366","40.2","147.5","ICPMS","","","22.1","ICPMS","","","5.42","12.35","1.62","6.11","0.97","1.97","0.3","1.8","0.26","ICPMS","","","7.8","ICPMS","","","2","","","","","22","","","35.8","","","9.2","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IKA6","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","WHOLE ROCK","","","","","45.6","0.96","","12.5","0.07","","","7.61","","","","14.3","8.84","0.12","","","","","4.18","2.68","0.92","","","","","","","","","","1.3","","","","","","","","","479.12","","68","","","","","","132","ICPMS","","","3930","ICPMS","","","26.4","318","38.7","","","","","3210","194","369","40.1","145","ICPMS","","","21.5","ICPMS","","","5.49","12.4","1.66","6.06","0.98","1.94","0.29","1.8","0.26","ICPMS","","","8","ICPMS","","","2","","","","","24","","","35.7","","","9.2","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IK-3","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","PRIMARY","41.25","0.01","","0.02","0.01","","","","","9.95","","0.22","49.18","0.2","","","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IK-3","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","PRIMARY","41.89","0","","0.04","0.02","","","","","9.43","","0.27","50.33","0.19","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IK-3","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","PRIMARY","40.7","0.03","","0.05","0","","","","","8.77","","0.32","49.58","0.65","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IK-3","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","PRIMARY","40.76","0","","0.01","0.02","","","","","9.4","","0.23","49.55","0.19","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IK-3","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","PRIMARY","40.87","0","","0.01","0.04","","","","","9.35","","0.2","49.7","0.26","","","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IK-3","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","PRIMARY","41.25","0","","0.02","0.01","","","","","9.27","","0.25","50.16","0.24","","","0.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IK-3","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CHROME-SPINEL","","","PRIMARY","","0.68","","12.83","48.12","","","","8.78","","16.94","0.02","11.11","0.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IK-3","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CHROME-SPINEL","","","PRIMARY","","0.66","","11.7","50.32","","","","8.11","","16.59","0.01","11.27","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. IK-3","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CHROME-SPINEL","","","PRIMARY","","0.67","","10.88","51.14","","","","8.82","","14.86","0.03","12.28","0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-1","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","RIM","PRIMARY","46.26","1.47","","6.82","0","","","","","6.49","","24.67","13.45","0.22","","","","","","0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.048","","","11.795","","","","","50.157","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-1","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","RIM","PRIMARY","41.67","2.48","","10.72","0.09","","","","","9.1","","24.12","10.97","0.06","","","","","","0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.254","","","16.776","","","","","50.97","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-2","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","RIM","PRIMARY","46.09","1.61","","6.64","0.03","","","","","7.1","","24.42","13.25","0.07","","","","","","0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.054","","","11.541","","","","","50.405","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-2","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","RIM","PRIMARY","44.27","1.96","","8.4","0","","","","","7.67","","23.86","12.29","0.12","","","","","","0.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.374","","","12.873","","","","","50.753","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-2","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","RIM","PRIMARY","48.25","1.15","","4.95","0","","","","","7.01","","23.92","14.09","0.28","","","","","","0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.835","","","11.561","","","","","48.604","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-1","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","INTERMEDIATE ZONE","PRIMARY","53.01","0.31","","1.78","0","","","","","3.52","","25.63","17.1","0.06","","","","","","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.3","","","5.901","","","","","48.798","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-1","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","INTERMEDIATE ZONE","PRIMARY","52.5","0.45","","1.97","0.08","","","","","3.67","","24.68","16.91","0.11","","","","","","0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.692","","","6.379","","","","","47.929","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-2","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","INTERMEDIATE ZONE","PRIMARY","52.47","0.38","","2.08","0.24","","","","","3.19","","24.41","16.8","0.1","","","","","","0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.423","","","5.099","","","","","48.478","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-2","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","INTERMEDIATE ZONE","PRIMARY","50.71","0.61","","2.47","0","","","","","4.16","","23.66","16.42","0.12","","","","","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.839","","","6.69","","","","","47.471","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-2","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","INTERMEDIATE ZONE","PRIMARY","52.49","0.49","","2.73","0.12","","","","","3.41","","24.26","16.49","0.05","","","","","","0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.983","","","5.397","","","","","48.62","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-1","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","CORE","PRIMARY","47.53","1.49","","5.97","0","","","","","6.44","","24.61","13.94","0.12","","","","","","0.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.034","","","11.438","","","","","49.527","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-1","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","CORE","PRIMARY","42.47","1.57","","9.85","0","","","","","11.88","","23.97","8.9","0.23","","","","","","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.689","","","21.65","","","","","51.661","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-2","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","CORE","PRIMARY","46.38","0.94","","6.35","0","","","","","11.11","","23.79","10.37","0.2","","","","","","0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.67","","","18.762","","","","","50.568","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-2","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","CORE","PRIMARY","45.82","1.81","","6.92","0","","","","","6.99","","23.92","13.26","0.11","","","","","","0.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.511","","","11.561","","","","","49.928","","","","","",
"2016"," [20320] CARAN S. (2016)","samp. KY-2","","ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT","KAYIKÖY, ISPARTA REGION","38","31","38","31","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","PLIOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","CORE","PRIMARY","43.97","1.91","","8.6","0.13","","","","","8.62","","23.92","12.01","0.09","","","","","","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.234","","","14.331","","","","","50.435","","","","","",
