"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","S(WT%)","LOI(WT%)","K(WT%)","LI(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","S(PPM)","CL(PPM)","AR40(AT/G)","AR40(CCMSTP/G)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PB(PPM)","TH(PPM)","U(PPM): altern. values or methods","","","","ND143_ND144","ND143_ND144_INI","SR87_SR86","RB87_SR86","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","AR40_AR39","D18O(VS SMOW)","D18O(VS VSMOW)","ALBITE(MOL%)","ANORTHITE(MOL%)","ENSTATITE(MOL%)","FERROSILITE(MOL%)","ORTHOCLASE(MOL%)","WOLLASTONITE(MOL%)","AGE(MA): altern. values or methods","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. P.258","22533","ICELAND / ICELAND","SKRUDHUR","64.92","-13.67","64.92","-13.67","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, MARGIN OF INTRUSION","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PYROXENE","7","","PRIMARY","48.01","0.91","2.42","","","","2.21","","20.32","19.92","5.07","1.23","","","0.04","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. P.186","17749","ICELAND / ICELAND","BONDOLFUR","65","-14","65","-14","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, MARGIN OF INTRUSION","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PYROXENE","8","","PRIMARY","49.05","0.48","1.61","","","","1.85","","21.4","19.32","4.52","0.98","","","0.14","0.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. G.151","23016","ICELAND / ICELAND / THINGMULI","DIKE","65.03","-14.63","65.03","-14.63","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, GLASSY MARGIN","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","6B","","PRIMARY","30.62","0.59","0.33","","","","2.98","","58.21","0.49","5.34","1.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. P.186","17749","ICELAND / ICELAND","BONDOLFUR","65","-14","65","-14","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, MARGIN OF INTRUSION","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","8B","","PRIMARY","30.21","0.48","","","","","2.57","","59.56","0.39","5.1","2.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. EC20","146398","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","51.72","0.62","1.05","","","","2.4","","7.56","19.84","15.12","1.27","","","0.06","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. EC20","146398","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ORTHOPYROXENE","","","PRIMARY","51.88","0.57","1.46","","","","2.55","","16.8","2.19","22.37","1.88","","","0.08","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. AC12","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","JUDDS NO. 1 DIKE, TORMORE SHORE, ARRAN","55.58","-5.25","55.58","-5.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","50.18","0.36","1.23","","","","1.75","","17.22","19.29","9.3","0.79","","","0.07","0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. AC6","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","BRODICK SCHOOL, ARRAN","55.58","-5.25","55.58","-5.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","48.86","0.54","1.19","","","","1.93","","20.44","18.99","7.05","0.9","","","0.06","0.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. AC6","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","BRODICK SCHOOL, ARRAN","55.58","-5.25","55.58","-5.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","PRIMARY","30.13","0.73","0.14","","","","2.88","","58.9","0.29","5.58","1.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. AC7","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","GLEN SHURIG, ARRAN","55.58","-5.25","55.58","-5.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","PRIMARY","30.96","0.39","0.02","","","","0.18","","61.6","0.31","4.94","1.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. EC20","146398","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","66","0.71","15.1","","","","1.5","","1.2","1.2","0.69","0.11","","","6.2","4.9","0.11","","1.7","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. EC20","146398","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","69.4","0.59","14.3","","","","1.3","","1","0.92","0.41","0.11","","","5.9","4.7","0.1","","1.4","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. AC12","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","JUDDS NO. 1 DIKE, TORMORE SHORE, ARRAN","55.58","-5.25","55.58","-5.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","72.9","0.22","11.6","","","","0.52","","0.89","0.75","0.12","0.04","","","4.4","4","0.02","","4","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. AC12","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","JUDDS NO. 1 DIKE, TORMORE SHORE, ARRAN","55.58","-5.25","55.58","-5.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","74","0.14","11.8","","","","0.39","","0.84","0.62","0.1","0.03","","","4.8","3.9","0.02","","3.6","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. AC6","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","BRODICK SCHOOL, ARRAN","55.58","-5.25","55.58","-5.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","73.1","0.19","11.5","","","","0.49","","0.96","0.77","0.08","0.04","","","4.4","3.6","0.02","","4.1","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. AC6","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","BRODICK SCHOOL, ARRAN","55.58","-5.25","55.58","-5.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","73.5","0.15","11.3","","","","0.32","","0.93","0.58","0.07","0.03","","","4.7","3.8","0.02","","4.3","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. AC7","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","GLEN SHURIG, ARRAN","55.58","-5.25","55.58","-5.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","71.9","0.37","11.7","","","","0.6","","2.1","1.4","0.38","0.07","","","3.5","4","0.05","","3.5","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1960"," [1737] CARMICHAEL I. S. E. (1960)","samp. AC7","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","GLEN SHURIG, ARRAN","55.58","-5.25","55.58","-5.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","73.6","0.18","11.7","","","","0.4","","1.1","0.7","0.14","0.02","","","4.5","4.1","0.03","","3.2","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [1770] TIWARI B. D. (1972)","samp. 1","","DECCAN / NORTHERN DECCAN","AROUND PAVAGARH VILLAGE, PANCH MAHAL DISTRCT, GUJARAT","22.43","73.52","22.52","73.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","VOLCANIC GLASS","","","","","63.36","0.92","11.31","","","","3.85","","2.04","3.78","0.97","0.12","","","5.36","5.2","0.22","2.97","","","","","","","","","10","","","","","","","","","","10","","50","10","","","10","75","75","","60","","","","100","10","","","5","","10","","","50","","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [1770] TIWARI B. D. (1972)","samp. 2","","DECCAN / NORTHERN DECCAN","AROUND PAVAGARH VILLAGE, PANCH MAHAL DISTRCT, GUJARAT","22.43","73.52","22.52","73.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","VOLCANIC GLASS","","","","","63.59","0.93","11.73","","","","2.67","","3.2","3.25","0.85","0.17","","","5.57","5.38","0.24","2.35","","","","","","","","","10","","","","","","","","","","10","","50","10","","","10","50","50","","40","","","","100","","","","5","","10","","","75","","","","","","","","","","","","","","","","","30","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [1770] TIWARI B. D. (1972)","samp. 3","","DECCAN / NORTHERN DECCAN","AROUND PAVAGARH VILLAGE, PANCH MAHAL DISTRCT, GUJARAT","22.43","73.52","22.52","73.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","VOLCANIC GLASS","","","","","68.26","0.43","10.78","","","2.78","","","","2.76","0.32","0.12","","","4.98","5.8","0.21","3.69","","","","","","","","","10","","","","","","","","","","","","30","","","","10","45","50","","45","","","","150","","","","10","","5","","","50","","","","","","","","","","","","","","","","","20","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1972"," [1770] TIWARI B. D. (1972)","samp. 14","","DECCAN / NORTHERN DECCAN","AROUND PAVAGARH VILLAGE, PANCH MAHAL DISTRCT, GUJARAT","22.43","73.52","22.52","73.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PYROXENE","","","PRIMARY","48.58","","4.25","","","","0.43","","","23.8","15.8","","","","","","","","","","","","","","","","50","","","","","","","","","","30","","10","150","","","100","30","125","","10","","","","200","100","","","10","","30","5","","300","5","","","","","","","","","","","","","","","","10","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1962"," [1884] CARMICHAEL I. S. E. (1962)","samp. H.98","23819","ICELAND / ICELAND / THINGMULI","","65.03","-14.63","65.03","-14.63","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, GLASSY TOP OF ACID LAVA","CENOZOIC","","VOLCANIC GLASS","","","","","68.1","0.17","11.7","","","","1","","0.8","2.3","0.13","0.06","","","1.7","3.5","0.02","","6.4","3.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1962"," [1884] CARMICHAEL I. S. E. (1962)","samp. P.408","23822","ICELAND / ICELAND","BERUFJORDUR","64.7","-14.5","64.7","-14.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, GLASSY TOP OF ACID LAVA","CENOZOIC","","VOLCANIC GLASS","","","","","68.3","0.21","11.1","","","","0.8","","1.2","2","0.13","0.04","","","1.9","4","0.03","","6.3","3.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1962"," [1884] CARMICHAEL I. S. E. (1962)","samp. H.49","23820","ICELAND / ICELAND / THINGMULI","","65.03","-14.63","65.03","-14.63","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","VESICULAR","PITCHSTONE, CONE_SHEET","CENOZOIC","","VOLCANIC GLASS","","","","","69.4","0.2","11.2","","","","1","","1.5","1.2","0.24","0.08","","","2.7","4.4","0.05","","5.9","1.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1962"," [1884] CARMICHAEL I. S. E. (1962)","samp. E.663","23825","ICELAND / ICELAND","SKALANES, SEYDISFJORDUR","64.7","-14.5","64.7","-14.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, TOP OF ACID LAVA","CENOZOIC","","VOLCANIC GLASS","","","","","71.9","0.23","11.9","","","","0.8","","1.3","0.89","0.19","0.06","","","2.9","4.6","0.03","","5.1","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1962"," [1884] CARMICHAEL I. S. E. (1962)","samp. P.127","23826","ICELAND / ICELAND","KÖTTUR, FASKRUDSFJORDUR","64.7","-14.5","64.7","-14.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, TOP OF ACID LAVA","CENOZOIC","","VOLCANIC GLASS","","","","","69","0.15","11.8","","","","0.85","","0.59","1.5","0.11","0.04","","","3.3","3.6","0.03","","5.5","3.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1962"," [1884] CARMICHAEL I. S. E. (1962)","samp. G.239","23821","ICELAND / ICELAND / THINGMULI","DIKE","65.03","-14.63","65.03","-14.63","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, ACID DIKE","CENOZOIC","","VOLCANIC GLASS","","","","","72.4","0.18","11.5","","","","0.6","","1.3","0.92","0.11","0.06","","","3.6","4.5","0.03","","4.6","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1962"," [1884] CARMICHAEL I. S. E. (1962)","samp. AC.20","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","JUDDS NO. 2 DIKE, TORMORE SHORE, ARRAN","55.58","-5.25","55.58","-5.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","73.5","0.22","11.4","","","","0.4","","1.2","0.87","0.12","0.04","","","3.8","4","0.03","","4.3","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1962"," [1884] CARMICHAEL I. S. E. (1962)","samp. AC.8","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","NORTH OF DRUMADOON POINT, ARRAN","55.58","-5.25","55.58","-5.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","72.8","0.18","11.1","","","","0.7","","0.81","1.1","0.11","0.03","","","4.4","3.2","0.03","","4.1","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1962"," [1884] CARMICHAEL I. S. E. (1962)","samp. AC.19","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","DUN FIONN, ARRAN","55.18","-7.97","55.18","-7.97","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","73.4","0.18","11.5","","","","0.39","","0.96","0.76","0.1","0.04","","","4.5","3.7","0.03","","4","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1962"," [1884] CARMICHAEL I. S. E. (1962)","samp. AC.5","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","CLUACHLAND SHORE, ARRAN","55.58","-5.25","55.58","-5.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE","CENOZOIC","","VOLCANIC GLASS","","","","","73.5","0.17","11.2","","","","0.6","","0.94","0.75","0.09","0.03","","","4.5","3.7","0.03","","4.6","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1962"," [1884] CARMICHAEL I. S. E. (1962)","samp. EC.13","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN CHROMAIN","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, EASTERNMOST DIKE","CENOZOIC","","VOLCANIC GLASS","","","","","67","0.45","12.2","","","","0.7","","4","1","0.18","0.19","","","2.8","5.3","0.04","","5.7","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1962"," [1884] CARMICHAEL I. S. E. (1962)","samp. EC.10","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","ISLE OF EIGG, SGURR OF EIGG","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, MARGIN OF CLEADALE FELSITE","CENOZOIC","","VOLCANIC GLASS","","","","","72.2","0.31","11.3","","","","0.9","","1.6","0.9","0.22","0.06","","","2.4","4.4","0.05","","4.2","1.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
