"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","SPOT (INCLUSION)","MINERAL (INCLUSION)","HOSTMINERAL (INCLUSION)","HEATING","HEATING TEMPERATURE (?C)","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","ZNO(WT%)","COO(WT%)","K2O(WT%)","NA2O(WT%)","LI2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","CO2(PPB)","C(WT%)","F(WT%)","CL(WT%)","S(WT%)","LOI(WT%)","HE4(CCMSTP/G)","LI(PPM)","N(PPM)","N(PPB)","F(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","S(PPM)","CL(PPM)","AR36(CCMSTP/G)","AR40(CCMSTP/G)","K(PPM)","CA(PPM): altern. values or methods","","","","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM): altern. values or methods","","","","CO(PPM)","NI(PPM): altern. values or methods","","","","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPB)","RH(PPB)","PD(PPB)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM): altern. values or methods","","","","HF(PPM): altern. values or methods","","","","TA(PPM)","W(PPM)","RE(PPB)","OS(PPB)","IR(PPB)","PT(PPB)","AU(PPB)","TL(PPM)","PB(PPM)","TH(PPM)","U(PPM): altern. values or methods","","","","CO2(PPM)","ND143_ND144: altern. values or methods","","","","SM147_ND144: altern. values or methods","","","","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","OS187_OS188","RE187_OS188","HF176_HF177","LU176_HF177","HE3_HE4(R/R(A))","AR40_AR36","TH232_PB204","U238_PB204","D15N(PER MIL)","D18O(PER MIL)","D34S(VS VCDT)","ALBITE(MOL%)","ANORTHITE(MOL%)","ENSTATITE(MOL%)","FORSTERITE(MOL%)","FERROSILITE(MOL%)","ORTHOCLASE(MOL%)","WOLLASTONITE(MOL%)",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.56","","","","","","","15.5","","0.34","43.95","0.23","","","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.5","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","40.07","","0.05","","","","","14.24","","0.38","44.78","0.18","","","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.9","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.86","","","0.07","","","","13.98","","0.29","45.06","0.17","","","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.2","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.78","","0.07","","","","","14.07","","0.33","44.91","0.17","","","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.1","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.8","","","","","","","14.61","","0.34","44.54","0.17","","","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.5","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.99","","","0.08","","","","14.44","","0.37","44.39","0.18","","","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.6","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","40.44","","","","","","","11.51","","0.29","47","0.16","","","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.9","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.99","","0.04","0.08","","","","14.85","","0.33","44.43","0.16","","","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.2","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.75","","0.04","0.09","","","","15.14","","0.39","44.17","0.2","","","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.9","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.86","","","","","","","14.59","","0.32","44.57","0.18","","","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.5","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.98","","0.06","0.07","","","","14.55","","0.34","44.59","0.19","","","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.5","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.99","","0.04","","","","","15.28","","0.31","44.32","0.19","","","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.8","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.73","","","","","","","15.26","","0.32","44","0.22","","","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.7","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","40.09","","0.05","","","","","15.05","","0.31","43.84","0.19","","","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.9","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.6","","0.07","0.12","","","","15.21","","0.38","43.8","0.19","","","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.7","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.57","","","","","","","15.35","","0.36","44.21","0.17","","","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.7","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.97","","","","","","","14.38","","0.36","44.51","0.2","","","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.7","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","38.46","","","","","","","20.84","","0.34","39.27","0.28","","","0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.1","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.75","","0.05","0.07","","","","14.61","","0.34","44.8","0.2","","","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.5","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.82","","","","","","","15.46","","0.35","43.9","0.22","","","0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.5","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.82","","","","","","","15.19","","0.35","44.16","0.22","","","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.8","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.6","","0.05","0.09","","","","14.83","","0.36","44.53","0.19","","","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.3","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8A-03","229613","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","40.04","","0.09","","","","","14.06","","0.35","44.86","0.16","","","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8B-03","229614","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.22","","0.05","","","","","18.69","","0.28","41.6","0.25","","","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.9","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8B-03","229614","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.78","","","","","","","15.3","","0.31","44.49","0.2","","","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.8","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8B-03","229614","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.54","","","","","","","15.01","","0.33","44.41","0.2","","","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.1","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8B-03","229614","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.78","","","","","","","14.19","","0.37","44.83","0.18","","","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.9","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8B-03","229614","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","39.37","","0.05","","","","","17.09","","0.31","42.83","0.22","","","0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.7","","","",
"2010"," [14560] HEINONEN J. S. (2010)","samp. AL/B8B-03","229614","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","BOULDER","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","40.02","","","","","","","14.83","","0.31","44.58","0.19","","","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.3","","","",
