"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","SPOT (INCLUSION)","MINERAL (INCLUSION)","HOSTMINERAL (INCLUSION)","HEATING","HEATING TEMPERATURE (?C)","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","ZNO(WT%)","COO(WT%)","K2O(WT%)","NA2O(WT%)","LI2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","CO2(PPB)","C(WT%)","F(WT%)","CL(WT%)","S(WT%)","LOI(WT%)","HE4(CCMSTP/G)","LI(PPM)","N(PPM)","N(PPB)","F(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","S(PPM)","CL(PPM)","AR36(CCMSTP/G)","AR40(CCMSTP/G)","K(PPM)","CA(PPM): altern. values or methods","","","","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM): altern. values or methods","","","","CO(PPM)","NI(PPM): altern. values or methods","","","","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPB)","RH(PPB)","PD(PPB)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM): altern. values or methods","","","","HF(PPM): altern. values or methods","","","","TA(PPM)","W(PPM)","RE(PPB)","OS(PPB)","IR(PPB)","PT(PPB)","AU(PPB)","TL(PPM)","PB(PPM)","TH(PPM)","U(PPM): altern. values or methods","","","","CO2(PPM)","ND143_ND144: altern. values or methods","","","","SM147_ND144: altern. values or methods","","","","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","OS187_OS188","RE187_OS188","HF176_HF177","LU176_HF177","HE3_HE4(R/R(A))","AR40_AR36","TH232_PB204","U238_PB204","D15N(PER MIL)","D18O(PER MIL)","D34S(VS VCDT)","ALBITE(MOL%)","ANORTHITE(MOL%)","ENSTATITE(MOL%)","FORSTERITE(MOL%)","FERROSILITE(MOL%)","ORTHOCLASE(MOL%)","WOLLASTONITE(MOL%)",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","2OL","","","PRIMARY","","","","","","","40.79525","0.00875","0.05925","0.23825","","","","9.754","","0.25325","48.30925","0.1575","","","0.3795","","","","0.01025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","2SPL","","","PRIMARY","","","","","","","0.136","1.5555","14.834","46.363","","","","21.3515","","0.0025","13.915","0.252","","","0.249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","7OL","","","PRIMARY","","","","","","","40.71825","0.0165","0.07225","0.27475","","","","11.13875","","0.25825","47.9165","0.174","","","0.34375","","","","0.01275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.5","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","7SPL","","","PRIMARY","","","","","","","0.06","1.389","14.6175","45.9295","","","","23.14","","","13.2785","0.2665","","","0.214","","","","0.0105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","13OL","","","PRIMARY","","","","","","","40.28225","0.04025","0.055","0.2605","","","","11.64425","","0.277","46.63475","0.178","","","0.33975","","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.7","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","13SPL","","","PRIMARY","","","","","","","0.082","1.7905","14.6075","43.1045","","","","24.464","","0.009","12.5125","0.2835","","","0.1805","","","","0.001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","14OL","","","PRIMARY","","","","","","","40.6436666666667","0.019","0.0686666666666667","0.254","","","","10.1803333333333","","0.254333333333333","47.9453333333333","0.149666666666667","","","0.342","","","","0.00366666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.4","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","14SPL","","","PRIMARY","","","","","","","0.032","1.603","14.7655","46.3905","","","","21.3675","","","13.7245","0.2315","","","0.2125","","","","0.002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","15OL","","","PRIMARY","","","","","","","40.56225","0.007","0.055","0.37125","","","","11.60625","","0.33175","47.1285","0.163","","","0.32025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.9","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","15SPL","","","PRIMARY","","","","","","","0.072","1.915","15.564","43.1115","","","","24.1755","","0.0015","13.059","0.266","","","0.2365","","","","0.0135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","16.1OL","","","PRIMARY","","","","","","","40.69575","0.0085","0.06175","0.1595","","","","11.3485","","0.25","47.3895","0.15625","","","0.321","","","","0.01175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.2","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","16.1SPL","","","PRIMARY","","","","","","","0.04","1.7385","14.4485","44.601","","","","23.993","","","13.445","0.2805","","","0.2285","","","","0.017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","16.2OL","","","PRIMARY","","","","","","","40.33425","0.0225","0.05075","0.3145","","","","11.267","","0.2595","47.53275","0.16125","","","0.30975","","","","0.00525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","16.2SPL","","","PRIMARY","","","","","","","0.034","1.864","14.512","44.424","","","","23.705","","0.0795","12.849","0.276","","","0.2165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","19OL","","","PRIMARY","","","","","","","39.9123333333333","0.025","0.069","0.341666666666667","","","","11.3236666666667","","0.267666666666667","47.095","0.174","","","0.331333333333333","","","","0.00166666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.1","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","19SPL","","","PRIMARY","","","","","","","0.052","1.424","14.095","46.298","","","","23.35","","0.0095","12.7175","0.307","","","0.2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","21OL","","","PRIMARY","","","","","","","40.46725","0.00875","0.06225","0.29325","","","","11.13325","","0.299","47.69275","0.186","","","0.327","","","","0.0085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.4","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWC","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","21SPL","","","PRIMARY","","","","","","","0.126","1.415","14.7335","45.4575","","","","23.214","","0.0035","12.997","0.2795","","","0.2065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWF","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","1OL","","","PRIMARY","","","","","","","41.51925","0.02425","0.057","0.28575","0.01825","","","11.99925","","0.31375","47.048","0.206","","","0.28625","","","0.0085","0.00775","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.4831036557179","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWF","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","1SP","","","PRIMARY","","","","","","","0.158","1.808","15.319","43.0785","0.1855","","","26.1235","","0.0085","12.641","0.307","","","0.19","","","0.001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWF","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","2OL","","","PRIMARY","","","","","","","41.923","0.013","0.057","0.17525","0.0125","","","10.84175","","0.29","48.07625","0.157","","","0.363","","","0.0065","0.00775","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.7696601462403","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWF","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","2SP","","","PRIMARY","","","","","","","0.157","1.535","15.7655","45.5795","0.169","","","21.5065","","0.006","13.396","0.31","","","0.228","","","0.0025","0.0025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWF","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","4OL","","","PRIMARY","","","","","","","41.655","0.01925","0.0625","0.2115","0.01025","","","11.9025","","0.2965","47.15425","0.21775","","","0.36375","","","0.00775","0.0085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5960149119791","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWF","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","4SP","","","PRIMARY","","","","","","","0.15","1.673","15.773","43.5925","0.195","","","24.444","","0.005","12.847","0.325","","","0.207","","","0.001","0.0005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWF","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","5OL","","","PRIMARY","","","","","","","41.25025","0.01","0.061","0.26925","0.00475","","","11.17975","","0.301","47.66075","0.1625","","","0.36","","","","0.00475","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3710436128949","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWF","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","5SP","","","PRIMARY","","","","","","","0.112","1.702","16.4555","43.8715","0.2495","","","23.5885","","0.0065","13.377","0.322","","","0.2115","","","","0.004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWF","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","6OL","","","PRIMARY","","","","","","","41.058","0.01725","0.04925","0.14875","0.01225","","","12.90425","","0.28625","46.26725","0.20075","","","0.34575","","","","0.001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.4703695482908","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWF","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","6SP","","","PRIMARY","","","","","","","0.245","1.857","16.054","40.151","0.31","","","28.323","","","12.203","0.311","","","0.265","","","0.014","0.018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWF","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","7OL","","","PRIMARY","","","","","","","41.952","0.0085","0.073","0.241","0.00675","","","10.61325","","0.3035","48.41","0.17325","","","0.376","","","0.002","0.00575","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.0479195064801","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWF","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","SPINEL","7SP","","","PRIMARY","","","","","","","0.3975","1.707","16.015","44.3925","0.1625","","","22.237","","0.02","13.7755","0.308","","","0.253","","","0.0085","0.008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2019"," [22711] NAKAMURA Y. (2019)","samp. YZWF","","HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / SETOGAWA BELT","SHIZUOKA","35","138","35","138","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","8.1OL","","","PRIMARY","","","","","","","41.81975","0.0035","0.05125","0.24925","0.009","","","10.8295","","0.28725","48.25175","0.15675","","","0.38675","","","0.0005","0.0045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.8171681027779","","","",
