Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;TYPE OF MATERIAL;MINERAL / COMPONENT;CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);ZRO2(WT%);THO2(WT%);AL2O3(WT%);CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);ND2O3(WT%);SM2O3(WT%);GD2O3(WT%);Y2O3(WT%);V2O3(WT%);V2O5(WT%);NB2O5(WT%);PR2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);CL(WT%);SO2(WT%);SO3(WT%);S(WT%);LOI(WT%);AL(WT%);TI(WT%);FE(WT%);MG(WT%);MN(WT%);CA(WT%);K(WT%);NA(WT%);P(WT%);LI(PPM);BE(PPM);B(PPM);F(PPM);P(PPM);S(PPM);CL(PPM);AR40(AT/G);AR40(CCMSTP/G);AR40(MOL/G);K(PPM);SC(PPM);TI(PPM);V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);CO(PPM): altern. values or methods;;;;NI(PPM): altern. values or methods;;;;CU(PPM);ZN(PPM): altern. values or methods;;;;GA(PPM): altern. values or methods;;;;GE(PPM);AS(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM): altern. values or methods;;;;ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM);W(PPM);W(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;PB(PPB);BI(PPM);PO210_ACT(DPM/G);RA226_ACT(DPM/G);TH(PPM): altern. values or methods;;;;U(PPM);ND143_ND144;ND143_ND144_INI;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;RB87_SR86;PB206_PB204;PB207_PB204;PB207_PB206;PB208_PB204;PB208_PB206;HF176_HF177;LU176_HF177;AR38_AR36;AR40_AR36;PO210_RA226_ACT_INI;TH230_TH232_ACT;TH230_U238_ACT;U238_TH232_ACT;D11B(VS NBS951);D18O(VS VSMOW);D34S(VS CDT);D44_40CA(VS SRM915A);D44_42CA(VS SRM915A);CHROMITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);HERCYNITE(MOL%);JACOBSITE(MOL%);KALSILITE(MOL%);(AL)KALIFELDSPAR(MOL%);LARNITE(MOL%);MG-CHROMITE(MOL%);MAGNESIOFERRITE(MOL%);MAGNETITE(MOL%);NEPHELINE(MOL%);QUARTZ(MOL%);SPINEL(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA);AGE(MA): altern. values or methods;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;MEGACRYST;;PRIMARY;;;;;49.58;1.18;;;5.14;;;;;;;;;;;;;;5.6;;23.16;14.75;0.07;0.04;0;;0.03;EMP (EPMA);;;0.29;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;PHENOCRYST;CORE;PRIMARY;;;;;46.22;1.11;;;7.06;;;;;;;;;;;;;;7.37;;22.92;13.73;0.12;0.09;0;;0;EMP (EPMA);;;0.49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;PHENOCRYST;RIM;PRIMARY;;;;;47.59;1.45;;;6.78;;;;;;;;;;;;;;8.07;;22.98;11.98;0.22;0;0;;0;EMP (EPMA);;;0.53;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;PHENOCRYST;;PRIMARY;;;;;47.59;1.44;;;6.71;;;;;;;;;;;;;;7.66;;23.41;12.52;0.26;0;0;;0;EMP (EPMA);;;0.5;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;PHENOCRYST;;PRIMARY;;;;;47.06;1.42;;;6.88;;;;;;;;;;;;;;7.12;;23.15;13.16;0.09;0;0;;0.03;EMP (EPMA);;;0.31;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;PHENOCRYST;;PRIMARY;;;;;44.98;2.24;;;9.69;;;;;;;;;;;;;;8.22;;22.76;10.76;0.21;0;0;;0.01;EMP (EPMA);;;0.46;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;MINERAL INCLUSION;CLINOPYROXENE;MELT;;42.74;1.84;;;11.23;;;;;;;;;;;;;;10.75;;22.57;9.5;0.26;0;0;;0;EMP (EPMA);;;0.56;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PHLOGOPITE;;;PRIMARY;;;;;36.14;3.97;;;16.28;;;;;;;;;;;;;;11.73;;0.08;18.18;0.16;1.28;0;;8.07;EMP (EPMA);;;0.75;0.01;;;;;;0.06;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;MINERAL INCLUSION;PHLOGOPITE;MELT;;35.73;5.5;;;17.04;;;;;;;;;;;;;;12.44;;0.17;14.05;0.32;2.81;0;;7.99;EMP (EPMA);;;0.66;0.03;;;;;;0.07;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;;;PRIMARY;;;;;47.59;0.03;;;32.77;;;;;;;;;;;;;;0.57;;15.96;0.06;0;0;0.99;;0.16;EMP (EPMA);;;1.83;0.06;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;MINERAL INCLUSION;PLAGIOCLASE;CLINOPYROXENE;;47.45;0.03;;;32.86;;;;;;;;;;;;;;0.69;;16.22;0.05;0.01;0.05;0.94;;0.18;EMP (EPMA);;;1.7;0.07;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);HAUYNE;;;PRIMARY;;;;;34.01;0.03;;;27.62;;;;;;;;;;;;;;0.23;;9.61;0.05;0.01;0;0.25;;2.4;EMP (EPMA);;;10.03;0.07;;;;;;1.42;;12.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;MINERAL INCLUSION;HAUYNE;CLINOPYROXENE;;33.16;0.02;;;26.82;;;;;;;;;;;;;;0.4;;8.71;0.1;0.02;0;0.13;;2.62;EMP (EPMA);;;12.42;0.13;;;;;;1.14;;11.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;MINERAL INCLUSION;ORTHOCLASE;MELT;;63.27;;;;20.98;;;;;;;;;;;;;;0.2;;0.3;0.03;0;0.63;1.87;;13.71;EMP (EPMA);;;0.69;0.13;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ANALCIME;;;PRIMARY;;;;;54.66;;;;28.22;;;;;;;;;;;;;;0.3;;1.12;0;0;0;0;;0.91;EMP (EPMA);;;12.87;0;;;;;;0.02;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;MINERAL INCLUSION;ANALCIME;MELT;;57.69;;;;27.4;;;;;;;;;;;;;;0.72;;0.75;0.02;0;0;0;;2.55;EMP (EPMA);;;8.59;0.02;;;;;;0.03;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;MINERAL INCLUSION;APATITE;CLINOPYROXENE;;1.04;0.04;;;0.01;;;;;;;;;;;;;;0.31;;53.82;0;0.07;0.02;0.75;;0.01;EMP (EPMA);;;0.23;39.53;;;;;;0.64;;0.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;GLASS INCLUSION;;CLINOPYROXENE;TRUE;45.98;1.33;;;13.38;;;;;;;;;;;;;;6.4;;15.61;8.88;0.15;0;0.16;;2.27;EMP (EPMA);;;2.84;0.7;;;;;;0.27;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;GLASS INCLUSION;;CLINOPYROXENE;TRUE;46.9;1.38;;;14.39;;;;;;;;;;;;;;6.9;;14.83;7.26;0.2;0.16;0.17;;2.65;EMP (EPMA);;;2.84;0.49;;;;;;0.26;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;GLASS INCLUSION;;CLINOPYROXENE;TRUE;47.06;1.45;;;14.03;;;;;;;;;;;;;;7.23;;14.67;5.58;0.41;0.15;0.15;;2.19;EMP (EPMA);;;3.11;1.05;;;;;;0.12;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;GLASS INCLUSION;;CLINOPYROXENE;TRUE;48.79;1.08;;;15.91;;;;;;;;;;;;;;5.88;;11.82;5.32;0.21;0.16;0.01;;3.02;EMP (EPMA);;;3.31;0.31;;;;;;0.42;;0.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;GLASS INCLUSION;;CLINOPYROXENE;TRUE;48.59;1.03;;;16.35;;;;;;;;;;;;;;6.02;;9.12;4.87;0.26;0.27;0.12;;4.92;EMP (EPMA);;;3.9;0.38;;;;;;0.57;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;GLASS INCLUSION;;CLINOPYROXENE;TRUE;48.6;1.33;;;16.88;;;;;;;;;;;;;;5.99;;9.04;5.19;0.13;0.24;0.07;;4.8;EMP (EPMA);;;3;0.3;;;;;;0.45;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;GLASS INCLUSION;;CLINOPYROXENE;TRUE;48.21;0.93;;;17.15;;;;;;;;;;;;;;5.21;;9.56;4.76;0.09;0.14;0.11;;4.22;EMP (EPMA);;;3.64;0.34;;;;;;0.39;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25461] PANINA L. I. (2021);samp. 1;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;GAUDINELLO AREA;40.95;15.63;40.95;15.63;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, HAUYNE;;;;;;;;;INCLUSION;;;;;GLASS INCLUSION;;CLINOPYROXENE;TRUE;50.37;1;;;16.07;;;;;;;;;;;;;;5.57;;13.39;5.98;0.2;0;0.23;;2.58;EMP (EPMA);;;3.62;0.19;;;;;;0.16;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
