Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,SPOT (INCLUSION),MINERAL (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),SIO2(WT%),TIO2(WT%),ZRO2(WT%),AL2O3(WT%),CR2O3(WT%),LA2O3(WT%),CE2O3(WT%),ND2O3(WT%),SM2O3(WT%),Y2O3(WT%),V2O3(WT%),NB2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),CUO(WT%),K2O(WT%),NA2O(WT%): altern. values or methods,,,,P2O5(WT%),H2O(WT%): altern. values or methods,,,,H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),SI(WT%),AL(WT%),TI(WT%),FE(WT%),MN(WT%),CA(WT%),Y(WT%),LA(WT%),CE(WT%),K(WT%): altern. values or methods,,,,NA(WT%),HE4(CCMSTP/G),LI(PPM): altern. values or methods,,,,BE(PPM),B(PPM),F(PPM),MG(PPM),AL(PPM),SI(PPM),S(PPM),CL(PPM),AR40(CCMSTP/G),AR40(MOL/G),CA(PPM),SC(PPM),TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,MN(PPM),FE(PPM),CO(PPM),NI(PPM): altern. values or methods,,,,CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),RB(PPM): altern. values or methods,,,,SR(PPM): altern. values or methods,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM),MO(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM): altern. values or methods,,,,I(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),HG(PPM),TL(PPM),PB(PPM): altern. values or methods,,,,BI(PPM),TH(PPM): altern. values or methods,,,,U(PPM): altern. values or methods,,,,ND143_ND144,SM147_ND144,SR87_SR86,SR87_SR86_INI,RB87_SR86,PB206_PB204,PB207_PB204,PB208_PB204,HF176_HF177,TH232_PB204,U235_PB204,U238_PB204,D11B(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D33S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,D34S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,ALBITE(MOL%),ACMITE(MOL%),AEGIRINE(MOL%),ANORTHITE(MOL%),CELSIAN(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),GEIKIELITE(MOL%),HEMATITE(MOL%),ILMENITE(MOL%),LAIHUNITE(MOL%),LARNITE(MOL%),MAGNESIOFERRITE(MOL%),MAGNETITE(MOL%),ORTHOCLASE(MOL%),PYROPHANITE(MOL%),TEPHROITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(KA),AGE(MA),AGE_PB206_U238(MA)
1995, [709] MUNGALL J. E. (1995),samp. 90-182T,,AZORES / TERCEIRA / PICO ALTO,,38.72,-27.22,38.72,-27.22,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,WHOLE ROCK,,,,,,,,,,,,65.86,0.55,,12.12,,,,,,,,,,3.27,,4.32,0.69,0.2,0.33,,,,,,4.72,6.62,XRF,,,0.03,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,XRF,,,0,XRF,,,,,,0,XRF,,,,,39,,,142,XRF,,,7,XRF,,,115,XRF,,,1257,XRF,,,234,,,,,,,,,,,,143,XRF,,,,,,,279,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,NOT,,,16,XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983, [822] WEIS D. (1983),samp. ASC74,,ASCENSION / ASCENSION,,-7.93,-14.37,-7.93,-14.37,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,TIMS_ID,,,,,,,,5.07,TIMS_ID,,,,,,,,19.444,15.548,38.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. 17J,11558,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.42,TIMS_ID,,,291.82,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,TIMS_ID,,,0.52,TIMS_ID,,,,,,,,,,,,,,,,,2.09,TIMS_ID,,,,0.19,TIMS_ID,,,0.07,TIMS_ID,,,0.51293,,0.70319,,,19.83,15.62,39.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. 16J,11559,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.64,TIMS_ID,,,76.82,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,TIMS_ID,,,0.26,TIMS_ID,,,,,,,,,,,,,,,,,0.39,TIMS_ID,,,,0.02,TIMS_ID,,,0.01,TIMS_ID,,,0.51293,,0.70318,,,19.76,15.61,39.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. 79,11560,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.03,TIMS_ID,,,30.4,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04,TIMS_ID,,,0.9,TIMS_ID,,,,,,,,,,,,,,,,,0.74,TIMS_ID,,,,0.03,TIMS_ID,,,0.08,TIMS_ID,,,0.51295,,0.70324,,,19.69,15.6,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. V18,11561,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.96,TIMS_ID,,,11.09,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.44,TIMS_ID,,,2.17,TIMS_ID,,,,,,,,,,,,,,,,,0.47,TIMS_ID,,,,0.05,TIMS_ID,,,0.24,TIMS_ID,,,0.51292,,0.70328,,,19.67,15.57,39.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. Q5,11562,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.55,TIMS_ID,,,10.01,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,TIMS_ID,,,0.59,TIMS_ID,,,,,,,,,,,,,,,,,1.43,TIMS_ID,,,,0.55,TIMS_ID,,,0.29,TIMS_ID,,,0.51291,,0.70317,,,19.67,15.6,39.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. 15G,11563,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.01,TIMS_ID,,,18.68,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. 13G,11564,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,TIMS_ID,,,114.13,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,TIMS_ID,,,0.43,TIMS_ID,,,,,,,,,,,,,,,,,0.41,TIMS_ID,,,,0.15,TIMS_ID,,,0.27,TIMS_ID,,,0.51294,,0.70327,,,19.37,15.6,39.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. V14,11565,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.93,TIMS_ID,,,205.4,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48,TIMS_ID,,,0.95,TIMS_ID,,,,,,,,,,,,,,,,,0.99,TIMS_ID,,,,0.25,TIMS_ID,,,0.05,TIMS_ID,,,0.51291,,0.70332,,,19.52,15.56,39.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. 10D,11566,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,TIMS_ID,,,,2.42,TIMS_ID,,,0.28,TIMS_ID,,,,,,,,19.36,15.58,38.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. 5G,11568,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.05,TIMS_ID,,,26.52,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,TIMS_ID,,,0.11,TIMS_ID,,,,,,,,,,,,,,,,,0.72,TIMS_ID,,,,0.26,TIMS_ID,,,0.02,TIMS_ID,,,0.51289,,0.70339,,,19.57,15.6,39.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. 4G,11569,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.85,TIMS_ID,,,18.38,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,TIMS_ID,,,0.73,TIMS_ID,,,,,,,,,,,,,,,,,0.32,TIMS_ID,,,,0.21,TIMS_ID,,,0.02,TIMS_ID,,,0.51291,,0.70334,,,19.54,15.56,39.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. T1,11570,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42,TIMS_ID,,,0.95,TIMS_ID,,,,,,,,,,,,,,,,,0.51,TIMS_ID,,,,0.56,TIMS_ID,,,0.05,TIMS_ID,,,0.51292,,,,,19.47,15.61,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. 5D,11571,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.94,TIMS_ID,,,24.88,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89,TIMS_ID,,,0.85,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51293,,0.70334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. G2,11572,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ANORTHOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,TIMS_ID,,,61.56,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3,TIMS_ID,,,4.21,TIMS_ID,,,,,,,,,,,,,,,,,0.66,TIMS_ID,,,,0.33,TIMS_ID,,,0.06,TIMS_ID,,,0.51291,,0.70337,,,19.49,15.58,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. X6,,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),PLAGIOCLASE,,PHENOCRYST,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,TIMS_ID,,,1223.55,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81,TIMS_ID,,,0.66,TIMS_ID,,,,,,,,,,,,,,,,,3.55,TIMS_ID,,,,0.41,TIMS_ID,,,5.79,TIMS_ID,,,0.51291,,0.70333,,,19.32,15.6,39.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [901] COUSENS B. L. (1990),samp. 2D,11543,CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,,28,-15.6,28,-15.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,TRACHYTIC; ORIGINALLY REPORTED AS PANTELLERITE,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,XRF,,,710,XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,TIMS_ID,,,,0.84,TIMS_ID,,,2.05,TIMS_ID,,,,,0.70337,,,19.41,15.58,39.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [903] CLARK S. C. L. (1990),samp. GC101,,CANARY ISLANDS / GRAN CANARIA / TEJEDA CALDERA / MOGAN FORMATION,"BETWEEN SAN NICOLAS AND MOGAN, INTRACALDERA STRATIGRAPHIC SECTION 1",28,-15.6,28,-15.6,580,580,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,MIOCENE,,,,WHOLE ROCK,,,,,,,,,,,,66.6,1.07,,13.5,,,,,,,,,,5.58,,,0.43,0.2,0.11,,,,,,4.35,6.17,NOT,,,0.24,,,,,,,0.01,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,NOT,,,30,NOT,,,90,NOT,,,840,NOT,,,140,,,,,,,,,,,,730,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [903] CLARK S. C. L. (1990),samp. GC102,,CANARY ISLANDS / GRAN CANARIA / TEJEDA CALDERA / MOGAN FORMATION,"BETWEEN SAN NICOLAS AND MOGAN, INTRACALDERA STRATIGRAPHIC SECTION 1",28,-15.6,28,-15.6,580,580,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,MIOCENE,,,,WHOLE ROCK,,,,,,,,,,,,65.1,0.76,,16.1,,,,,,,,,,3.55,,,0.43,0.33,0.13,,,,,,3.86,7.26,NOT,,,0.16,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,NOT,,,210,NOT,,,60,NOT,,,660,NOT,,,130,,,,,,,,,,,,1940,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [903] CLARK S. C. L. (1990),samp. GC412,,CANARY ISLANDS / GRAN CANARIA / TEJEDA CALDERA / MOGAN FORMATION,"BETWEEN SAN NICOLAS AND MOGAN, INTRACALDERA STRATIGRAPHIC SECTION 1",28,-15.6,28,-15.6,580,580,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,,ORIGINALLY REPORTED AS PANTELLERITE,,,MIOCENE,,,,WHOLE ROCK,,,,,,,,,,,,69.1,0.99,,13.2,,,,,,,,,,4.62,,0.1,0.26,0.14,0.12,,,,,,3.72,6.17,NOT,,,0.11,,,,,0.8,0.2,0.01,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,NOT,,,50,NOT,,,70,NOT,,,700,NOT,,,130,,,,,,,,,,,,1000,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
