"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2OP(WT%)","H2OM(WT%)","LOI(WT%)","K(WT%)","AR40(CCMSTP/G)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","PB(PPM)","TH(PPM)","U(PPM)","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB207_PB206","HF176_HF177","LU176_HF177","YB176_HF177","PB206_U238","PB207_U235","AGE(MA): altern. values or methods","","","","AGE_PB207_PB206(MA)",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.51217","0.11","0.708843","0.3516","","","","","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@01","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9239","286.51","467.07","","","","","0.05715","","","","0.0704","0.55487","448","PB207_U235  AGE","439","PB206_U238  AGE","497",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@02","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.36945","261.41","425.37","","","","","0.0557","","","","0.07066","0.54281","440","PB207_U235  AGE","440","PB206_U238  AGE","440",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@03","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.36098","220.4","380.83","","","","","0.05576","","","","0.07048","0.54201","440","PB207_U235  AGE","439","PB206_U238  AGE","443",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@04","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.95981","245.25","393.57","","","","","0.05615","","","","0.07085","0.54863","444","PB207_U235  AGE","441","PB206_U238  AGE","458",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@05","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.97806","160.92","295.78","","","","","0.05566","","","","0.07055","0.54152","439","PB207_U235  AGE","439","PB206_U238  AGE","439",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@06","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.28795","191.89","387.98","","","","","0.05561","","","","0.0707","0.54217","440","PB207_U235  AGE","440","PB206_U238  AGE","437",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@07","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.44395","184.71","352.96","","","","","0.05565","","","","0.07067","0.54228","440","PB207_U235  AGE","440","PB206_U238  AGE","438",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@08","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.30873","218.36","364.53","","","","","0.05898","","","","0.07057","0.57398","461","PB207_U235  AGE","440","PB206_U238  AGE","566",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@09","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.32943","240.05","480.27","","","","","0.05634","","","","0.07125","0.55361","447","PB207_U235  AGE","444","PB206_U238  AGE","466",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@10","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.15261","338.08","454.58","","","","","0.05576","","","","0.06902","0.53075","432","PB207_U235  AGE","430","PB206_U238  AGE","443",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@11","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.14509","315.64","567.62","","","","","0.05662","","","","0.06974","0.54454","441","PB207_U235  AGE","435","PB206_U238  AGE","477",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@12","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.89335","313.66","546.04","","","","","0.05675","","","","0.07159","0.5602","452","PB207_U235  AGE","446","PB206_U238  AGE","482",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@13","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.61506","264.57","483.09","","","","","0.05575","","","","0.0708","0.54434","441","PB207_U235  AGE","441","PB206_U238  AGE","442",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@14","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.46765","348.05","489.74","","","","","0.05799","","","","0.06999","0.55968","451","PB207_U235  AGE","436","PB206_U238  AGE","529",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@15","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.67748","280.39","455.49","","","","","0.05663","","","","0.06977","0.54488","442","PB207_U235  AGE","435","PB206_U238  AGE","477",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@16","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1838","220.13","366.7","","","","","0.05574","","","","0.07065","0.54312","440","PB207_U235  AGE","440","PB206_U238  AGE","442",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@17","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.06696","232.9","345.58","","","","","0.05577","","","","0.07071","0.54382","441","PB207_U235  AGE","440","PB206_U238  AGE","443",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@18","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.69858","357.8","543.5","","","","","0.05602","","","","0.07069","0.54611","442","PB207_U235  AGE","440","PB206_U238  AGE","453",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@19","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.96196","265.32","430.75","","","","","0.05611","","","","0.07073","0.54732","443","PB207_U235  AGE","441","PB206_U238  AGE","457",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@20","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.33721","394.13","569.78","","","","","0.05583","","","","0.07064","0.54384","441","PB207_U235  AGE","440","PB206_U238  AGE","446",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@21","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.4548","199.61","344.96","","","","","0.05656","","","","0.07104","0.55404","448","PB207_U235  AGE","442","PB206_U238  AGE","474",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@22","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.2451","193.53","385.37","","","","","0.05635","","","","0.06879","0.53454","435","PB207_U235  AGE","429","PB206_U238  AGE","466",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@23","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.91822","378.34","512.4","","","","","0.05697","","","","0.07025","0.55192","446","PB207_U235  AGE","438","PB206_U238  AGE","490",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@24","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.36881","293.1","499.77","","","","","0.05624","","","","0.0707","0.54835","444","PB207_U235  AGE","440","PB206_U238  AGE","462",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. 12LJ-15","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","ZHABA, CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-15@25","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.33611","285.71","448.97","","","","","0.05649","","","","0.07031","0.54775","444","PB207_U235  AGE","438","PB206_U238  AGE","472",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@01","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.90635","294.12","423.57","","","","","0.06139","","","","0.07183","0.60808","482","PB207_U235  AGE","447","PB206_U238  AGE","653",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@02","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.14348","594.99","532.41","","","","","0.05667","","","","0.07195","0.56227","453","PB207_U235  AGE","448","PB206_U238  AGE","479",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@03","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.08553","108.29","245.87","","","","","0.05749","","","","0.07179","0.56915","457","PB207_U235  AGE","447","PB206_U238  AGE","510",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@04","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.06661","183.15","355.62","","","","","0.05585","","","","0.07184","0.55331","447","PB207_U235  AGE","447","PB206_U238  AGE","446",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@05","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.44479","253.37","386.64","","","","","0.05718","","","","0.0718","0.56615","456","PB207_U235  AGE","447","PB206_U238  AGE","498",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@06","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.19647","337.22","461.73","","","","","0.05641","","","","0.07197","0.55988","451","PB207_U235  AGE","448","PB206_U238  AGE","469",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@07","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.14358","160.74","348.36","","","","","0.05557","","","","0.07165","0.54902","444","PB207_U235  AGE","446","PB206_U238  AGE","435",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@08","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.62977","203.3","372.62","","","","","0.05679","","","","0.07194","0.56336","454","PB207_U235  AGE","448","PB206_U238  AGE","483",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@09","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.38484","139.55","230.35","","","","","0.06722","","","","0.09141","0.84743","623","PB207_U235  AGE","564","PB206_U238  AGE","845",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@10","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.05575","227.96","414.26","","","","","0.0558","","","","0.07192","0.55342","447","PB207_U235  AGE","448","PB206_U238  AGE","444",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@11","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.96128","276.34","457.3","","","","","0.05733","","","","0.072","0.5692","457","PB207_U235  AGE","448","PB206_U238  AGE","504",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@12","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.38003","199.48","370.8","","","","","0.05591","","","","0.07178","0.55344","447","PB207_U235  AGE","447","PB206_U238  AGE","449",
