Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;ERUPTION DAY;ERUPTION MONTH;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);GRAIN SIZE;PRIMARY/SECONDARY;INCLUSION TYPE;SPOT (INCLUSION);MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;HEATING TEMPERATURE (?C);INCLUSION SIZE;SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);V2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);NIO(WT%);K2O(WT%);NA2O(WT%);;;;P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);CL(WT%);SO3(WT%);S(WT%);LOI(WT%);MN(WT%);K(WT%);NI(WT%);HE3(CCMSTP/G);HE4(CCMSTP/G);LI(PPM);BE(PPM);B(PPM);NE20(CCMSTP/G);NE22(CCMSTP/G);S(PPM);CL(PPM);AR36(CCMSTP/G);AR40(AT/G): altern. values or methods;;;;;;AR40(CCMSTP/G);AR40(PPB);SC(PPM): altern. values or methods;;;;;;TI(PPM);V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);CO(PPM): altern. values or methods;;;;;;NI(PPM): altern. values or methods;;;;;;CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM): altern. values or methods;;;;GE(PPM);AS(PPM);KR84(CCMSTP/G);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);RU(PPB);PD(PPB);CD(PPM);IN(PPM);SN(PPM);SB(PPM);XE130(CCMSTP/G);XE132(CCMSTP/G);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM);SM(PPM): altern. values or methods;;;;EU(PPM): altern. values or methods;;;;GD(PPM);TB(PPM): altern. values or methods;;;;DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM): altern. values or methods;;;;LU(PPM);HF(PPM): altern. values or methods;;;;TA(PPM);W(PPM);RE(PPB);RE(PPT);OS(PPB);IR(PPB);PT(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;BI(PPM);RA226(PPT);RA226_ACT(DPM/G);TH(PPM): altern. values or methods;;;;U(PPM): altern. values or methods;;;;ND143_ND144;SR87_SR86;PB206_PB204;PB207_PB204;PB208_PB204;OS187_OS188;HE3_HE4;HE3_HE4(R/R(A));HE4_HE3;AR38_AR36;AR40_AR36;NE20_NE22;NE21_NE22;PB210_RA226;RA226_TH230;RA228_TH232;TH230_TH232_ACT;TH230_U238_ACT;U238_TH232_ACT;D18O(VS SMOW);ALBITE(MOL%);ANORTHITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);ORTHOCLASE(MOL%);WOLLASTONITE(MOL%);AGE(KA): altern. values or methods;;;;;;AGE(MA);
1973;[1258] HEDGE C. E. (1973);samp. RN22-1;;MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DES NEIGES / OCEANITE SERIES;RIVIERE ST. DENIS CANYON;-21;55.85;-21;55.85;;;ROCK CORE;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;2000000;2000000;PLEISTOCENE;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;XRF;;;373;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1975;[1262] ZIELINSKI R. A. (1975);samp. RE331;8816;MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DES NEIGES / SHIELD STAGE / OCEANITE SERIES;MOUTH OF RIVIERE DES GALETS, HIGHEST FLOW, 6 KM FROM MOUTH;-21.23;55.4;-21.23;55.4;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;DNAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 4;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;SLIGHTLY ALTERED;;WHOLE ROCK;;;;;;;;;;;;;;42;4.23;12.5;;;;14.33;;;11.13;9.59;0.19;;0.93;2.47;NOT;;;;1.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 4;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;SLIGHTLY ALTERED;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;1;;;;SECONDARY;;;;;;;;36.68;0.18;0.42;;;;;;18.51;0.19;25.55;0;;0.78;0;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 4;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;SLIGHTLY ALTERED;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;2;;;;SECONDARY;;;;;;;;38.72;0;4.88;;;;;;12.57;0.16;26.15;0;;2.71;0.28;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 4;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;SLIGHTLY ALTERED;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;3;;;;SECONDARY;;;;;;;;49.24;0;0;;;;;;15.61;0.51;19.95;0;;0.17;0;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 4;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;SLIGHTLY ALTERED;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;4;;;;SECONDARY;;;;;;;;48.38;0;0;;;;;;15.82;0.34;19.72;0;;0.24;0;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 7;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;EXTENSIVELY ALTERED;HYDROTHERMAL;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;1;;;;SECONDARY;;;;;;;;41.98;0.04;2.35;;;;;;17.86;1.04;11.43;0;;0.48;0;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 7;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;EXTENSIVELY ALTERED;HYDROTHERMAL;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;2;;;;SECONDARY;;;;;;;;41;0.16;1.45;;;;;;19.41;1.01;9.94;0;;0.53;0;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 7;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;EXTENSIVELY ALTERED;HYDROTHERMAL;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;3;;;;SECONDARY;;;;;;;;48.29;0;0;;;;;;10.41;0.68;18.72;0.03;;0.09;0;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 7;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;EXTENSIVELY ALTERED;HYDROTHERMAL;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;4;;;;SECONDARY;;;;;;;;45.65;0.09;0;;;;;;11.58;1.32;16.27;0.07;;0.19;0;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 7;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;EXTENSIVELY ALTERED;HYDROTHERMAL;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;5;;;;SECONDARY;;;;;;;;41.91;0.2;3.36;;;;;;15.86;1.12;8.73;0.12;;0.36;0;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 7;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;EXTENSIVELY ALTERED;HYDROTHERMAL;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;6;;;;SECONDARY;;;;;;;;47.32;0.09;5.88;;;;;;17.49;1.02;12.04;0;;0.38;0.1;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 7;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;EXTENSIVELY ALTERED;HYDROTHERMAL;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;7;;;;SECONDARY;;;;;;;;43.75;0.25;5.22;;;;;;17.51;1.27;12.41;0;;0.29;0.61;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 9;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;VEINED AND BRECCIATED;;;;;;;EXTENSIVELY ALTERED;HYDROTHERMAL;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;1;;;;SECONDARY;;;;;;;;52.31;0.18;9.56;;;;;;15.16;2.08;4.66;0.18;;0.82;0.74;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 9;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;VEINED AND BRECCIATED;;;;;;;EXTENSIVELY ALTERED;HYDROTHERMAL;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;2;;;;SECONDARY;;;;;;;;59.65;0;6.12;;;;;;7.14;2.2;3.69;0;;0.51;0.54;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 9;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;VEINED AND BRECCIATED;;;;;;;EXTENSIVELY ALTERED;HYDROTHERMAL;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;3;;;;SECONDARY;;;;;;;;60.83;0;6.34;;;;;;6.97;1.1;2.55;0;;0.82;0.61;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;[1271] DUDOIGNON P. (1989);samp. 9;;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;VIVIANE DRILL HOLE, RIFT ZONE;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;VEINED AND BRECCIATED;;;;;;;EXTENSIVELY ALTERED;HYDROTHERMAL;MINERAL / COMPONENT (INCL. GROUNDMASS);CLAY MINERAL;4;;;;SECONDARY;;;;;;;;58.21;0;6.45;;;;;;9.41;1.22;4.93;0.09;;0.21;0.21;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1973;[1279] FLOWER M. F. J. (1973);samp. AJ-27;10089;COMOROS / ANJOUAN (NZWANI) / SHIELD STAGE;STREAM SECTION AT VASSI, SOUTH OF SIMA PENINSULA;-12.15;44.3;-12.15;44.3;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;46.59;2.51;10.52;;;;4.36;;8.24;10.39;13.41;0.18;;0.72;1.77;WET;;;0.36;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;[1298] CLAUDE-IVANAJ C.(1998)  [GeoReM [2805] ];samp. 85KA36;;COMOROS / GRANDE COMORE (NJAZIDJA) / MOUNT KARTHALA / K1 AND 2 UNITS;;-11.35;43.2;-11.35;43.2;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;HOLOCENE;;;1850;;;WHOLE ROCK;;;;;;;;;;;;;;45.76;1.93;11.84;;;12.3;;;;11.86;12.33;0.16;;0.95;2.45;NOT;;;0.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.3;NOT;;;;;;;;;;765;NOT;;;;54.6;NOT;;;;;332;NOT;;;;;;;;;;;;;;;;;;;;23;NOT;;;406;TIMS_ID;;;;;;;158;NOT;;;32;NOT;;;;;;;;;;;;;298;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.528;;3.01;TIMS_ID;;;0.78;TIMS_ID;;;;0.70343;;;;;;;;;;;;;;;1.056;1.342;0.7864;;;;;;;;;;;;;;;;;
1998;[1298] CLAUDE-IVANAJ C.(1998)  [GeoReM [2805] ];samp. 85KA37;;COMOROS / GRANDE COMORE (NJAZIDJA) / MOUNT KARTHALA / K1 AND 2 UNITS;;-11.35;43.2;-11.35;43.2;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;HOLOCENE;;;1977;;;WHOLE ROCK;;;;;;;;;;;;;;45.62;1.86;10.65;;;12.93;;;;9.86;15.52;0.18;;0.96;2.35;NOT;;;0.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.9;NOT;;;;;;;;;;1024;NOT;;;;64.2;NOT;;;;;484;NOT;;;;;;;;;;;;;;;;;;;;22;NOT;;;416;TIMS_ID;;;;;;;147;NOT;;;33;NOT;;;;;;;;;;;;;271.3;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.524;;3.09;TIMS_ID;;;0.79;TIMS_ID;;;;0.70393;;;;;;;;;;;;;;;1.097;1.414;0.775;;;;;;;;;;;;;;;;;
1973;[1307] FLOWER M. F. J. (1973);samp. AJ-27;10089;COMOROS / ANJOUAN (NZWANI) / SHIELD STAGE;STREAM SECTION AT VASSI, SOUTH OF SIMA PENINSULA;-12.15;44.3;-12.15;44.3;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;8.24;;;13.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;543;XRF;;;;;;;;;;433;XRF;;;;;;;;;88;XRF;;;;;;;;;;12;XRF;;;325;XRF;;;29;XRF;;;152;XRF;;;;;;;;;;;;;;;;;255;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1936;[1319] LACROIX A. (1936);samp. C;;MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE;;-21.24;55.73;-21.24;55.73;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;;;;;PRIMARY;;;;;;;;40.2;0.27;0.08;;;;7.98;;8.13;0.23;42.61;;;;;;;;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1936;[1319] LACROIX A. (1936);samp. 2;;MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE;;-21.24;55.73;-21.24;55.73;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;;;;;PRIMARY;;;;;;;;38.9;;0.2;;;;;;15.83;0.06;44.02;0.13;0.17;;;;;;;;0.17;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1936;[1319] LACROIX A. (1936);samp. 42;;MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE;RAVINE GLISSANTE;-21.23;55.6;-21.23;55.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;OCEANITE;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;39.84;1.3;7.81;;;;2.68;;11.54;5.38;29.37;0.12;;0.28;1.18;NOT;;;0.11;;0.3;0.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
