Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);GRAIN SIZE;PRIMARY/SECONDARY;INCLUSION TYPE;SPOT (INCLUSION);MINERAL (INCLUSION);RIM / CORE (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;HEATING TEMPERATURE (?C);SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);V2O3(WT%);V2O5(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);COO(WT%);K2O(WT%);;;;NA2O(WT%);;;;P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);CL(WT%);CL2(WT%);SO3(WT%);S(WT%);LOI(WT%);O(WT%);SI(WT%);AL(WT%);TI(WT%);FE(WT%);MG(WT%);MN(WT%);CA(WT%);K(WT%): altern. values or methods;;;;NA(WT%);CR(WT%);NI(WT%);HE(CCMSTP/G);HE3(CCMSTP/G);HE4(CCMSTP/G): altern. values or methods;;;;LI(PPM);BE(PPM);B(PPM);F(PPM);NE20(CCMSTP/G);NE22(CCMSTP/G);P(PPM);S(PPM);CL(PPM);AR36(CCMSTP/G);AR40(CCMSTP/G);AR40(MOL/G): altern. values or methods;;;;AR40(PPB);K(PPM);SC(PPM): altern. values or methods;;;;;;TI(PPM);V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);FE(PPM);CO(PPM): altern. values or methods;;;;;;NI(PPM): altern. values or methods;;;;;;CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM): altern. values or methods;;;;GE(PPM);AS(PPM);KR84(CCMSTP/G);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);RU(PPB);RH(PPB);PD(PPB);IN(PPM);SN(PPM);SB(PPM);XE132(CCMSTP/G);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM): altern. values or methods;;;;ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM): altern. values or methods;;;;GD(PPM);TB(PPM): altern. values or methods;;;;DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM): altern. values or methods;;;;LU(PPM);HF(PPM): altern. values or methods;;;;TA(PPM);W(PPM);RE(PPB): altern. values or methods;;;;RE(PPT);OS(PPB): altern. values or methods;;;;OS(PPT);IR(PPB);PT(PPB);AU(PPB);HG(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;PB210_ACT(DPM/G);TH(PPM): altern. values or methods;;;;TH(PPB);U(PPM): altern. values or methods;;;;U(PPB);CO2(PPM);H2O(PPM);ND143_ND144;ND148_ND144;SM147_ND144;SR87_SR86;RB87_SR86;PB206_PB204: altern. values or methods;;;;PB206_PB207;PB206_PB208;PB207_PB204: altern. values or methods;;;;PB207_PB206;PB208_PB204: altern. values or methods;;;;PB208_PB206;OS187_OS186;OS187_OS188: altern. values or methods;;;;RE187_OS188: altern. values or methods;;;;HF176_HF177;HE3_HE4;HE3_HE4(R/R(A)): altern. values or methods;;;;HE4_HE3: altern. values or methods;;;;;;HE4_HE3(R/R(A)): altern. values or methods;;;;AR38_AR36;AR40_AR36;NE20_NE22;NE21_NE22;XE129_XE132;PB206_U238;PB207_U235;PB210_U238;TH232_U238;U238_PB204;D13C(VS SMOW);D17O(VS VSMOW);D18O(PER MIL);D18O(VS PDB);D18O(VS SMOW);D18O(VS VSMOW);D34S(VS CDT);D44_40CA(VS SRM915A);D56FE(VS IRMM-014);DD(VS SMOW);ALBITE(MOL%);ACMITE(MOL%);ANORTHITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);HEMATITE(MOL%);LARNITE(MOL%);ORTHOCLASE(MOL%);PSEUDOBROOKITE(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA);AGE(MA): altern. values or methods;;;;;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);
2015;[19759] KAMENETSKY V. S. (2015);samp. PE-1466;;URALS / NORTH URALS / MAIN URAL FAULT ZONE;30 KM NW OF UCHALY;54.3;59.5;54.3;59.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;;;DEVONIAN;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CHROME-SPINEL;;PHENOCRYST;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;78;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;ICPMS_LA;;;;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA01;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;WHOLE ROCK;;;;;;;;;;;;;;43.48;2.43;10.94;;;;;;13.07;;12.33;13.03;0.17;;;;;;0.77;XRF;;;1.79;XRF;;;0.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA01;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);GROUNDMASS;;;;;PRIMARY;;;;;;;;43.34;2.95;13.38;;;;;;13.23;;11.94;8.86;0.18;;;;;;1.08;XRF;;;2.54;XRF;;;0.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA02;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;WHOLE ROCK;;;;;;;;;;;;;;42.65;2.45;11;;;;;;13.22;;12.14;12.8;0.17;;;;;;0.78;XRF;;;1.86;XRF;;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA02;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);GROUNDMASS;;;;;PRIMARY;;;;;;;;42.64;2.81;12.79;;;;;;13.48;;11.74;10.05;0.18;;;;;;0.99;XRF;;;2.22;XRF;;;0.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA01;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;7;;;;PRIMARY;;;;;;;;37.9;0.03;;;;;;;21.99;;0.22;40.74;0.27;;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.8;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA01;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;81-08;;;;PRIMARY;;;;;;;;37.8;0.03;;;;;;;22.18;;0.21;40.18;0.32;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.3;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA01;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;9;;;;PRIMARY;;;;;;;;37.9;0.03;;;;;;;20.95;;0.21;41.38;0.32;;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77.9;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA01;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;10;;;;PRIMARY;;;;;;;;38.1;0;;;;;;;20.68;;0.22;41.51;0.25;;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.1;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA01;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;12;;;;PRIMARY;;;;;;;;38;0.01;;;;;;;21.82;;0.23;40.22;0.33;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.7;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA01;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;7B;;;;PRIMARY;;;;;;;;38.4;0.02;;;;;;;19.29;;0.27;42.7;0.23;;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79.8;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA01;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;82-08-02;;;;PRIMARY;;;;;;;;38.1;0.02;;;;;;;19.85;;0.37;41.64;0.27;;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.9;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA01;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;90-09-10;;;;PRIMARY;;;;;;;;38.4;0.01;;;;;;;16.68;;0.32;43.73;0.2;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82.4;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA01;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;9B;;;;PRIMARY;;;;;;;;38.6;0;;;;;;;18.24;;0.32;43.24;0.23;;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80.9;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA01;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;10B;;;;PRIMARY;;;;;;;;38.3;0.03;;;;;;;18.72;;0.34;42.36;0.27;;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80.1;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA01;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;12B;;;;PRIMARY;;;;;;;;38;0.03;;;;;;;21.69;;0.21;40.52;0.35;;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.9;;;;;;;;;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA02;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;14-11;;;;PRIMARY;;;;;;;;43.6;4.29;10.31;0.08;;;;;8.58;;21.96;11.19;0.11;;;0.02;;;0.01;EMP (EPMA);;;0.51;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.13;;;15.31;;;;;;;49.56;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA02;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;17-13;;;;PRIMARY;;;;;;;;50;1.26;6.15;0.49;;;;;5.87;;21.39;15.05;0.1;;;0.05;;;;;;;0.6;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.56;;;9.92;;;;;;;45.52;;;;;;;;;;;;;
2016;[20009] HAMMER J. E. (2016);samp. KA02;;HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / KULA SERIES;NEAR SUMMIT;20.72;-156.17;20.72;-156.17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;AA FLOW;214000;214000;PLEISTOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;07-04;;;;PRIMARY;;;;;;;;48.2;1.76;8.21;0.31;;;;;7.24;;20.2;13.38;0.1;;;0.01;;;;;;;0.7;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.78;;;12.87;;;;;;;45.35;;;;;;;;;;;;;
