Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ERUPTION YEAR,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,MINERAL (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),SIO2(WT%),TIO2(WT%),ZRO2(WT%),HFO2(WT%),THO2(WT%),UO2(WT%),AL2O3(WT%),CR2O3(WT%),LA2O3(WT%),CE2O3(WT%),ND2O3(WT%),SM2O3(WT%),GD2O3(WT%),DY2O3(WT%),ER2O3(WT%),YB2O3(WT%),Y2O3(WT%),V2O3(WT%),NB2O5(WT%),TA2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),PBO(WT%),NIO(WT%),ZNO(WT%),RB2O(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),SO2(WT%),SO3(WT%),S(WT%),LOI(WT%),K(WT%): altern. values or methods,,,,LI(PPM): altern. values or methods,,,,BE(PPM),B(PPM),F(PPM): altern. values or methods,,,,MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),AR39(MOL/G),AR40(AT/G): altern. values or methods,,,,AR40(CCMSTP/G),AR40(MOL/G): altern. values or methods,,,,SC(PPM): altern. values or methods,,,,TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,CO(PPM): altern. values or methods,,,,NI(PPM): altern. values or methods,,,,CU(PPM): altern. values or methods,,,,ZN(PPM): altern. values or methods,,,,GA(PPM): altern. values or methods,,,,GE(PPM),AS(PPM),SE(PPM),RB(PPM): altern. values or methods,,,,,,SR(PPM): altern. values or methods,,,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM): altern. values or methods,,,,MO(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),TL(PPM),PB(PPM): altern. values or methods,,,,BI(PPM),TH(PPM): altern. values or methods,,,,U(PPM): altern. values or methods,,,,ND143_ND144,EPSILON_ND_INI,SM147_ND144,SR87_SR86,SR87_SR86_INI,RB87_SR86,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB207_PB206,PB208_PB204,PB208_PB204_INI,AR36_AR39,AR37_AR39,AR37_AR40,AR38_AR39,AR40_AR36,AR40_AR39,PB206_U238,PB207_U235,PB208_TH232,TH230_TH232_ACT,TH230_U238_ACT,TH232_PB204,TH232_U238,U234_U238_ACT,U235_PB204,U238_PB204,U238_PB206,U238_TH232_ACT,D14C(PER MIL),D18O(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D26MG(PER MIL),D33S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,,,D34S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,,,D56FE(VS IRMM-014),DD(VS SMOW),ALBITE(MOL%),ANORTHITE(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),ILMENITE(MOL%),LARNITE(MOL%),ORTHOCLASE(MOL%),TEPHROITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(A),AGE(KA): altern. values or methods,,,,AGE(MA): altern. values or methods,,,,,,,,AGE_PB207_PB206(MA),AGE_PB207_U235(MA),AGE_PB206_U238(MA),AGE_PB208_TH232(MA)
1987, [8060] DAVIES G. R. (1987),samp. 399B,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA),,-0.72,36.43,-0.72,36.43,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,GLASS; ORIGINALLY REPORTED AS COMENDITE,,,,,,,,VOLCANIC GLASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.513,TIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512484,,,0.707387,,,19.775,,15.802,,,39.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987, [8060] DAVIES G. R. (1987),samp. 301A,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA),,-0.72,36.43,-0.72,36.43,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,GLASS; ORIGINALLY REPORTED AS COMENDITE,,,,,,,,VOLCANIC GLASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,TIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512504,,,0.707347,,,19.766,,15.799,,,39.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987, [8115] MACDONALD R. (1987),samp. 565,141527,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / MIDDLE COMENDITE MEMBER,"PLC2 STRATIGRAPHIC UNIT, GORGE FARM",-0.72,36.43,-0.72,36.43,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,,,,,,WHOLE ROCK,,,,,,,,,,,72.5,0.24,,,,,10.32,,,,,,,,,,,,,,,1.93,,2.25,0.15,0.02,0.06,,,,,,,4.39,5.86,,,0.23,,,0.95,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,NOT,,,,,,,,,,637,NOT,,,,,0,NOT,,,,,296,NOT,,,2018,NOT,,,590,NOT,,,,,,,,,,,3,NOT,,,153,NOT,,,310,NOT,,,,151,NOT,,,,,36.8,NOT,,,0.47,42.2,8.22,,,,4.61,34.6,4.33,60.5,49.4,,,68,NOT,,,,124,NOT,,,25.1,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981, [8236] EWART A. (1981),samp. 38672,174692,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / QUEENSLAND / GLASS HOUSE MOUNTAINS VOLCANIC CENTRE,NGUN NGUN,-26.8987,152.9386,-26.8987,152.9386,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,25200000,25400000,OLIGOCENE,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),PYROXENE,,,,PRIMARY,,,,,,51.59,1.43,2.92,,,,0.23,,,,,,,,,,,,,,,22.43,,6.45,2.61,,0.36,,,,,,,,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981, [8236] EWART A. (1981),samp. 15779,174711,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / NEW SOUTH WALES / TWEED / MAIN RANGE VOLCANICS - LAMINGTON GROUP,"TWEED SHIELD VOLCANO, BINNA BURRA COMENDITE",-28.3972,153.2708,-28.3972,153.2708,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,20500000,22300000,MIOCENE,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),PYROXENE,,,,PRIMARY,,,,,,52.04,3.58,0.56,,,,0.22,,,,,,,,,,,,,,,25.87,,3.87,0.43,,0.35,,,,,,,,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981, [8236] EWART A. (1981),samp. 538,174742,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / QUEENSLAND / MOUNT ALFORD VOLCANIC CENTRE,NEW ENGLAND FAULT BELT,-28.03,152.56,-28.1,152.62,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,25200000,25200000,OLIGOCENE,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),PYROXENE,,,,PRIMARY,,,,,,52.8,1.16,0.77,,,,0.47,,,,,,,,,,,,,,,29.01,,1.72,0.93,,0.15,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981, [8236] EWART A. (1981),samp. 38672,174692,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / QUEENSLAND / GLASS HOUSE MOUNTAINS VOLCANIC CENTRE,NGUN NGUN,-26.8987,152.9386,-26.8987,152.9386,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,25200000,25400000,OLIGOCENE,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ARFVEDSONITE,,GROUNDMASS,,PRIMARY,,,,,,49.25,0.58,1.33,,,,0.66,,,,,,,,,,,,,,,,34,,2.38,0.05,1.19,,,,,,,1.35,7.59,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981, [8236] EWART A. (1981),samp. 38606,,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / QUEENSLAND / GLASS HOUSE MOUNTAINS VOLCANIC CENTRE,,-26.75,152.85,-27,153,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,25200000,25400000,OLIGOCENE,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ARFVEDSONITE,,GROUNDMASS,,PRIMARY,,,,,,49.45,0.6,0.78,,,,0.47,,,,,,,,,,,,,,,,34.15,,1.55,0.06,0.81,,,,,,,1.38,7.9,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981, [8236] EWART A. (1981),samp. 15779,174711,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / NEW SOUTH WALES / TWEED / MAIN RANGE VOLCANICS - LAMINGTON GROUP,"TWEED SHIELD VOLCANO, BINNA BURRA COMENDITE",-28.3972,153.2708,-28.3972,153.2708,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,20500000,22300000,MIOCENE,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ARFVEDSONITE,,GROUNDMASS,,PRIMARY,,,,,,49.15,1.08,0.32,,,,0.38,,,,,,,,,,,,,,,,34.05,,1.18,,0.68,,,,,,,1.35,8.14,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981, [8236] EWART A. (1981),samp. 38606,,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / QUEENSLAND / GLASS HOUSE MOUNTAINS VOLCANIC CENTRE,,-26.75,152.85,-27,153,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,25200000,25400000,OLIGOCENE,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ILMENITE,,PHENOCRYST,,PRIMARY,,,,,,,50.52,,,,,0.04,,,,,,,,,,,,,,,3.53,,43.24,,,1.06,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981, [8236] EWART A. (1981),samp. 15779,174711,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / NEW SOUTH WALES / TWEED / MAIN RANGE VOLCANICS - LAMINGTON GROUP,"TWEED SHIELD VOLCANO, BINNA BURRA COMENDITE",-28.3972,153.2708,-28.3972,153.2708,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,20500000,22300000,MIOCENE,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ILMENITE,,PHENOCRYST,,PRIMARY,,,,,,,51.57,,,,,0.03,,,,,,,,,,,,,,,1.38,,44.39,,,1.14,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969, [8357] DICKINSON W. R. (1969),samp. K 96,190888,ARABIAN-NUBIAN SHIELD / YEMEN / ADEN REGION / JEBEL KHARIZ,"NORTH OF SUBSIDIARY CONE, MAIN CONE SERIES",14,44,14,44,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,CENOZOIC,,,,,WHOLE ROCK,,,,,,,,,,,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,TIMS_ID,,,,,82.5,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7045,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969, [8357] DICKINSON W. R. (1969),samp. JB 331,,ARABIAN-NUBIAN SHIELD / YEMEN / ADEN REGION / JEBEL UMM BIRKA,,14,44,14,44,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,CENOZOIC,,,,,WHOLE ROCK,,,,,,,,,,,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,XRF,,,,,129,XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7045,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991, [8368] CAMP V. E. (1991),samp. 19,,ARABIAN-NUBIAN SHIELD / SAUDI ARABIA / HARRAT KHAYBAR/HARRAT ITHNAYN,,25,39,26.5,39.78,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,,,,,,WHOLE ROCK,,,,,,,,,,,72.41,0.15,,,,,12.27,,,,,,,,,,,,,,,,3.46,,0.44,0.06,0.09,,,,,,,4.24,6.48,0.02,,,,,,,,,,,,,,,104.8,K-AR,,,,,,,,,,,,,,,,,,,,,,,,2.5,ICPMS,,,,0,ICPMS,,,0.2,ICPMS,,,13.8,K-AR,,,23.5,ICPMS,,,7.2,ICPMS,,,288.3,ICPMS,,,51.7,ICPMS,,,,,,238.7,ICPMS,,,,,17,ICPMS,,,,,186.2,ICPMS,,,1847.7,ICPMS,,,312.5,ICPMS,,,,12.8,,,,,,,1.2,ICPMS,,,147.8,K-AR,,,273.8,K-AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991, [8368] CAMP V. E. (1991),samp. 20,,ARABIAN-NUBIAN SHIELD / SAUDI ARABIA / HARRAT KHAYBAR/HARRAT ITHNAYN,,25,39,26.5,39.78,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,,,,,,WHOLE ROCK,,,,,,,,,,,75.82,0.09,,,,,13.27,,,,,,,,,,,,,,,,1.78,,0.2,0,0.07,,,,,,,4.08,6.35,0.01,,,,,,,,,,,,,,,90.5,K-AR,,,,,,,,,,,,,,,,,,,,,,,,0,ICPMS,,,,0,ICPMS,,,12,ICPMS,,,9,K-AR,,,20,ICPMS,,,7,ICPMS,,,143,ICPMS,,,39.5,ICPMS,,,,,,173,ICPMS,,,,,18.5,ICPMS,,,,,78,ICPMS,,,994.5,ICPMS,,,197.5,ICPMS,,,,5,,,,,,,16.5,ICPMS,,,46,K-AR,,,89.5,K-AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963, [8564] YAGI K. (1963),samp. 1,,HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / DAIJIMA STAGE,"SUGOROKU, OGA PENINSULA",39.5,139.5,40,140,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,"COMENDITIC RHYOLITE, AEGIRINE-ARFVEDSONITE","NEARLY APHYRIC, HOLOCRYSTALLINE",BRECCIATED STRUCTURE; ORIGINALLY REPORTED AS COMENDITE,,,,,,,,WHOLE ROCK,,,,,,,,,,,76.62,0.48,,,,,11.08,,,,,,,,,,,,,,,1.44,,1.03,0.22,0.07,0.03,,,,,,,3.59,4.82,0.07,,0.52,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989, [9003] BEVIER M. L. (1989),samp. SE1712D84,,NORTH AMERICAN CORDILLERA - CENOZOIC/QUATERNARY / CANADIAN CORDILLERA / BRITISH COLUMBIA / ANAHIM VOLCANIC BELT / BELLA BELLA DIKE SWARMS,,52.15,-128.133,52.15,-128.133,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,NEOGENE,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.8,TIMS_ID,,,,,0.9,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7879,,350,19.023,,15.611,,,38.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989, [9003] BEVIER M. L. (1989),samp. SE2714A84,,NORTH AMERICAN CORDILLERA - CENOZOIC/QUATERNARY / CANADIAN CORDILLERA / BRITISH COLUMBIA / ANAHIM VOLCANIC BELT / BELLA BELLA DIKE SWARMS,,52.15,-128.133,52.15,-128.133,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,NEOGENE,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.5,TIMS_ID,,,,,1.3,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,250.8,19.017,,15.595,,,38.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989, [9003] BEVIER M. L. (1989),samp. SE1611F84,,NORTH AMERICAN CORDILLERA - CENOZOIC/QUATERNARY / CANADIAN CORDILLERA / BRITISH COLUMBIA / ANAHIM VOLCANIC BELT / BELLA BELLA DIKE SWARMS,,52.15,-128.133,52.15,-128.133,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,NEOGENE,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.2,TIMS_ID,,,,,2.2,TIMS_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74287,,182.6,19.063,,15.617,,,38.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
