"SOURCE","Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","GEOLOGICAL AGE","TYPE OF MATERIAL","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CAO(WT%)","MGO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","LOI(WT%)","ERUPTION YEAR","sum_fe","Sum Oxides","CITATION_ID","References"
"phonolit","1989","[10054] PE-PIPER G. (1989)","samp. KU307",NA,"ANATOLIA-IRAN BELT / TURKEY / WESTERN ANATOLIAN VOLCANIC BELT / KULA VOLCANIC FIELD","KULA",38.54,28.65,38.54,28.65,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",46.31,2,16.79,9.08,6.81,3.31,4.99,1.13,0,NA,7.711286,98.131286,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"phonolit","1994","[1007] BARLING J.(1994)  [GeoReM [220] ]","samp. 65119",NA,"MCDONALD ISLANDS / MCDONALD ISLAND",NA,-52.83,72.48,-52.83,72.48,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE",NA,"WHOLE ROCK",54.36,1.65,19.43,3.6,1.8,6.5,6.75,0.48,NA,NA,5.261824,99.831824,"1007","[1007] BARLING J., GOLDSTEIN S. L., NICHOLLS I. A.:   GEOCHEMISTRY OF HEARD ISLAND (SOUTHERN INDIAN OCEAN): CHARACTERIZATION OF AN ENRICHED MANTLE COMPONENT AND IMPLICATIONS FOR ENRICHMENT OF THE SUB-INDIAN OCEAN MANTLE |  J. PETROL. 35    [1994]  1017-1053  | GeoReM-id: 220 | doi: 10.1093/petrology/35.4.1017"
"phonolit","1994","[1007] BARLING J.(1994)  [GeoReM [220] ]","samp. 65133",NA,"MCDONALD ISLANDS / MCDONALD ISLAND",NA,-52.83,72.48,-52.83,72.48,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE",NA,"WHOLE ROCK",57.14,0.77,21.7,1.7,0.84,6.93,7.22,0.14,NA,NA,3.422886,99.862886,"1007","[1007] BARLING J., GOLDSTEIN S. L., NICHOLLS I. A.:   GEOCHEMISTRY OF HEARD ISLAND (SOUTHERN INDIAN OCEAN): CHARACTERIZATION OF AN ENRICHED MANTLE COMPONENT AND IMPLICATIONS FOR ENRICHMENT OF THE SUB-INDIAN OCEAN MANTLE |  J. PETROL. 35    [1994]  1017-1053  | GeoReM-id: 220 | doi: 10.1093/petrology/35.4.1017"
"phonolit","1994","[1007] BARLING J.(1994)  [GeoReM [220] ]","samp. 65125",10956,"MCDONALD ISLANDS / MCDONALD ISLAND",NA,-52.83,72.48,-52.83,72.48,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE",NA,"WHOLE ROCK",57.33,0.92,19.73,2.15,1.26,5.99,8.36,0.24,NA,NA,3.845872,99.825872,"1007","[1007] BARLING J., GOLDSTEIN S. L., NICHOLLS I. A.:   GEOCHEMISTRY OF HEARD ISLAND (SOUTHERN INDIAN OCEAN): CHARACTERIZATION OF AN ENRICHED MANTLE COMPONENT AND IMPLICATIONS FOR ENRICHMENT OF THE SUB-INDIAN OCEAN MANTLE |  J. PETROL. 35    [1994]  1017-1053  | GeoReM-id: 220 | doi: 10.1093/petrology/35.4.1017"
"phonolit","1994","[1007] BARLING J.(1994)  [GeoReM [220] ]","samp. 65124",NA,"MCDONALD ISLANDS / MCDONALD ISLAND",NA,-52.83,72.48,-52.83,72.48,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE",NA,"WHOLE ROCK",57.25,0.38,20.83,0.94,0.17,6.15,10.33,0.05,NA,NA,3.717876,99.817876,"1007","[1007] BARLING J., GOLDSTEIN S. L., NICHOLLS I. A.:   GEOCHEMISTRY OF HEARD ISLAND (SOUTHERN INDIAN OCEAN): CHARACTERIZATION OF AN ENRICHED MANTLE COMPONENT AND IMPLICATIONS FOR ENRICHMENT OF THE SUB-INDIAN OCEAN MANTLE |  J. PETROL. 35    [1994]  1017-1053  | GeoReM-id: 220 | doi: 10.1093/petrology/35.4.1017"
"phonolit","1993","[1008] WEIS D. (1993)","samp. LVLK93",NA,"KERGUELEN / KERGUELEN ARCHIPELAGO","RONARC^H PENINSULA, EXTRUSION AT THE BASE OF THE VALLEE DE L^ELEPHANT",-48.55,68.5,-49.75,70.58,"SUBAERIAL","VOLCANIC ROCK","TEPHRITIC-PHONOLITE",NA,"WHOLE ROCK",52.8,1.9,18.02,5.06,1.85,5.45,6.14,0.66,NA,NA,6.937456,98.817456,"1008","[1008] WEIS D., FREY F. A., LEYRIT H., GAUTIER I.:   KERGUELEN ARCHIPELAGO REVISITED: GEOCHEMICAL AND ISOTOPIC STUDY OF THE SOUTHEAST PROVINCE LAVAS |  EARTH PLANET. SCI. LETT. 118    [1993]  101-119  | doi: 10.1016/0012-821X(93)90162-3"
"phonolit","1993","[1008] WEIS D. (1993)","samp. LVLK90",NA,"KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROUGE","RONARC^H PENINSULA, NORTHWEST FLANK OF MOUNT ROUGE",-48.55,68.5,-49.75,70.58,"SUBAERIAL","VOLCANIC ROCK","TEPHRITIC-PHONOLITE",NA,"WHOLE ROCK",53.18,1.81,18.66,4.65,1.96,6.27,5.5,0.5,NA,NA,6.26467,98.79467,"1008","[1008] WEIS D., FREY F. A., LEYRIT H., GAUTIER I.:   KERGUELEN ARCHIPELAGO REVISITED: GEOCHEMICAL AND ISOTOPIC STUDY OF THE SOUTHEAST PROVINCE LAVAS |  EARTH PLANET. SCI. LETT. 118    [1993]  101-119  | doi: 10.1016/0012-821X(93)90162-3"
"phonolit","1993","[1008] WEIS D. (1993)","samp. LVLK81",11400,"KERGUELEN / KERGUELEN ARCHIPELAGO","RONARC^H PENINSULA, SOUTHERN FLANK OF LA TOUR DE PISE",-48.55,68.5,-49.75,70.58,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE",NA,"WHOLE ROCK",56.32,0.31,22.1,1.04,0.17,6.04,10.68,0.05,NA,NA,2.738598,99.448598,"1008","[1008] WEIS D., FREY F. A., LEYRIT H., GAUTIER I.:   KERGUELEN ARCHIPELAGO REVISITED: GEOCHEMICAL AND ISOTOPIC STUDY OF THE SOUTHEAST PROVINCE LAVAS |  EARTH PLANET. SCI. LETT. 118    [1993]  101-119  | doi: 10.1016/0012-821X(93)90162-3"
"phonolit","1993","[1008] WEIS D. (1993)","samp. LVLK86",NA,"KERGUELEN / KERGUELEN ARCHIPELAGO","JEANNE D^ARC PENINSULA, EXTRUSION OF LE COLISEE",-48.55,68.5,-49.75,70.58,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE",NA,"WHOLE ROCK",56.43,0.22,22.05,0.87,0.05,5.81,11.1,0.01,NA,NA,3.012566,99.552566,"1008","[1008] WEIS D., FREY F. A., LEYRIT H., GAUTIER I.:   KERGUELEN ARCHIPELAGO REVISITED: GEOCHEMICAL AND ISOTOPIC STUDY OF THE SOUTHEAST PROVINCE LAVAS |  EARTH PLANET. SCI. LETT. 118    [1993]  101-119  | doi: 10.1016/0012-821X(93)90162-3"
"phonolit","1993","[1008] WEIS D. (1993)","samp. LVLK121",NA,"KERGUELEN / KERGUELEN ARCHIPELAGO","JEANNE D^ARC PENINSULA, EXTRUSION AT THE SOUTHERN END OF THE VAL SOMBRE",-48.55,68.5,-49.75,70.58,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE",NA,"WHOLE ROCK",57.63,0.22,22.44,0.79,0.12,5.73,10.4,0.03,NA,NA,1.698778,99.058778,"1008","[1008] WEIS D., FREY F. A., LEYRIT H., GAUTIER I.:   KERGUELEN ARCHIPELAGO REVISITED: GEOCHEMICAL AND ISOTOPIC STUDY OF THE SOUTHEAST PROVINCE LAVAS |  EARTH PLANET. SCI. LETT. 118    [1993]  101-119  | doi: 10.1016/0012-821X(93)90162-3"
"phonolit","1993","[1008] WEIS D. (1993)","samp. LVLK83",NA,"KERGUELEN / KERGUELEN ARCHIPELAGO","RONARC^H PENINSULA, WEST OF ABRI ST. FRANCOIS",-48.55,68.5,-49.75,70.58,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE",NA,"WHOLE ROCK",59.02,0.46,20.24,2.32,0.56,6.79,6.14,0.06,NA,NA,3.527516,99.117516,"1008","[1008] WEIS D., FREY F. A., LEYRIT H., GAUTIER I.:   KERGUELEN ARCHIPELAGO REVISITED: GEOCHEMICAL AND ISOTOPIC STUDY OF THE SOUTHEAST PROVINCE LAVAS |  EARTH PLANET. SCI. LETT. 118    [1993]  101-119  | doi: 10.1016/0012-821X(93)90162-3"
"phonolit","1993","[1008] WEIS D. (1993)","samp. LVLK105",NA,"KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT BERLIOZ","JEANNE D^ARC PENINSULA, MOUNT BERLIOZ",-48.55,68.5,-49.75,70.58,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE",NA,"WHOLE ROCK",62.1,0.04,19.19,0.62,0.23,4.78,8.68,0.01,NA,NA,3.613308,99.263308,"1008","[1008] WEIS D., FREY F. A., LEYRIT H., GAUTIER I.:   KERGUELEN ARCHIPELAGO REVISITED: GEOCHEMICAL AND ISOTOPIC STUDY OF THE SOUTHEAST PROVINCE LAVAS |  EARTH PLANET. SCI. LETT. 118    [1993]  101-119  | doi: 10.1016/0012-821X(93)90162-3"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 217.2",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE",NA,"WHOLE ROCK",54.46,0.42,18.83,3.2,0.87,8.2,3.72,0.17,5.69,NA,3.878138,93.748138,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 216.4",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE",NA,"WHOLE ROCK",53.85,0.43,19.11,2.91,0.88,7.8,3.33,0.16,6.73,NA,4.211064,92.681064,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 202.2",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE",NA,"WHOLE ROCK",58.26,0.39,18.16,2.08,0.55,8.2,4.58,0.1,3.89,NA,3.095312,95.415312,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 89.3",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",49.26,1.09,16.09,9.67,5.79,5.94,1.87,0.85,0.29,NA,8.206176,98.766176,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 87.7",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",49.18,1.1,16.04,9.7,5.84,5.99,1.85,0.85,0.29,NA,8.215174,98.765174,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 86.6",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",49.45,1.05,16.31,9.34,5.61,6.34,1.8,0.84,-0.1,NA,8.071206,98.811206,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 86.1",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",49.48,1.07,16.23,9.48,5.67,6.16,1.83,0.84,-0.15,NA,8.179182,98.939182,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 84.4",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",50.26,1.02,18.23,7.79,4,6.81,2.59,0.8,0.19,NA,7.477338,98.977338,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 83.2",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",49.5,1.01,18.09,7.67,3.95,6.61,2.48,0.79,0.32,NA,7.37836,97.47836,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 76.9",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",48.24,0.9,17.5,9.18,4.07,7.84,2.71,0.67,0.42,NA,7.630304,98.740304,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 75.4",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",48.41,0.89,18.19,8.33,3.49,8.14,2.85,0.64,0.53,NA,7.675294,98.615294,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 75.4G",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",48.02,0.88,18.18,8.11,3.41,8.02,2.44,0.65,1.79,NA,7.657298,97.367298,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 14.7",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",48.51,0.88,18.49,8,3.25,8.31,2.48,0.61,1.01,NA,7.621306,98.151306,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 13.1",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",48.26,0.91,17.66,9.1,4.01,7.85,2.64,0.68,0.68,NA,7.621306,98.731306,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 9",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",48.09,0.89,17.46,9.06,4.04,7.81,2.5,0.69,1.02,NA,7.594312,98.134312,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 7.4",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",48.42,0.91,17.53,9.23,4.14,7.64,2.39,0.67,0.54,NA,7.666296,98.596296,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"phonolit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 3.1",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40.821,14.426,40.821,14.426,"SUBAERIAL","VOLCANIC ROCK","PHONOLITIC-TEPHRITE",NA,"WHOLE ROCK",48.37,0.92,17.6,9.31,4.16,7.71,2.49,0.69,0.56,NA,7.657298,98.907298,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"ankaratrit","1976","[10089] KOZLOWSKA-KOCH M. (1976)","samp. 29",NA,"EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / POLAND / BOHEMIAN MASSIF / LADEK-LUTYNIA ERUPTIVE CENTER","LADEK",50,16.93,50,16.93,"SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","CENOZOIC","WHOLE ROCK",41.33,1.24,13.06,10.72,10.85,1.55,3.48,0.96,NA,NA,16.042726,99.232726,"10089","[10089] KOZLOWSKA-KOCH M.:   PETROGRAPHY OF ULTRAMAFIC NODULES IN BASALTOIDS FROM THE ENVIRONS OF LADEK (SUDETES) |  BULL. ACAD POL. SCI. 24    [1976]  67-76"
