"SOURCE","Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","GEOLOGICAL AGE","TYPE OF MATERIAL","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CAO(WT%)","MGO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","LOI(WT%)","ERUPTION YEAR","sum_fe","Sum Oxides","CITATION_ID","References"
"shoshonit","1989","[10054] PE-PIPER G. (1989)","samp. M1",NA,"AEGEAN ARC / AEGEAN BACK ARC / MICROTHEBES",NA,3925,232,3925,232,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",51.5,0.88,17.6,6.28,6.3,2.88,3.26,0.41,1.85,NA,6.217618,95.327618,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"shoshonit","1989","[10054] PE-PIPER G. (1989)","samp. M6",NA,"AEGEAN ARC / AEGEAN BACK ARC / MICROTHEBES",NA,3925,232,3925,232,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",53,0.84,16.8,8.12,5.95,2.82,3.4,0.41,1.7,NA,5.75872,97.09872,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"shoshonit","1989","[10054] PE-PIPER G. (1989)","samp. T6",NA,"AEGEAN ARC / AEGEAN BACK ARC / ACHILLEION",NA,385,24,385,24,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",52.43,0.74,18.8,8.05,4.36,2.99,3.88,0.51,1.3,NA,4.130082,95.890082,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"shoshonit","1989","[10054] PE-PIPER G. (1989)","samp. T9",NA,"AEGEAN ARC / AEGEAN BACK ARC / ACHILLEION",NA,385,24,385,24,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",53.03,0.77,18.63,8.22,4.33,2.71,3.74,0.49,0.99,NA,4.121084,96.041084,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"shoshonit","1989","[10054] PE-PIPER G. (1989)","samp. T4",189850,"AEGEAN ARC / AEGEAN BACK ARC / ACHILLEION",NA,385,24,385,24,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",53.34,0.77,18.63,8.01,4.41,2.68,3.98,0.47,1.01,NA,3.221284,95.511284,"10054","[10054] PE-PIPER G., PIPER D. J. W.:   SPATIAL AND TEMPORAL VARIATION IN LATE CENOZOIC BACK-ARC VOLCANIC ROCKS, AEGEAN SEA REGION |  TECTONOPHYSICS 169    [1989]  113-134  | doi: 10.1016/0040-1951(89)90186-8"
"trachyandesit","1990","[10062] PRESTVIK T. (1990)","samp. I-19",NA,"PETER I ISLAND / PETER I ISLAND",NA,-68.75,-90.4,-68.92,-90.7,"SUBAERIAL","VOLCANIC ROCK","TRACHYANDESITE","PLEISTOCENE","WHOLE ROCK",57.22,2.32,15.01,5.35,3.65,2.84,4.86,0.44,0.7,NA,7.522328,99.212328,"10062","[10062] PRESTVIK T., BARNES C. G., SUNDVOLL B., DUNCAN R. A.:   PETROLOGY OF PETER I OY (PETER I ISLAND), WEST ANTARCTICA |  J. VOLCANOL. GEOTHERM. RES. 44    [1990]  315-338  | doi: 10.1016/0377-0273(90)90025-B"
"trachyandesit","1994","[1007] BARLING J.(1994)  [GeoReM [220] ]","samp. 69230",10802,"HEARD / HEARD / LAURENS PENINSULA SERIES",NA,-53.12,73.33,-53.12,73.33,"SUBAERIAL","VOLCANIC ROCK","TRACHYANDESITE",NA,"WHOLE ROCK",50.19,3.32,16.48,7,3.77,3.84,4.86,0.86,NA,NA,9.363688,99.683688,"1007","[1007] BARLING J., GOLDSTEIN S. L., NICHOLLS I. A.:   GEOCHEMISTRY OF HEARD ISLAND (SOUTHERN INDIAN OCEAN): CHARACTERIZATION OF AN ENRICHED MANTLE COMPONENT AND IMPLICATIONS FOR ENRICHMENT OF THE SUB-INDIAN OCEAN MANTLE |  J. PETROL. 35    [1994]  1017-1053  | GeoReM-id: 220 | doi: 10.1093/petrology/35.4.1017"
"trachyandesit","1994","[1007] BARLING J.(1994)  [GeoReM [220] ]","samp. 65054",10775,"HEARD / HEARD / LAURENS PENINSULA SERIES",NA,-53.12,73.33,-53.12,73.33,"SUBAERIAL","VOLCANIC ROCK","TRACHYANDESITE",NA,"WHOLE ROCK",50.47,3.32,16.19,7.03,4.08,4.02,4.36,0.79,NA,NA,9.451684,99.711684,"1007","[1007] BARLING J., GOLDSTEIN S. L., NICHOLLS I. A.:   GEOCHEMISTRY OF HEARD ISLAND (SOUTHERN INDIAN OCEAN): CHARACTERIZATION OF AN ENRICHED MANTLE COMPONENT AND IMPLICATIONS FOR ENRICHMENT OF THE SUB-INDIAN OCEAN MANTLE |  J. PETROL. 35    [1994]  1017-1053  | GeoReM-id: 220 | doi: 10.1093/petrology/35.4.1017"
"trachyandesit","1994","[1007] BARLING J.(1994)  [GeoReM [220] ]","samp. 69249",10809,"HEARD / HEARD / LAURENS PENINSULA SERIES",NA,-53.12,73.33,-53.12,73.33,"SUBAERIAL","VOLCANIC ROCK","TRACHYANDESITE",NA,"WHOLE ROCK",53.66,2.14,17.74,5.47,2.47,4.41,5.26,0.73,NA,NA,7.81974,99.69974,"1007","[1007] BARLING J., GOLDSTEIN S. L., NICHOLLS I. A.:   GEOCHEMISTRY OF HEARD ISLAND (SOUTHERN INDIAN OCEAN): CHARACTERIZATION OF AN ENRICHED MANTLE COMPONENT AND IMPLICATIONS FOR ENRICHMENT OF THE SUB-INDIAN OCEAN MANTLE |  J. PETROL. 35    [1994]  1017-1053  | GeoReM-id: 220 | doi: 10.1093/petrology/35.4.1017"
"trachyandesit","1994","[1007] BARLING J.(1994)  [GeoReM [220] ]","samp. 65082",NA,"HEARD / HEARD / BIG BEN SERIES","SOUTH FLANK OF BIG BEN",-53.12,73.5,-53.12,73.5,"SUBAERIAL","VOLCANIC ROCK","TRACHYANDESITE",NA,"WHOLE ROCK",49.5,3.43,14.77,8.05,5.67,3.38,3.73,0.94,NA,NA,10.21966,99.68966,"1007","[1007] BARLING J., GOLDSTEIN S. L., NICHOLLS I. A.:   GEOCHEMISTRY OF HEARD ISLAND (SOUTHERN INDIAN OCEAN): CHARACTERIZATION OF AN ENRICHED MANTLE COMPONENT AND IMPLICATIONS FOR ENRICHMENT OF THE SUB-INDIAN OCEAN MANTLE |  J. PETROL. 35    [1994]  1017-1053  | GeoReM-id: 220 | doi: 10.1093/petrology/35.4.1017"
"trachyandesit","1994","[1007] BARLING J.(1994)  [GeoReM [220] ]","samp. 65148",NA,"HEARD / HEARD / BIG BEN SERIES","SOUTH FLANK OF BIG BEN",-53.12,73.5,-53.12,73.5,"SUBAERIAL","VOLCANIC ROCK","TRACHYANDESITE",NA,"WHOLE ROCK",51.37,3.67,16.07,7.77,3.68,2.89,3.48,0.63,NA,NA,10.130662,99.690662,"1007","[1007] BARLING J., GOLDSTEIN S. L., NICHOLLS I. A.:   GEOCHEMISTRY OF HEARD ISLAND (SOUTHERN INDIAN OCEAN): CHARACTERIZATION OF AN ENRICHED MANTLE COMPONENT AND IMPLICATIONS FOR ENRICHMENT OF THE SUB-INDIAN OCEAN MANTLE |  J. PETROL. 35    [1994]  1017-1053  | GeoReM-id: 220 | doi: 10.1093/petrology/35.4.1017"
"trachyandesit","1994","[1007] BARLING J.(1994)  [GeoReM [220] ]","samp. 69283",NA,"HEARD / HEARD / BIG BEN SERIES","SOUTH FLANK OF BIG BEN",-53.12,73.5,-53.12,73.5,"SUBAERIAL","VOLCANIC ROCK","TRACHYANDESITE",NA,"WHOLE ROCK",52.14,2.88,14.84,6.92,6.19,3.7,3.35,0.69,NA,NA,9.0097,99.7197,"1007","[1007] BARLING J., GOLDSTEIN S. L., NICHOLLS I. A.:   GEOCHEMISTRY OF HEARD ISLAND (SOUTHERN INDIAN OCEAN): CHARACTERIZATION OF AN ENRICHED MANTLE COMPONENT AND IMPLICATIONS FOR ENRICHMENT OF THE SUB-INDIAN OCEAN MANTLE |  J. PETROL. 35    [1994]  1017-1053  | GeoReM-id: 220 | doi: 10.1093/petrology/35.4.1017"
"trachyandesit","1994","[1007] BARLING J.(1994)  [GeoReM [220] ]","samp. HE43",NA,"HEARD / HEARD / BIG BEN SERIES","SOUTH FLANK OF BIG BEN",-53.12,73.5,-53.12,73.5,"SUBAERIAL","VOLCANIC ROCK","TRACHYANDESITE",NA,"WHOLE ROCK",51.79,3.63,15.79,7.74,4.2,3.09,3.57,0.78,NA,NA,9.156694,99.746694,"1007","[1007] BARLING J., GOLDSTEIN S. L., NICHOLLS I. A.:   GEOCHEMISTRY OF HEARD ISLAND (SOUTHERN INDIAN OCEAN): CHARACTERIZATION OF AN ENRICHED MANTLE COMPONENT AND IMPLICATIONS FOR ENRICHMENT OF THE SUB-INDIAN OCEAN MANTLE |  J. PETROL. 35    [1994]  1017-1053  | GeoReM-id: 220 | doi: 10.1093/petrology/35.4.1017"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 108.3",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.17,1.02,16.52,10.15,6.14,4.13,2.29,0.58,0.63,NA,7.549322,98.549322,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 107.8",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.35,1.03,16.79,9.85,5.74,4.36,2.47,0.58,0.51,NA,7.459342,98.629342,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 106.5",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.33,0.96,16.41,9.3,5.59,5.76,1.91,0.69,0.34,NA,7.792268,98.742268,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 105.3",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.22,0.98,16.52,9.19,5.55,5.54,1.96,0.7,0.5,NA,7.882248,98.542248,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 104.4",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.33,0.98,16.86,8.9,5.25,5.68,2.14,0.7,0.38,NA,7.855254,98.695254,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 104.1",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.18,0.98,16.73,8.97,5.36,5.64,2.09,0.71,0.5,NA,7.900244,98.560244,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 103",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.29,0.97,16.53,9.19,5.69,5.67,2,0.71,0.11,NA,7.900244,98.950244,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 102",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.38,0.98,16.48,9.41,5.69,5.69,1.94,0.69,0.19,NA,7.837258,99.097258,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 100.7",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.08,0.99,16.62,9.15,5.56,5.66,1.97,0.71,0.35,NA,7.972228,98.712228,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 99.7",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.32,0.98,16.41,9.33,5.56,5.57,1.96,0.72,0.28,NA,7.936236,98.786236,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 98.3",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.14,0.98,16.4,9.51,5.66,5.16,2.13,0.7,0.51,NA,7.87325,98.55325,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 97.2",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.39,0.98,16.68,9.16,5.33,5.67,2.01,0.7,0.44,NA,7.73828,98.65828,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 96",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.3,0.96,16.87,8.74,5.13,5.9,2,0.72,0.8,NA,7.666296,98.286296,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 95",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.3,0.96,16.87,8.74,5.13,5.9,2,0.72,0.8,NA,7.666296,98.286296,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 93.9",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.52,0.98,17.36,8.26,4.91,5.86,2.23,0.74,0.38,NA,7.855254,98.715254,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 92.1",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.49,0.98,17.25,8.27,4.95,5.91,2.2,0.72,0.4,NA,7.909242,98.679242,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 90.3",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.42,0.97,16.74,8.93,5.37,5.55,2.22,0.7,0.34,NA,7.82826,98.72826,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
"shoshonit","2007","[10088] DI RENZO V.(2007)  [GeoReM [3482] ]","samp. 81.5",NA,"APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS)","CAMALDOLI DELLA TORRE DRILL HOLE",40821,14426,40821,14426,"SUBAERIAL","VOLCANIC ROCK","SHOSHONITE",NA,"WHOLE ROCK",50.38,0.95,18.17,8.89,4.27,6,2.14,0.63,0.34,NA,6.649522,98.079522,"10088","[10088] DI RENZO V., DI VITO M. A., ARIWNZO I., CARANDENTE A., CIVETTA L., D^ANTONIO M., GIORDANO D., ORSI G., TONARINI S.:   MAGMATIC HISTORY OF SOMMA-VESUVIUS ON THE BASIS OF NEW GEOCHEMICAL AND ISOTOPIC DATA FROM A DEEP BOREHOLE (CAMALDOLI DELLA TORRE) |  J. PETROL. 48    [2007]  753-784  | GeoReM-id: 3482 | doi: 10.1093/petrology/egl081"
