"SOURCE","Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","GEOLOGICAL AGE","ERUPTION YEAR","TYPE OF MATERIAL","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CAO(WT%)","MGO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","LOI(WT%)","sum_fe","Sum Oxides","CITATION_ID","References"
"rhyodacit","1985","[13470] DRUITT T. H. (1985)","samp. 7",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","CAPE RIVA, AMMOUDHI, NORTHERN THERA",36.42,25.43,36.42,25.43,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",67.2,0.74,15.4,3,1,2.6,5.2,0.18,NA,4.7,100.02,"13470","[13470] DRUITT T. H.:   VENT EVOLUTION AND LAG BRECCIA FORMATION DURING THE CAPE RIVA ERUPTION OF SANTORINI, GREECE |  J. GEOL. 93    [1985]  439-454  | doi: 10.1086/628965"
"rhyodacit","1985","[13470] DRUITT T. H. (1985)","samp. 8",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","CAPE RIVA, AMMOUDHI, NORTHERN THERA",36.42,25.43,36.42,25.43,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",66.3,0.77,15.5,3.1,1.02,3,5.1,0.18,NA,5,99.97,"13470","[13470] DRUITT T. H.:   VENT EVOLUTION AND LAG BRECCIA FORMATION DURING THE CAPE RIVA ERUPTION OF SANTORINI, GREECE |  J. GEOL. 93    [1985]  439-454  | doi: 10.1086/628965"
"rhyodacit","1974","[13552] LAMBERT R. S. J. (1974)","samp. 116",NA,"ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / ARARAT",NA,39.75,44.4,39.75,44.4,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","QUATERNARY",NA,"WHOLE ROCK",72.4,0.38,13.7,3.7,1.2,1.9,3.9,0.1,NA,2.33948,99.61948,"13552","[13552] LAMBERT R. S. J., HOLLAND J. G., OWEN P. F.:   CHEMICAL PETROLOGY OF A SUITE OF CALC-ALKALINE LAVAS FROM MOUNT ARARAT, TURKEY |  J. GEOL. 82    [1974]  419-438  | doi: 10.1086/627992"
"rhyodacit","1974","[13552] LAMBERT R. S. J. (1974)","samp. 101",NA,"ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / ARARAT",NA,39.75,44.4,39.75,44.4,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","QUATERNARY",NA,"WHOLE ROCK",69.3,0.53,15.7,3.5,0.7,2.2,4.7,0.22,NA,2.78938,99.63938,"13552","[13552] LAMBERT R. S. J., HOLLAND J. G., OWEN P. F.:   CHEMICAL PETROLOGY OF A SUITE OF CALC-ALKALINE LAVAS FROM MOUNT ARARAT, TURKEY |  J. GEOL. 82    [1974]  419-438  | doi: 10.1086/627992"
"rhyodacit","1974","[13552] LAMBERT R. S. J. (1974)","samp. 100",NA,"ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / ARARAT",NA,39.75,44.4,39.75,44.4,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","QUATERNARY",NA,"WHOLE ROCK",69.6,0.54,15.4,3.3,0.7,2.3,4.6,0.19,NA,2.87936,99.50936,"13552","[13552] LAMBERT R. S. J., HOLLAND J. G., OWEN P. F.:   CHEMICAL PETROLOGY OF A SUITE OF CALC-ALKALINE LAVAS FROM MOUNT ARARAT, TURKEY |  J. GEOL. 82    [1974]  419-438  | doi: 10.1086/627992"
"rhyodacit","1974","[13552] LAMBERT R. S. J. (1974)","samp. 102",NA,"ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / ARARAT",NA,39.75,44.4,39.75,44.4,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","QUATERNARY",NA,"WHOLE ROCK",70.7,0.49,14.9,2.9,0.6,2.6,4.6,0.18,NA,2.6994,99.6694,"13552","[13552] LAMBERT R. S. J., HOLLAND J. G., OWEN P. F.:   CHEMICAL PETROLOGY OF A SUITE OF CALC-ALKALINE LAVAS FROM MOUNT ARARAT, TURKEY |  J. GEOL. 82    [1974]  419-438  | doi: 10.1086/627992"
"rhyodacit","2009","[13643] GERTISSER R. (2009)","samp. S01",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","PLINIAN LOWER PUMICE 2 ERUPTION",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",64.5,0.64,15.21,3.37,1.25,2.41,4.74,0.17,3.16,4.283048,96.573048,"13643","[13643] GERTISSER R., PREECE K., KELLER J.:   THE PLINIAN LOWER PUMICE 2 ERUPTION, SANTORINI, GREECE: MAGMA EVOLUTION AND VOLATILE BEHAVIOUR |  J. VOLCANOL. GEOTHERM. RES. 186    [2009]  387-406  | doi: 10.1016/j.jvolgeores.2009.07.015"
"rhyodacit","2009","[13643] GERTISSER R. (2009)","samp. S02",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","PLINIAN LOWER PUMICE 2 ERUPTION",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",64.27,0.54,14.61,2.72,0.97,2.63,4.84,0.13,4.22,3.680182,94.390182,"13643","[13643] GERTISSER R., PREECE K., KELLER J.:   THE PLINIAN LOWER PUMICE 2 ERUPTION, SANTORINI, GREECE: MAGMA EVOLUTION AND VOLATILE BEHAVIOUR |  J. VOLCANOL. GEOTHERM. RES. 186    [2009]  387-406  | doi: 10.1016/j.jvolgeores.2009.07.015"
"rhyodacit","2009","[13643] GERTISSER R. (2009)","samp. S03",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","PLINIAN LOWER PUMICE 2 ERUPTION",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",66.25,0.48,14.67,2.24,0.72,2.96,5.14,0.12,4.43,3.257276,95.837276,"13643","[13643] GERTISSER R., PREECE K., KELLER J.:   THE PLINIAN LOWER PUMICE 2 ERUPTION, SANTORINI, GREECE: MAGMA EVOLUTION AND VOLATILE BEHAVIOUR |  J. VOLCANOL. GEOTHERM. RES. 186    [2009]  387-406  | doi: 10.1016/j.jvolgeores.2009.07.015"
"rhyodacit","2009","[13643] GERTISSER R. (2009)","samp. S05",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","PLINIAN LOWER PUMICE 2 ERUPTION",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",63.83,0.56,14.82,3.3,1.39,2.62,5.3,0.11,3.53,4.067096,95.997096,"13643","[13643] GERTISSER R., PREECE K., KELLER J.:   THE PLINIAN LOWER PUMICE 2 ERUPTION, SANTORINI, GREECE: MAGMA EVOLUTION AND VOLATILE BEHAVIOUR |  J. VOLCANOL. GEOTHERM. RES. 186    [2009]  387-406  | doi: 10.1016/j.jvolgeores.2009.07.015"
"rhyodacit","2009","[13643] GERTISSER R. (2009)","samp. S11",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","PLINIAN LOWER PUMICE 2 ERUPTION",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",65.34,0.48,14.76,2.63,0.91,3.06,5.36,0.09,3.52,3.491224,96.121224,"13643","[13643] GERTISSER R., PREECE K., KELLER J.:   THE PLINIAN LOWER PUMICE 2 ERUPTION, SANTORINI, GREECE: MAGMA EVOLUTION AND VOLATILE BEHAVIOUR |  J. VOLCANOL. GEOTHERM. RES. 186    [2009]  387-406  | doi: 10.1016/j.jvolgeores.2009.07.015"
"rhyodacit","2009","[13643] GERTISSER R. (2009)","samp. S12",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","PLINIAN LOWER PUMICE 2 ERUPTION",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",66.02,0.41,14.23,1.85,0.72,3.03,6.56,0.09,4.56,2.888358,95.798358,"13643","[13643] GERTISSER R., PREECE K., KELLER J.:   THE PLINIAN LOWER PUMICE 2 ERUPTION, SANTORINI, GREECE: MAGMA EVOLUTION AND VOLATILE BEHAVIOUR |  J. VOLCANOL. GEOTHERM. RES. 186    [2009]  387-406  | doi: 10.1016/j.jvolgeores.2009.07.015"
"rhyodacit","2009","[13643] GERTISSER R. (2009)","samp. S15",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","PLINIAN LOWER PUMICE 2 ERUPTION",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",67.01,0.43,14.55,1.9,0.58,3.09,4.88,0.09,3.53,3.032326,95.562326,"13643","[13643] GERTISSER R., PREECE K., KELLER J.:   THE PLINIAN LOWER PUMICE 2 ERUPTION, SANTORINI, GREECE: MAGMA EVOLUTION AND VOLATILE BEHAVIOUR |  J. VOLCANOL. GEOTHERM. RES. 186    [2009]  387-406  | doi: 10.1016/j.jvolgeores.2009.07.015"
"rhyodacit","2009","[13643] GERTISSER R. (2009)","samp. S06",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","PLINIAN LOWER PUMICE 2 ERUPTION",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",67.08,0.44,14.42,1.89,0.65,3.28,4.9,0.09,3.68,3.131304,95.881304,"13643","[13643] GERTISSER R., PREECE K., KELLER J.:   THE PLINIAN LOWER PUMICE 2 ERUPTION, SANTORINI, GREECE: MAGMA EVOLUTION AND VOLATILE BEHAVIOUR |  J. VOLCANOL. GEOTHERM. RES. 186    [2009]  387-406  | doi: 10.1016/j.jvolgeores.2009.07.015"
"rhyodacit","2009","[13643] GERTISSER R. (2009)","samp. S08",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","PLINIAN LOWER PUMICE 2 ERUPTION",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",67.41,0.4,14.22,1.75,0.51,3.46,5.12,0.08,3.37,2.798378,95.748378,"13643","[13643] GERTISSER R., PREECE K., KELLER J.:   THE PLINIAN LOWER PUMICE 2 ERUPTION, SANTORINI, GREECE: MAGMA EVOLUTION AND VOLATILE BEHAVIOUR |  J. VOLCANOL. GEOTHERM. RES. 186    [2009]  387-406  | doi: 10.1016/j.jvolgeores.2009.07.015"
"rhyodacit","1989","[13696] DRUITT T. H. (1989)","samp. 87-88",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","CAPE THERMA 2 ERUPTION, FIRST CYCLE, BESIDE THE ROAD FROM CALDERA WALL TO PORT OF CAPE ATHINIOS",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",69.6,0.63,15.4,2.31,0.69,3.34,4.58,0.11,3.78,3.28,99.94,"13696","[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270"
"rhyodacit","1989","[13696] DRUITT T. H. (1989)","samp. 87-31",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","CAPE THERMA 3 ERUPTION, FIRST CYCLE, BEACH EXPOSURE HALFWAY BETWEEN CAPE BALOS AND CAPE THERMA",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",63.8,1.01,15.8,3.95,1.45,2.82,4.77,0.24,0.02,5.94,99.78,"13696","[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270"
"rhyodacit","1989","[13696] DRUITT T. H. (1989)","samp. 80-170",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","LOWER PUMICE 1 ERUPTION, FIRST CYCLE, CAPE BALOS 200 M E OF AKROTIRI",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",68.4,0.5,14.7,2.17,0.83,3.48,6.21,0.11,5.53,3.52,99.92,"13696","[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270"
"rhyodacit","1989","[13696] DRUITT T. H. (1989)","samp. 82-9",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","LOWER PUMICE 2 ERUPTION, FIRST CYCLE, FOOTPATH ABOVE LOWER PUMICE 1 AT CAPE BALOS",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",69.4,0.47,15,2,0.65,3.47,5.56,0.09,2.42,3.25,99.89,"13696","[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270"
"rhyodacit","1989","[13696] DRUITT T. H. (1989)","samp. 82-40",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","MIDDLE PUMICE ERUPTION, SECOND CYCLE, CALDERA WALL BELOW PHIRA",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",65.4,0.85,15.5,3.57,1.3,2.57,5.09,0.2,1.48,5.42,99.9,"13696","[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270"
"rhyodacit","1989","[13696] DRUITT T. H. (1989)","samp. 82-105",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","MIDDLE PUMICE ERUPTION, SECOND CYCLE, CALDERA WALL BELOW PHIRA",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",63.1,1.02,16,4.45,1.82,2.27,5.02,0.25,1.42,5.94,99.87,"13696","[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270"
"rhyodacit","1989","[13696] DRUITT T. H. (1989)","samp. 86-52",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","VOURVOULOS ERUPTION, SECOND CYCLE, BESIDE PHIRA STEPS, IMMEDIATELY ABOVE MIDDLE PUMICE MEMBER",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",65.9,0.79,14.7,3.52,1.02,2.64,4.57,0.25,2.83,6.44,99.83,"13696","[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270"
"rhyodacit","1989","[13696] DRUITT T. H. (1989)","samp. 85-014",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","UPPER SCORIAE 1 ERUPTION, SECOND CYCLE, DOWN FOOTPATH AT CAPE BALOS",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",63.2,1.01,15.5,4.48,1.58,1.96,4.65,0.26,1.9,7.2,99.84,"13696","[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270"
"rhyodacit","1989","[13696] DRUITT T. H. (1989)","samp. 86-66",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","UPPER SCORIAE 2 ERUPTION, SECOND CYCLE, FOOTPATH DOWN CALDERA WALL AT OIA BETWEEN AMMOUDHI AND CAPE PERIVOLA",36.4,25.45,36.4,25.45,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",66.8,0.73,15.2,3.12,0.97,3.09,4.76,0.19,2.21,5.01,99.87,"13696","[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270"
"rhyodacit","1989","[13696] DRUITT T. H. (1989)","samp. 80-143",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","CAPE RIVA, AMMOUDHI, NORTHERN THERA",36.42,25.43,36.42,25.43,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",67.1,0.69,15.3,3.15,1.08,2.44,5.29,0.18,2.9,4.55,99.78,"13696","[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270"
"rhyodacit","1989","[13696] DRUITT T. H. (1989)","samp. 80-29",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","MINOAN ERUPTION",36.3,25.4,36.5,25.5,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",70.5,0.44,14.7,2.53,0.86,3.03,4.63,0.09,3.48,3.16,99.94,"13696","[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270"
"rhyodacit","1989","[13696] DRUITT T. H. (1989)","samp. 80-25B",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","MINOAN ERUPTION",36.3,25.4,36.5,25.5,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",63.6,0.79,16.3,5,2.02,2.14,4.25,0.13,1.88,5.61,99.84,"13696","[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270"
"comendite","1914","[14009] WASHINGTON H. S. (1914)","samp. (I)II.(3)4.1.3",NA,"SICILY CHANNEL RIFT / PANTELLERIA","CUDDIA NERA",36.8,12,36.8,12,"SUBAERIAL","VOLCANIC ROCK","COMENDITIC RHYOLITE","CENOZOIC",NA,"WHOLE ROCK",72.21,0.62,9.72,0.82,0.29,4.98,4.42,0.1,NA,4.003348,97.163348,"14009","[14009] WASHINGTON H. S.:   THE VOLCANOES OF PANTELLERIA |  J. GEOL. 22    [1914]  16-27  | doi: 10.1086/622130"
"rhyodacit","1999","[14145] VOLYNETS O. N. (1999)","samp. 8889/2",NA,"KAMCHATKA ARC / KAMCHATKA ARC / SOUTHERN KAMCHATKA SEGMENT / KSUDACH","EASTERN VOLCANIC FRONT, KS3 ERUPTION",51.6,157.4,51.6,157.4,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",69.56,0.67,15.49,2.68,0.54,1.51,4.83,0.13,NA,4.350842,99.760842,"14145","[14145] VOLYNETS O. N., PONOMAREVA V. V., BRAITSEVA O. A., MELEKESTSEV I. V., CHEN CHANG-HWA:   HOLOCENE ERUPTIVE HISTORY OF KSUDACH VOLCANIC MASSIF, SOUTH KAMCHATKA: EVOLUTION OF A LARGE MAGMATIC CHAMBER |  J. VOLCANOL. GEOTHERM. RES. 91    [1999]  23-42  | doi: 10.1016/S0377-0273(99)00049-9"
"comendite","1976","[1445] BRYAN W. B. (1976)","samp. S-143",NA,"REVILLAGIGEDO ARCHIPELAGO / SOCORRO","CABO HENSLOW",18.75,-110.95,18.75,-110.95,"SUBAERIAL","VOLCANIC ROCK","COMENDITIC RHYOLITE",NA,NA,"WHOLE ROCK",64.08,0.48,13.69,1.22,0.06,5.2,6.55,0.09,NA,7.002126,98.372126,"1445","[1445] BRYAN W. B.:   A BASALT - PANTELLERITE ASSOCIATION FROM ISLA SOCORRO, ISLAS REVILLAGIGEDO, MEXICO |    AOKI, H.; IIZUKA, S. | VOLCANOES AND TECTONOSPHERE | TOKAI UNIV. PRESS, TOKYO  [1976]  75-91"
"comendite","1976","[1445] BRYAN W. B. (1976)","samp. S-79",NA,"REVILLAGIGEDO ARCHIPELAGO / SOCORRO / PRE-CALDERA STAGE",NA,18.75,-110.95,18.75,-110.95,"SUBAERIAL","VOLCANIC ROCK","COMENDITIC RHYOLITE",NA,NA,"WHOLE ROCK",65.46,0.53,12.95,0.89,0.47,4.69,5.66,0.04,NA,6.9293,97.6193,"1445","[1445] BRYAN W. B.:   A BASALT - PANTELLERITE ASSOCIATION FROM ISLA SOCORRO, ISLAS REVILLAGIGEDO, MEXICO |    AOKI, H.; IIZUKA, S. | VOLCANOES AND TECTONOSPHERE | TOKAI UNIV. PRESS, TOKYO  [1976]  75-91"
"comendite","1976","[1445] BRYAN W. B. (1976)","samp. S-132C",NA,"REVILLAGIGEDO ARCHIPELAGO / SOCORRO","DOME SOUTHWEST OF BAHIA ACADEMY",18.75,-110.95,18.75,-110.95,"SUBAERIAL","VOLCANIC ROCK","COMENDITIC RHYOLITE",NA,NA,"WHOLE ROCK",66.82,0.44,12.76,0.75,0.14,4.39,5.24,0.05,NA,6.532246,97.122246,"1445","[1445] BRYAN W. B.:   A BASALT - PANTELLERITE ASSOCIATION FROM ISLA SOCORRO, ISLAS REVILLAGIGEDO, MEXICO |    AOKI, H.; IIZUKA, S. | VOLCANOES AND TECTONOSPHERE | TOKAI UNIV. PRESS, TOKYO  [1976]  75-91"
"rhyodacit","1971","[14522] PICHLER H. (1971)","samp. R/III",NA,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / RHYOLITE FORMATION","NORTHERN CHILE",-18.5,-68,-22,-71,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",66.7,0.55,15.6,3.4,1.2,3.5,3.4,0.13,NA,3.20942,97.68942,"14522","[14522] PICHLER H., ZEIL W.:   THE CENOZOIC RHYOLITE-ANDESITE ASSOCIATION OF THE CHILEAN ANDES |  BULL. VOLCANOL. 35    [1971]  424-452  | doi: 10.1007/BF02596965"
"rhyodacit","1971","[14522] PICHLER H. (1971)","samp. A/VII",NA,"ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / ANDESITE FORMATION","CENTRAL AND SOUTHERN CHILE",-22,-69,-28,-71,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,NA,"WHOLE ROCK",64.9,0.72,15.8,3.6,1.8,3.4,3.9,0.2,NA,3.45952,97.77952,"14522","[14522] PICHLER H., ZEIL W.:   THE CENOZOIC RHYOLITE-ANDESITE ASSOCIATION OF THE CHILEAN ANDES |  BULL. VOLCANOL. 35    [1971]  424-452  | doi: 10.1007/BF02596965"
"comendite","1982","[1454] GILLOT P.-Y. (1982)","samp. SA32",NA,"MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DES NEIGES / DIFFERENTIATED SERIES","GROS MORNE FLANK, CIRQUE DE SALAZIE",-21.06,55.48,-21.06,55.48,"SUBAERIAL","VOLCANIC ROCK","COMENDITIC RHYOLITE",NA,NA,"WHOLE ROCK",69.9,0.08,14.8,0.67,0,4.35,7,0.01,NA,2.366634,99.176634,"1454",""
"rhyodacit","2009","[15280] GRIB E. N. (2009)","samp. K10-96",NA,"KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / KARYMSKY","1996 ERUPTION, SOUTHERN SECTOR",54.07,159.6,54.07,159.6,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","HOLOCENE","1996","WHOLE ROCK",70.9,0.45,14.56,1.7,0.76,4.31,3.23,0.07,0.74,2.858778,98.838778,"15280","[15280] GRIB E. N., LEONOV V. L., PEREPELOV A. B.:   THE KARYMSKII VOLCANIC CENTER: VOLCANIC ROCK GEOCHEMISTRY |  J. VOLCANOL. SEISMOL. 3    [2009]  367-387  | doi: 10.1134/S0742046309060013"
"rhyodacit","2009","[15280] GRIB E. N. (2009)","samp. K30-97",NA,"KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / KARYMSKY","1996 ERUPTION, SOUTHERN SECTOR",54.07,159.6,54.07,159.6,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","HOLOCENE","1996","WHOLE ROCK",70.97,0.45,13.46,2.76,0.99,2.83,3.17,0.16,1.66,3.44968,98.23968,"15280","[15280] GRIB E. N., LEONOV V. L., PEREPELOV A. B.:   THE KARYMSKII VOLCANIC CENTER: VOLCANIC ROCK GEOCHEMISTRY |  J. VOLCANOL. SEISMOL. 3    [2009]  367-387  | doi: 10.1134/S0742046309060013"
"comendite","1987","[15347] BROWN P. E. (1987)","samp. GGU196798",NA,"HIGH ARCTIC LARGE IGNEOUS PROVINCE / NORTH GREENLAND / KAP WASHINGTON GROUP","KAP WASHINGTON",83.52,-38,83.52,-38,"SUBAERIAL","VOLCANIC ROCK","COMENDITIC RHYOLITE",NA,NA,"WHOLE ROCK",73.16,0.39,9.83,0.04,0.44,3.49,4.68,0.06,NA,5.445112,97.535112,"15347","[15347] BROWN P. E., PARSONS I., BECKER S. M.:   PERALKALINE VOLCANICITY IN THE ARCTIC BASIN - THE KAP WASHINGTON VOLCANICS, PETROLOGY AND PALEOTECTONICS |  J. GEOL. SOC. LONDON 144    [1987]  707-715  | doi: 10.1144/gsjgs.144.5.0707"
